,股票名稱,進場日期,進場價格,出場日期,出場價格,120天最高價,120天最低價,進場當天成交金額(千),Ma2prev1,Ma2prev2,Ma2prev2-Ma2prev1,oneMonthVolatility,twoMonthVolatility,threeMonthVolatility,twelveMonthVolatility,twelveMonthFluctuation,bias60,bias250,alpha250,Beta21,Beta65,Beta250,dayKValue,dayDValue,weekKValue,weekDValue,weekRoiCompareCurrent,monthRoiCompareCurrent,quoterRoiCompareCurrent,halfYearRoiCompareCurrent,yearRoiCompareCurrent,weekKValue-weekDValue,dayKValue-dayDValue,stock_rate_of_return_month,stock_rate_of_return_month-capitalization_weighted_Index_rate_of_return_month,PrevYearHighest,weekRoiCompareCurrent-prevWeekRoiCompareCurrent,monthRoiCompareCurrent-prevMonthRoiCompareCurrent,halfYearRoiCompareCurrent-prevHalfYearRoiCompareCurrent,quoterRoiCompareCurrent-prevQuoterYearRoiCompareCurrent,yearRoiCompareCurrent-prevYyearRoiCompareCurrent,twelveMonthFluctuation-prevTwelveMonthFluctuation,weekKValue-prevWeekKValue,weekDValue-prevWeekDValue,oneMonthVolatility-prevOneMonthVolatility,twoMonthVolatility-prevTwoMonthVolatility,entrancePrice-PrevYearHighest
1210,大成,20170912,32.5,,,0.12923076923076932,-0.016923076923076943,64790.0,0.66,-4.529999999999999,5.1899999999999995,18.11,24.77,26.1,21.87,0.218,1.75,12.23,0.0534,1.2289,1.0221,0.7769,76.39,68.2,49.42,45.57,4.291,5.5,1.556,4.662,8.173,3.8500000000000014,8.189999999999998,8.218,5.133,31.25,4.957000000000001,16.07,3.718,-0.14300000000000002,-33.296,-0.035,13.75,4.280000000000001,-8.89,-4.199999999999999,0.04
1215,卜蜂,20170912,67.7,,,0.04874446085672078,-0.11373707533234863,82833.0,8.65,9.45,-0.7999999999999989,22.51,31.32,29.53,29.86,0.295,-5.01,24.27,0.1955,1.6117,1.223,0.8008,56.97,47.3,32.73,39.32,1.141,-3.618,-5.283,17.096,58.68,-6.590000000000003,9.670000000000002,-0.9,-3.985,49.8,2.143,6.622999999999999,-15.581999999999997,-29.795,-30.82,0.02899999999999997,0.3399999999999963,-2.9200000000000017,-13.999999999999996,-1.3599999999999994,0.3594377510040162
1218,泰山,20170915,18.05,,,0.08587257617728536,-0.09141274238227158,9963.0,-10.46,-6.0,-4.460000000000001,20.01,39.04,44.91,32.0,0.317,-8.44,8.18,0.0195,0.3191,0.9718,0.9807,45.37,32.56,18.5,32.91,1.695,-5.329,1.354,9.138,-1.473,-14.409999999999997,12.809999999999995,-2.717,-5.711,18.0,2.958,13.399999999999999,20.442999999999998,-5.931,-39.549,0.07600000000000001,-4.890000000000001,-7.200000000000003,-30.889999999999997,-10.619999999999997,0.0027777777777778173
1229,聯華,20170912,30.1,,,0.35714285714285715,-0.036544850498338916,85793.0,-8.129999999999999,-9.145,1.0150000000000006,31.12,23.26,20.38,17.42,0.172,13.63,32.24,0.1531,1.6248,0.6302,0.4929,75.8,80.63,81.92,76.6,5.765,14.082,16.583,31.41,40.045,5.320000000000007,-4.829999999999998,16.8,13.715,22.85,5.659,12.722000000000001,25.679000000000002,6.381999999999998,29.764000000000003,0.06599999999999999,-2.549999999999997,2.019999999999996,23.03,9.610000000000001,0.3172866520787746
1301,台塑,20170912,96.0,,,0.08854166666666667,-0.04270833333333327,264435.0,23.720000000000002,21.035,2.6850000000000023,10.65,11.09,12.05,15.56,0.155,4.62,11.93,0.0417,0.8388,0.65,0.977,78.19,84.05,90.23,90.06,0.595,1.412,7.912,4.324,12.983,0.1700000000000017,-5.859999999999999,4.13,1.045,92.5,0.04299999999999993,-3.4859999999999998,-4.0489999999999995,9.822,6.485,-0.04899999999999999,-3.6799999999999926,0.0799999999999983,-1.6199999999999992,-1.1899999999999995,0.03783783783783784
1305,華夏,20170912,35.35,,,0.0056577086280055365,-0.2263083451202263,79192.0,5.199999999999999,7.53,-2.330000000000001,44.17,41.86,35.52,40.05,0.397,13.45,37.25,0.2111,0.8286,0.9535,1.3412,42.09,46.25,77.53,79.99,0.215,2.585,26.91,27.42,90.126,-2.4599999999999937,-4.159999999999997,5.303,2.218,28.05,2.791,-21.523,-14.518,27.136,47.18300000000001,0.061,-1.6200000000000045,-0.6300000000000097,4.600000000000001,20.599999999999998,0.26024955436720143
1310,台苯,20171205,22.1,,,0.13574660633484162,-0.09276018099547514,288908.0,11.93,6.819999999999999,5.11,28.8,24.19,23.04,25.36,0.252,4.44,4.34,0.0125,0.3903,0.6146,0.8884,54.88,48.61,67.42,60.92,2.721,7.032,0.946,-3.262,-5.305,6.5,6.270000000000003,4.866,7.029999999999999,22.05,2.984,6.931,-2.077,5.880999999999999,-61.582,-0.07400000000000001,1.5600000000000023,2.240000000000002,10.29,-2.8099999999999987,0.002267573696145157
1312,國喬,20170912,27.45,,,0.21493624772313305,-0.180327868852459,292687.0,17.575,20.53,-2.955000000000002,26.99,31.43,27.04,29.77,0.296,20.68,37.16,0.1821,-0.3195,0.9498,1.0594,89.27,84.61,91.02,86.5,4.261,10.532,31.922,25.372,61.752,4.519999999999996,4.659999999999997,13.251,10.166,23.3,1.456,-10.291,1.6640000000000015,37.205,70.681,-0.0010000000000000009,5.409999999999997,2.819999999999993,-4.130000000000003,17.97,0.17811158798283255
1313,聯成,20171106,17.9,,,0.17877094972067056,-0.04469273743016744,369097.0,34.760000000000005,11.629999999999999,23.130000000000006,28.09,26.73,27.92,25.7,0.256,11.71,33.18,0.1481,0.7392,1.2988,1.1591,62.14,60.68,81.81,82.12,5.788,9.059,28.095,38.278,55.803,-0.3100000000000023,1.4600000000000009,11.465,9.053,13.65,6.5920000000000005,8.274999999999999,35.513,15.947999999999999,42.897,0.013000000000000012,3.950000000000003,0.7900000000000063,3.6799999999999997,1.5599999999999987,0.3113553113553112
1314,中石化,20170912,14.7,,,0.12244897959183679,-0.12244897959183666,1190018.0,6.470000000000001,20.025,-13.554999999999998,40.4,33.91,29.68,34.49,0.339,14.86,32.0,0.234,-1.2536,0.2108,0.9581,71.31,73.47,83.5,79.76,3.668,13.881,21.366,8.804,72.138,3.739999999999995,-2.1599999999999966,16.599,13.514,12.8,6.936,9.274000000000001,-39.608,31.789,90.61500000000001,0.08000000000000002,5.049999999999997,2.8200000000000074,15.309999999999999,13.539999999999996,0.1484374999999999
