,120天最高價,120天最低價,120天最高價預測
1231_20130717,0.0696798493408662,-0.3559322033898304,0.23382300803491674
1232_20131031,0.0550724637681159,-0.1260869565217391,0.320366238271418
1305_20130107,0.1486880466472303,-0.1778425655976676,0.18361948854518584
1432_20130429,0.375,-0.2083333333333333,0.2598663136874166
1434_20131021,0.092696629213483,-0.1404494382022471,0.14408741908697487
1446_20130610,0.2586206896551724,-0.0655172413793103,0.10620024979922536
1451_20130530,0.2642201834862386,-0.1155963302752293,0.29677519495365035
1477_20130103,0.6452991452991454,-0.0224358974358973,0.2674601977324746
1504_20130104,0.4104803493449781,-0.0218340611353711,0.16497612892630592
1513_20131004,0.2130325814536341,-0.06265664160401,0.2135646937911241
1532_20130301,0.3024523160762941,-0.0626702997275205,0.1423694953964888
1582_20130411,0.0,-0.1762152777777777,0.1528760562639832
1614_20131227,0.0184757505773673,-0.2586605080831408,0.26075418187441113
1720_20130604,0.563953488372093,-0.0799418604651162,0.1130282672559176
1795_20130924,1.4110032362459548,-0.0841423948220064,0.1461738460606043
1907_20130223,0.0,-0.1540880503144654,0.3992144688273826
2059_20130109,0.3969072164948453,-0.056701030927835,0.21106559539854075
2062_20130426,0.94888178913738,-0.033013844515442,0.1767173377122978
2102_20130805,0.0,-0.1373737373737373,0.07072186449769093
2105_20130403,0.1087190527448869,-0.2174381054897739,0.1979215808548416
2207_20130430,0.5749525616698292,-0.0284629981024667,0.18079361407683475
2227_20130329,0.2393162393162393,-0.1538461538461538,0.2147360489301845
2231_20130806,0.3726415094339622,-0.1471698113207546,0.2576500018394713
2301_20130131,0.2508670520231214,-0.0520231213872832,0.31646880312517905
2308_20130426,0.0484429065743944,-0.1591695501730103,0.27899046832913804
2314_20130326,0.1060606060606059,-0.1868686868686868,0.234409184088105
2331_20130503,0.1106870229007634,-0.1412213740458015,0.26505698132945454
2373_20130926,0.0271084337349397,-0.1852409638554217,0.41392291925400393
2420_20130603,0.0506329113924051,-0.194620253164557,0.2013337579545392
2436_20130905,0.3926605504587157,-0.236697247706422,0.1052337911605885
2453_20130903,0.3020134228187918,-0.1577181208053691,0.07263438337369041
2456_20131224,0.1056910569105691,-0.2471544715447154,0.16695230828234678
2472_20131209,0.5400763358778627,-0.0801526717557251,0.16073675723738878
2483_20131224,0.1592920353982299,-0.2035398230088496,0.09888660153268974
2520_20130603,0.4084507042253521,-0.0873239436619718,0.20999697908836792
2535_20130523,0.1207207207207207,-0.1099099099099099,0.2553847304959357
2614_20131125,0.3436293436293436,-0.054054054054054,0.06706199787918334
3054_20130530,0.2390350877192982,-0.2324561403508772,0.3024282710664287
3058_20130329,0.0,-0.3379629629629629,0.19537794375725331
3089_20130517,0.7103174603174605,-0.1706349206349206,0.19560165490076709
3176_20130218,0.146039603960396,-0.1806930693069307,0.20914302025136447
3229_20130902,0.9646365422396858,-0.0726915520628682,0.7445532490526489
3259_20130522,0.0554561717352415,-0.295169946332737,0.18203499317530117
3537_20131211,0.2770448548812665,-0.1899736147757255,0.12707748388667728
3706_20130926,0.4153132250580046,-0.0533642691415314,0.08033905956960927
4119_20130307,0.0488431876606683,-0.1452442159383033,0.3524387440084758
4123_20130904,0.4169884169884171,-0.0444015444015443,0.15384350290228954
4207_20130709,0.0983606557377048,-0.2341920374707259,0.23812708787769962
4722_20130607,0.1990881458966566,-0.2340425531914893,0.20925027087394474
4974_20130625,0.362559241706161,-0.104265402843602,0.5269785751594993
5398_20131227,0.3896961690885072,-0.0184940554821665,0.17358401417072958
5434_20131223,0.1375212224108659,-0.062818336162988,0.34082983826924923
5489_20130423,0.35,-0.124,0.1055337571859161
5529_20130408,0.935483870967742,-0.4415322580645162,0.6186135753291676
6116_20130408,1.653910149750416,-0.0831946755407654,0.2188497870040226
8076_20130808,1.009132420091324,-0.0502283105022831,0.1557873488434535
8091_20130226,0.0,-0.3611473272490222,0.4138242826445016
8114_20130715,0.3170731707317073,-0.1658536585365853,0.17998443046469859
8213_20130329,0.0061983471074381,-0.2830578512396693,0.11951959607707362
8215_20131230,0.6777408637873753,-0.0382059800664452,0.12311566414358852
8271_20130426,0.0526315789473683,-0.1695906432748539,0.13469513773669498
8422_20130418,0.0859538784067086,-0.3417190775681342,0.22250692175113937
9904_20130328,0.1016949152542372,-0.1540832049306626,0.08741578730115628
9906_20130506,1.3891625615763543,-0.3809523809523809,0.10795655096960038
9907_20130412,0.3985330073349634,-0.0342298288508557,0.09799403071486631
9912_20130327,0.3469387755102041,-0.3469387755102041,0.19218275105863755
9945_20130103,0.0388059701492536,-0.2417910447761194,0.3241357918468484
