股票編號,股票名稱,觀察日期,觀察價格,觀察期間最高價,觀察期間最低價,觀察期間高低差除以最低,觀察期間高低價時間差(天),高低差除以高低價時間差,進場日期,進場價格,120天最高價,120天最低價,prevYearHighest,EntranceBias60,EntranceBias250,EntranceAlpha250,EntranceBeta21,EntranceBeta65,EntranceBeta250,EntranceDayKValue,EntranceDayDValue,EntranceDayKValue-EntranceDayDValue,EntranceWeekKValue,EntranceWeekDValue,EntranceWeekKValue-EntranceWeekDValue,EntranceWeekRoiCompare,EntranceMonthRoiCompare,EntranceQuoterRoiCompare,EntranceHalfYearRoiCompare,EntranceYearRoiCompare,entrance_stock_rate_of_return_month,entrance_stock_rate_of_return_month-capitalization_weighted_Index_rate_of_return_month,weekRoiCompareCurrent-prevWeekRoiCompareCurrent,monthRoiCompareCurrent-prevMonthRoiCompareCurrent,halfYearRoiCompareCurrent-prevHalfYearRoiCompareCurrent,(Entrance-Observe)/Observe,(Entrance-PrevYearHighest)/PrevYearHighest,monthKValue,monthDValue,prevDayVolumn,Diff,MacdDiff,WeekMaStd,MonthMaStd,SeasonMaStd,HalfYearMaStd,WeekMa,WeekMaDistance,MonthMa,MonthMaDistance
1101,台泥,20051219,22.6,22.6,21.55,0.0487238979118329,0,4.872389791183298,20051219,22.6,0.3141592920353981,-0.077433628318584,21.8,8.34,20.13,0.0743,0.5799,0.3783,0.571,77.65,72.1,5.550000000000011,89.11,83.56,5.549999999999997,2.249,3.884,14.029,22.653,10.353,9.201,3.8840000000000003,1.4200000000000002,9.338,34.411,0.0,0.0353982300884956,83.57,72.88,200922.1,0.108,0.021,0.4722,0.5596,0.5181,0.6387,21.65,0.043879907621247244,21.21,0.06553512494106556
1227,佳格,20050214,12.8,12.8,12.5,0.024,0,2.4000000000000057,20050214,12.8,0.0546874999999999,-0.140625,12.6,7.97,19.13,0.1078,0.7669,0.4744,0.6805,90.78,78.99,11.790000000000006,71.71,62.52,9.18999999999999,2.356,4.234,6.571,14.598,29.158,8.018,4.234000000000001,2.072,2.178,3.798,0.0,0.015625000000000083,87.42,76.07,12048.05,0.025,0.016,0.2345,0.2744,0.2701,0.5325,12.35,0.03643724696356284,11.9575,0.07045787162868503
1233,天仁,20050225,23.4,23.4,22.0,0.0636363636363635,0,6.363636363636357,20050225,23.4,0.1175213675213675,-0.0598290598290597,22.5,7.0,14.55,0.0808,0.5379,0.2872,0.3644,60.9,48.97,11.93,71.59,64.85,6.740000000000009,5.338,4.271,2.625,8.17,29.793,7.834,4.268,7.132,0.798,-14.171000000000001,0.0,0.0384615384615384,88.0,79.87,2342.55,0.052,0.035,0.5713,0.3527,0.29,0.5459,22.26,0.0512129380053907,21.94,0.06654512306289868
1301,台塑,20050301,59.3,59.3,57.1,0.0385288966725043,0,3.8528896672504303,20050301,59.3,0.0337268128161888,-0.1736930860033726,58.5,9.13,18.75,0.1071,0.6158,0.7614,0.8678,68.81,54.18,14.630000000000003,85.89,79.61,6.280000000000001,3.217,1.064,8.127,9.224,28.844,5.714,1.0620000000000003,4.723,-4.72,-8.867,0.0,0.0134907251264755,85.54,72.97,675471.45,0.26,0.038,1.0947,0.9805,1.7757,1.9316,57.14,0.037801890094504666,56.16,0.055911680911680924
1314,中石化,20050307,9.0,9.0,8.61,0.0452961672473868,0,4.529616724738683,20050307,9.0,0.1666666666666666,-0.1666666666666666,8.9,22.72,37.56,0.1369,1.6163,1.0916,1.2372,89.87,80.62,9.25,85.66,75.51,10.149999999999991,10.728,15.199,31.355,62.102,25.642,18.28,15.197000000000001,0.4320000000000004,14.74,77.919,0.0,0.011111111111111072,83.01,66.43,374494.55,0.206,0.082,0.1842,0.5715,0.4972,0.5239,8.604,0.04602510460251056,7.6985,0.16905890757939857
1326,台化,20050301,66.0,66.0,61.7,0.0696920583468395,0,6.96920583468395,20050301,66.0,0.0212121212121212,-0.2507575757575757,62.5,11.23,25.51,0.1712,0.4627,0.8572,0.8681,85.81,76.93,8.879999999999995,74.5,61.39,13.11,8.091,5.938,5.497,12.782,47.032,10.589,5.937,8.675999999999998,4.7749999999999995,-17.444,0.0,0.05303030303030303,90.09,82.47,665143.55,0.268,0.158,2.2791,1.6389,1.1906,1.5326,61.56,0.0721247563352826,59.69,0.10571284972357183
1435,中福,20051117,15.4,15.4,14.95,0.0301003344481606,0,3.010033444816061,20051117,15.4,0.1136363636363635,-0.275974025974026,15.3,20.02,90.56,0.4367,-0.302,-0.3349,0.3492,80.51,76.69,3.8200000000000074,93.11,91.75,1.3599999999999994,3.566,5.23,49.694,187.923,171.557,8.571,5.225999999999999,5.4479999999999995,-24.865,195.74,0.0,0.0064935064935064705,85.69,69.79,11509.55,0.53,-0.068,0.1356,0.2671,1.7233,3.0952,14.94,0.03078982597054892,14.68,0.0490463215258856
1471,首利,20050610,32.9,32.9,30.15,0.0912106135986733,0,9.12106135986733,20050610,32.9,0.4240121580547114,-0.182370820668693,32.0,57.21,58.75,0.1561,0.5289,0.6784,0.3978,93.07,93.89,-0.8200000000000074,83.74,71.43,12.309999999999988,13.546,75.924,61.775,62.529,34.595,80.0,75.862,-3.3150000000000013,74.97200000000001,79.509,0.0,0.02735562310030391,68.73,48.08,123499.05,3.383,0.837,1.7847,4.4176,3.7645,2.9853,29.6,0.11148648648648639,24.1775,0.36076931030917175
1475,業旺,20051011,31.7,31.7,31.7,0.0,0,0.0,20051011,31.7,0.0,-0.2649842271293375,31.2,22.32,37.96,0.0112,0.3184,-0.2048,0.2938,81.72,77.67,4.049999999999997,93.01,86.44,6.570000000000007,7.25,26.154,40.917,44.625,20.614,25.296,25.986,12.853,13.012,66.58500000000001,0.0,0.015772870662460567,89.93,77.81,208.8,14.085,0.851,1.0591,1.2329,2.5082,2.8002,29.83,0.06268856855514586,28.86,0.0984060984060984
1503,士電,20050610,27.1,27.1,26.15,0.0363288718929255,0,3.632887189292554,20050610,27.1,0.1808118081180811,-0.1697416974169742,26.2,13.11,23.67,0.1103,0.4909,0.3937,0.5857,86.92,80.71,6.210000000000008,57.85,44.92,12.93,8.66,10.771,12.637,24.174,31.51,14.848,10.71,4.85,13.117,18.625,0.0,0.03321033210332111,72.32,66.12,139394.75,0.366,0.22,0.9903,1.1992,0.8401,1.143,25.03,0.08270075908909309,23.2825,0.16396435090733394
1512,瑞利,20051021,11.5,11.5,10.7,0.074766355140187,0,7.4766355140186995,20051021,11.5,0.1043478260869564,-0.206086956521739,11.3,24.76,29.74,0.0785,-0.5466,-0.0839,0.2553,88.21,81.72,6.489999999999995,77.22,65.66,11.560000000000002,14.59,33.664,54.54,34.791,19.648,28.248,33.537,2.2829999999999995,22.112000000000002,41.515,0.0,0.017391304347826025,68.53,54.24,28407.4,0.331,0.101,0.3578,0.5954,0.742,0.8113,10.85,0.05990783410138252,9.9635,0.15421287700105388
1513,中興電,20050927,18.45,18.45,17.25,0.0695652173913043,0,6.956521739130431,20050927,18.45,0.2791327913279134,-0.065040650406504,17.6,30.69,38.57,0.1642,1.1221,0.5906,0.7606,77.81,66.26,11.549999999999997,84.93,72.6,12.330000000000013,16.911,36.454,46.835,41.195,43.073,33.333,36.288,20.893,25.09,38.72,0.0,0.04607046070460693,57.9,49.57,97349.2,0.376,0.031,0.8171,1.1389,1.1539,0.924,16.97,0.08721272834413674,16.0425,0.1500701262272089
1524,耿鼎,20050830,21.7,21.7,19.85,0.0931989924433248,0,9.319899244332484,20050830,21.7,0.0138248847926267,-0.3225806451612903,21.3,40.43,29.15,0.1417,0.0633,-0.0315,0.6972,93.89,84.3,9.590000000000003,64.4,39.38,25.020000000000003,38.257,57.121,44.516,21.088,36.059,52.687,56.025,23.214999999999996,66.11500000000001,18.849,0.0,0.018433179723502238,48.93,44.52,70261.35,0.866,0.537,1.5949,2.3404,1.5881,1.86,19.37,0.12028910686628798,15.675,0.3843700159489632
1527,鑽全,20050221,79.0,79.0,76.0,0.0394736842105263,0,3.947368421052632,20050221,79.0,0.0341772151898734,-0.121518987341772,78.0,12.65,23.47,0.1068,0.5332,0.5319,0.4733,83.33,79.16,4.170000000000002,85.24,80.84,4.3999999999999915,9.362,6.404,12.777,28.215,29.408,11.429,6.4030000000000005,9.942,2.634,24.704,0.0,0.012658227848101266,67.01,55.1,33854.2,0.476,0.242,3.01,2.2106,2.1708,2.5248,73.7,0.07191316146540024,71.025,0.11228440689897914
1530,亞崴,20050322,57.0,57.0,55.1,0.0344827586206896,0,3.448275862068962,20050322,57.0,0.0140350877192981,-0.2228070175438597,56.0,21.12,38.26,0.1181,0.5979,0.4867,0.75,75.27,70.62,4.6499999999999915,85.88,83.05,2.8299999999999983,9.119,22.054,35.322,38.534,31.491,20.607,22.054,8.305,23.994999999999997,41.894,0.0,0.017543859649122806,76.9,61.11,23073.85,0.636,0.098,1.6255,3.0367,3.7831,4.0884,53.44,0.06661676646706591,50.24,0.13455414012738848
1535,中宇,20050613,11.45,11.45,10.9,0.0504587155963301,0,5.045871559633017,20050613,11.45,0.1703056768558953,-0.1266375545851527,11.4,14.47,21.22,0.0814,0.3681,0.6758,0.431,78.63,66.75,11.879999999999995,76.5,65.8,10.700000000000003,8.822,7.828,15.63,21.281,21.12,12.0,7.424,7.696999999999999,3.3840000000000003,25.901,0.0,0.004366812227074143,74.73,63.5,1803.5,0.11,0.048,0.3715,0.3684,0.35,0.4102,10.6,0.08018867924528299,10.0735,0.13664565443986698
1536,和大,20050217,27.5,27.5,26.5,0.0377358490566037,0,3.7735849056603774,20050217,27.5,0.3163636363636364,-0.0363636363636363,26.3,22.48,29.49,0.0694,-0.256,-0.0979,0.4749,90.85,80.52,10.329999999999998,73.06,68.47,4.590000000000003,18.238,16.726,25.915,45.754,26.329,18.86,16.724,12.297,10.591,46.214999999999996,0.0,0.04363636363636361,71.31,57.1,31046.05,0.342,0.194,1.7263,1.3727,1.0907,1.1563,24.7,0.1133603238866397,22.985,0.19643245594953232
1611,中電,20050729,15.3,15.3,13.5,0.1333333333333334,0,13.33333333333334,20050729,15.3,0.2156862745098039,-0.3333333333333334,14.7,27.12,39.22,0.141,2.9726,0.2402,0.5732,67.25,69.6,-2.3499999999999943,71.13,64.9,6.22999999999999,7.745,9.899,34.369,40.154,28.236,11.021,8.010000000000002,5.2780000000000005,-4.284000000000001,47.17700000000001,0.0,0.039215686274509894,57.39,43.68,69046.05,0.433,0.025,0.3098,0.74,1.6663,1.3157,13.7,0.11678832116788332,12.8275,0.19274995127655428
1720,生達,20051020,23.55,23.55,21.8,0.0802752293577981,0,8.027522935779816,20051020,23.55,0.1295116772823779,-0.1910828025477706,22.9,27.57,35.19,0.154,-0.8199,-0.3812,0.1333,92.05,85.34,6.709999999999994,73.83,55.98,17.85,29.158,35.964,43.571,37.782,44.657,30.11,35.834,25.029000000000003,32.281,33.547999999999995,0.0,0.027600849256900303,60.8,54.11,45144.3,0.373,0.192,1.4458,1.4702,0.9873,0.7354,21.24,0.10875706214689278,19.075,0.23460026212319798
1722,台肥,20050225,37.7,37.7,36.8,0.0244565217391305,0,2.445652173913059,20050225,37.7,0.2042440318302386,-0.063660477453581,37.6,8.53,24.18,0.1296,1.6396,0.6951,1.1039,64.82,49.41,15.409999999999997,76.18,74.74,1.440000000000012,5.757,-3.018,12.821,28.995,31.136,0.545,-3.021,9.369,-11.739999999999998,26.144000000000002,0.0,0.002652519893899242,82.43,69.08,551503.3,0.221,0.037,1.0229,0.7903,1.6067,2.2174,35.76,0.05425055928411647,35.38,0.06557377049180328
1723,中碳,20050627,53.1,53.1,49.0,0.0836734693877551,0,8.367346938775514,20050627,53.1,0.0,-0.2485875706214689,53.0,-0.12,1.81,0.0505,0.262,0.4299,0.328,52.03,73.17,-21.14,44.52,38.53,5.990000000000002,-2.676,-2.906,-8.938,-5.092,8.003,2.292,-3.5360000000000005,-5.2170000000000005,2.3240000000000003,-17.746,0.0,0.0018832391713747914,50.14,60.85,18701.55,0.155,0.051,0.4561,0.8351,1.289,1.3702,49.9,0.06412825651302612,49.0525,0.08251363335202078
1726,永記,20050128,45.6,45.6,43.9,0.0387243735763098,0,3.872437357630986,20050128,45.6,0.0043859649122806,-0.1557017543859649,45.5,6.73,14.61,0.0727,0.7064,0.5191,0.4989,51.83,42.95,8.879999999999995,84.05,74.79,9.259999999999991,3.828,6.13,7.469,11.791,29.457,4.119,6.129,6.034,2.863,-1.3710000000000004,0.0,0.002192982456140382,75.18,57.23,5815.05,0.155,-0.029,0.6431,0.5395,1.4588,1.9212,44.22,0.031207598371777535,44.17,0.03237491510074711
1730,花仙子,20051118,14.4,14.4,14.0,0.0285714285714286,0,2.85714285714286,20051118,14.4,0.0416666666666666,-0.2499999999999999,14.35,41.26,52.87,0.2178,0.0029,-0.2499,0.0432,88.49,73.94,14.549999999999997,68.11,54.16,13.950000000000003,29.797,40.722,54.631,49.381,65.407,45.455,40.717999999999996,32.107,30.576,38.408,0.0,0.0034722222222222715,75.15,66.06,29623.8,0.299,0.099,1.1675,0.9424,0.9512,0.6978,12.7,0.13385826771653553,11.515,0.2505427702996092
1732,毛寶,20051110,15.75,15.75,14.95,0.0535117056856187,0,5.351170568561877,20051110,15.75,0.3587301587301586,-0.1587301587301587,15.4,60.54,78.76,0.3136,-1.6621,-0.7331,0.2633,89.87,84.18,5.689999999999998,84.76,69.82,14.940000000000012,14.629,81.883,92.399,94.841,99.328,80.346,81.88000000000001,14.215,77.19999999999999,91.353,0.0,0.0222222222222222,61.91,41.84,33112.95,1.242,0.159,0.8503,1.8491,2.304,1.7744,14.6,0.07876712328767126,12.5975,0.2502480650922802
1734,杏輝,20050217,21.2,21.2,20.5,0.0341463414634146,0,3.41463414634146,20050217,21.2,0.1084905660377358,-0.0849056603773585,21.0,14.14,22.52,0.0632,0.7453,0.4346,0.3547,75.44,75.29,0.14999999999999147,88.65,85.46,3.190000000000012,1.368,6.908,22.773,13.67,29.597,9.042,6.906,-1.2369999999999999,-1.5859999999999994,3.6430000000000007,0.0,0.00943396226415091,70.8,50.45,14026.5,0.372,0.086,0.147,0.7524,1.1104,1.0252,20.38,0.040235525024533876,19.17,0.10589462702138745
1736,喬山,20050315,83.5,83.5,79.5,0.050314465408805,0,5.031446540880504,20050315,83.5,0.5209580838323353,-0.0479041916167664,81.0,18.39,33.45,0.1219,0.6247,0.3956,0.3222,75.8,70.61,5.189999999999998,89.5,88.46,1.0400000000000063,5.625,19.21,37.447,38.828,37.064,18.248,19.208000000000002,5.511,10.467,36.92,0.0,0.029940119760479042,67.74,47.24,13607.95,0.831,-0.001,1.2126,3.4697,6.6567,7.0913,79.86,0.04557976458802906,76.925,0.08547286317842058
1808,潤隆,20051215,17.2,17.2,16.5,0.0424242424242423,0,4.242424242424238,20051215,17.2,4.459302325581396,-0.0406976744186046,17.1,27.94,43.67,0.1831,0.9689,0.0609,-0.1187,88.28,72.94,15.340000000000003,65.44,59.81,5.6299999999999955,39.122,18.21,41.04,62.93,33.337,21.986,18.209,45.246,20.482,85.56,0.0,0.005813953488371969,73.13,58.18,232.85,0.065,0.052,1.4155,1.1652,0.9287,1.2215,15.13,0.13681427627230658,13.5975,0.2649384077955506
2002,中鋼,20050301,37.55,37.55,37.15,0.0107671601615073,0,1.0767160161507363,20050301,37.55,0.0,-0.299600532623169,37.4,4.05,17.48,0.1147,0.4673,0.5332,0.6946,81.46,81.39,0.06999999999999318,77.85,68.88,8.969999999999999,-0.437,-0.002,-3.598,9.239,30.245,4.648,-0.004000000000000448,-1.238,-0.074,-10.044999999999998,0.0,0.003994673768308884,87.67,79.95,1461853.5,0.114,0.039,0.3682,0.6112,0.4781,1.098,36.63,0.025116025116024968,35.9225,0.0453058667965759
2103,台橡,20050627,18.0,18.0,16.75,0.0746268656716417,0,7.462686567164178,20050627,18.0,0.0277777777777777,-0.1888888888888889,17.3,5.56,21.79,0.1088,0.7302,0.8458,1.0741,70.64,74.27,-3.6299999999999955,67.61,68.3,-0.6899999999999977,2.004,5.192,0.067,16.566,32.691,10.39,4.562,-0.03600000000000003,15.833,5.052999999999999,0.0,0.03888888888888885,80.16,74.32,78324.55,0.054,0.025,0.1319,0.3601,0.7183,0.9948,16.79,0.07206670637284103,16.34,0.10159118727050184
2207,和泰車,20050309,66.0,66.0,64.0,0.03125,0,3.125,20050309,66.0,0.4196969696969697,-0.059090909090909,65.5,4.75,21.94,0.1317,0.4642,0.585,0.501,81.01,74.52,6.490000000000009,64.94,50.97,13.969999999999999,2.38,4.252,-5.214,15.905,45.821,7.213,4.25,-0.843,4.885,-10.677999999999999,0.0,0.007575757575757576,91.43,87.56,40504.35,0.4,0.184,0.4622,1.6689,1.1777,2.9841,64.68,0.020408163265306013,62.53,0.05549336318567086
2308,台達電,20050714,56.3,56.3,54.7,0.0292504570383911,0,2.925045703839112,20050714,56.3,0.2557726465364122,-0.0746003552397867,56.0,15.2,20.86,0.1344,1.4907,0.8258,0.7396,80.29,73.55,6.740000000000009,70.58,59.89,10.689999999999998,2.65,14.097,11.521,9.466,33.202,17.523,12.878,-3.619,17.881,-10.197000000000001,0.0,0.005328596802841868,63.58,65.99,638046.55,0.906,0.283,1.1189,2.3667,1.4881,1.3844,54.3,0.03683241252302026,51.3175,0.09709163540702478
2317,鴻海,20050613,173.0,173.0,165.0,0.0484848484848484,0,4.848484848484849,20050613,173.0,0.0838150289017341,-0.2080924855491329,168.0,15.72,33.04,0.1422,1.0265,1.0079,1.1853,79.87,81.5,-1.6299999999999955,92.05,85.65,6.3999999999999915,3.355,8.986,17.781,21.891,52.832,13.158,8.582,4.563,2.043000000000001,-6.532,0.0,0.028901734104046242,90.54,79.6,1473482.35,0.905,0.069,2.4819,5.8264,9.8107,8.3588,167.3,0.0340705319784817,160.55,0.0775459358455309
2328,廣宇,20050309,34.4,34.4,32.7,0.0519877675840977,0,5.198776758409773,20050309,34.4,0.6424418604651163,-0.1119186046511627,33.4,33.62,48.24,0.0952,1.4699,1.2546,1.1574,91.72,86.96,4.760000000000005,85.45,72.79,12.659999999999997,15.37,31.488,37.231,62.721,25.834,34.449,31.485999999999997,7.654999999999999,27.302,78.523,0.0,0.029069767441860465,79.64,61.31,250191.05,1.142,0.299,0.8733,2.6809,2.671,2.2406,32.62,0.054567749846719846,28.5475,0.2050091952009808
2342,茂矽,20050603,10.55,10.55,10.05,0.0497512437810945,0,4.975124378109452,20050603,10.55,0.3981042654028435,-0.4568720379146919,10.5,46.59,19.4,-0.1972,0.8494,0.3907,0.6064,81.66,67.07,14.590000000000003,84.28,76.91,7.3700000000000045,18.354,38.289,76.954,82.421,-36.654,43.269,38.233999999999995,16.038999999999998,,148.15,0.0,0.004739336492891062,63.03,38.46,,8.546,1.679,0.6992,2.629,2.7086,2.1036,9.442,0.11734801948739679,7.4035,0.42500168839062613
2353,宏碁,20050505,58.3,58.3,55.1,0.0580762250453719,0,5.807622504537197,20050505,58.3,0.3344768439108062,-0.0548885077186963,57.0,14.38,22.36,0.1556,1.3778,0.9281,0.9787,86.03,79.47,6.560000000000002,72.26,59.57,12.690000000000005,9.208,18.202,18.208,11.795,37.308,16.667,18.199,9.17,16.588,-10.901000000000002,0.0,0.022298456260720363,80.43,69.64,447703.8,0.55,0.266,2.45,1.8741,1.5107,1.4382,54.24,0.07485250737463117,52.135,0.11825069531025222
2354,鴻準,20050203,77.5,77.5,73.0,0.0616438356164383,0,6.164383561643835,20050203,77.5,0.9612903225806452,-0.0580645161290322,76.5,16.37,35.44,0.1048,1.3025,0.7106,0.7031,84.42,68.47,15.950000000000003,80.07,73.78,6.289999999999992,8.88,16.581,37.98,57.15,19.467,14.815,16.582,8.110000000000001,13.677999999999999,71.761,0.0,0.012903225806451613,82.13,65.44,233234.65,0.347,0.238,3.4438,3.1149,2.5622,8.0952,71.3,0.08695652173913047,67.35,0.15070527097253164
2368,金像電,20051219,18.9,18.9,18.3,0.0327868852459015,0,3.2786885245901525,20051219,18.9,0.2857142857142858,-0.111111111111111,18.5,14.63,28.01,0.1151,0.8471,1.4313,1.3914,77.65,76.8,0.8500000000000085,78.26,63.25,15.010000000000005,1.343,14.291,5.368,32.873,33.807,19.608,14.291,-1.3900000000000001,20.314,27.979,0.0,0.02116402116402109,75.8,67.61,234055.45,0.542,0.114,0.3059,1.0292,1.1291,0.9658,17.93,0.0540992749581706,16.735,0.1293695847027188
2380,虹光,20050811,33.1,33.1,31.2,0.0608974358974359,0,6.0897435897435965,20050811,33.1,0.0,-0.3262839879154078,32.5,47.96,73.71,0.2144,0.5891,-0.1312,0.7371,66.25,58.14,8.11,87.22,86.27,0.9500000000000028,13.397,31.956,104.798,93.952,59.206,32.827,29.779999999999998,18.129,-8.52,113.205,0.0,0.018126888217522702,64.54,42.24,214195.9,2.055,-0.138,1.3559,1.6583,5.6229,4.8274,29.77,0.11185757473967087,29.0,0.14137931034482765
2383,台光電,20051230,14.4,14.4,13.7,0.0510948905109489,0,5.109489051094899,20051230,14.4,0.4305555555555556,-0.2222222222222223,14.2,58.81,71.73,0.1291,-0.5457,1.1267,1.3413,97.25,93.8,3.450000000000003,82.26,66.83,15.430000000000007,36.951,55.115,41.935,54.824,31.096,60.675,55.113,30.601,50.554,70.375,0.0,0.013888888888888963,64.41,49.62,83421.15,0.476,0.189,1.1387,1.6214,1.2996,1.0225,12.68,0.13564668769716093,10.205,0.41107300342969133
2387,精元,20051222,41.8,41.8,39.8,0.050251256281407,0,5.025125628140704,20051222,41.8,0.1363636363636364,-0.1985645933014353,41.1,30.13,43.43,0.2556,0.8328,0.9974,0.6865,81.18,76.67,4.510000000000005,86.18,77.81,8.370000000000005,8.544,20.967,35.003,26.67,80.525,26.875,20.966,6.311,6.052,-12.992999999999995,0.0,0.01674641148325349,66.26,57.63,56395.7,1.269,0.197,1.1513,2.3563,3.9891,3.2533,39.31,0.06334266090053409,35.8875,0.16475095785440597
2392,正崴,20050303,81.6,81.6,78.6,0.0381679389312977,0,3.816793893129771,20050303,81.6,0.4093137254901962,-0.105392156862745,81.0,19.76,39.82,0.1761,1.1014,1.4933,0.9808,82.88,77.38,5.5,85.56,78.41,7.150000000000006,1.34,13.047,22.533,50.184,41.198,15.827,13.045,-6.7620000000000005,2.3450000000000006,50.506,0.0,0.007352941176470519,86.94,72.03,449509.3,1.245,0.231,0.8709,4.0512,4.9996,6.2993,79.64,0.024610748367654367,73.335,0.11270198404581716
2393,億光,20051230,77.5,77.5,73.6,0.0529891304347826,0,5.298913043478269,20051230,77.5,0.3677419354838709,-0.0903225806451612,76.5,28.12,83.01,0.3804,0.8711,1.1243,1.2243,91.25,87.78,3.469999999999999,94.13,88.98,5.1499999999999915,7.995,21.908,66.355,94.531,152.674,27.467,21.904999999999998,5.390000000000001,13.977,66.659,0.0,0.012903225806451613,85.03,73.39,778512.45,1.611,0.272,2.7335,4.4358,6.1254,10.4935,73.0,0.06164383561643835,67.535,0.14755312060413125
2395,研華,20050705,80.5,80.5,76.0,0.0592105263157894,0,5.921052631578947,20050705,80.5,0.2111801242236025,-0.1043478260869565,78.5,7.65,11.28,0.108,0.418,0.4758,0.492,70.48,57.18,13.300000000000004,77.0,70.9,6.099999999999994,6.913,8.524,4.776,2.777,19.418,10.556,7.709999999999999,5.7700000000000005,15.142999999999999,-12.646999999999998,0.0,0.024844720496894408,76.97,73.09,39674.8,0.184,0.075,1.8906,1.3023,1.7919,1.6172,75.96,0.05976829910479208,75.2,0.07047872340425528
2397,友通,20050705,24.1,24.1,23.25,0.0365591397849463,0,3.65591397849463,20050705,24.1,0.6763485477178421,-0.0352697095435685,23.0,30.15,47.92,0.1464,-2.0167,0.1607,0.209,92.66,87.26,5.3999999999999915,87.18,81.01,6.170000000000002,17.644,26.119,44.008,49.135,42.418,28.15,25.304,6.5699999999999985,22.668,55.382,0.0,0.04564315352697101,86.16,72.83,20912.15,0.367,0.154,1.1483,1.7052,1.4388,1.5419,21.92,0.09945255474452552,19.505,0.23558062035375557
2412,中華電,20050110,65.0,65.0,63.0,0.0317460317460317,0,3.1746031746031744,20050110,65.0,0.0153846153846153,-0.0923076923076923,64.0,5.26,18.27,0.1386,-0.2731,0.364,0.4024,70.31,65.26,5.049999999999997,85.76,83.27,2.490000000000009,6.46,1.047,15.769,17.703,41.671,1.575,1.036,8.279,-1.9920000000000002,-1.2620000000000005,0.0,0.015384615384615385,85.82,76.54,543474.4,0.219,0.038,0.5831,0.7566,2.1339,3.8112,63.4,0.025236593059936932,62.55,0.03916866506794569
2417,圓剛,20051214,43.95,43.95,42.2,0.0414691943127962,0,4.1469194312796205,20051214,43.95,0.3014789533560864,-0.1808873720136519,43.5,37.08,56.13,0.2443,0.3673,0.7564,0.9251,74.74,62.29,12.449999999999996,87.09,82.54,4.549999999999997,14.251,24.281,69.991,64.044,69.22,26.775,24.279,14.95,-0.718,61.974999999999994,0.0,0.010238907849829415,64.23,47.12,396255.85,1.12,0.017,2.1351,1.4683,5.8171,4.832,39.77,0.10510435001257228,38.51,0.141262009867567
2426,鼎元,20050727,19.7,19.7,19.5,0.0102564102564102,0,1.025641025641022,20050727,19.7,0.1446700507614214,-0.299492385786802,19.5,53.22,72.16,0.1866,-0.2572,0.646,0.9672,76.07,63.09,12.97999999999999,85.28,76.46,8.820000000000007,15.608,71.926,78.822,85.167,51.69,72.311,70.131,15.530000000000001,69.854,106.093,0.0,0.010152284263959355,66.58,43.38,414579.2,1.081,0.042,0.7269,1.3638,2.9745,2.3387,18.49,0.06544077879935105,17.85,0.10364145658263292
2439,美律,20051215,92.8,92.8,86.0,0.0790697674418604,0,7.906976744186044,20051215,92.8,0.3362068965517242,-0.0732758620689654,90.5,17.39,21.27,0.0812,0.9493,0.276,0.5099,87.3,82.15,5.1499999999999915,68.67,54.89,13.780000000000001,10.936,23.046,12.358,14.349,15.624,26.823,23.046,0.798,37.311,13.346,0.0,0.02478448275862066,59.98,50.88,244924.85,0.989,0.433,2.6656,5.7811,4.6115,4.3823,87.42,0.061541981239990794,79.335,0.1697233251402282
2464,盟立,20050729,29.8,29.8,28.1,0.0604982206405693,0,6.0498220640569365,20050729,29.8,0.1946308724832215,-0.2013422818791946,29.5,25.83,45.11,0.132,0.6437,0.5495,0.6298,80.1,82.5,-2.4000000000000057,82.59,79.02,3.5700000000000074,8.653,25.774,31.935,55.185,40.049,26.896,23.885,1.6140000000000008,33.436,67.419,0.0,0.010067114093959755,73.05,58.12,158455.05,0.416,0.1,0.8402,1.575,1.3375,1.5061,27.15,0.09760589318600377,25.225,0.1813676907829534
2466,冠西電,20051228,13.55,13.55,12.7,0.0669291338582678,0,6.692913385826784,20051228,13.55,0.9446494464944648,-0.0627306273062731,13.2,54.1,62.18,0.2247,0.1068,0.3081,0.6105,97.45,94.06,3.3900000000000006,90.11,76.39,13.719999999999999,28.236,58.48,48.667,52.546,62.115,63.648,58.478,28.581,59.628,42.992,0.0,0.02583025830258313,66.18,57.03,11192.15,0.811,0.239,1.0968,1.3102,1.2764,0.9338,11.95,0.13389121338912147,10.228,0.32479468126711
2474,可成,20050408,149.5,149.5,143.5,0.0418118466898954,0,4.181184668989547,20050408,149.5,1.2107023411371238,-0.040133779264214,149.0,38.44,49.21,0.206,1.9136,0.6921,0.9435,91.64,85.93,5.709999999999994,92.17,84.87,7.299999999999997,15.522,46.168,49.526,51.531,53.44,43.75,46.168,14.522,50.354,47.327,0.0,0.0033444816053511705,72.09,54.06,600038.45,1.745,0.355,7.6746,10.8773,12.8791,9.7934,136.5,0.09523809523809523,123.6,0.2095469255663431
