股票編號,股票名稱,觀察日期,觀察價格,觀察期間最高價,觀察期間最低價,觀察期間高低差除以最低,觀察期間高低價時間差(天),高低差除以高低價時間差,進場日期,進場價格,120天最高價,120天最低價,prevYearHighest,EntranceBias60,EntranceBias250,EntranceAlpha250,EntranceBeta21,EntranceBeta65,EntranceBeta250,EntranceDayKValue,EntranceDayDValue,EntranceDayKValue-EntranceDayDValue,EntranceWeekKValue,EntranceWeekDValue,EntranceWeekKValue-EntranceWeekDValue,EntranceWeekRoiCompare,EntranceMonthRoiCompare,EntranceQuoterRoiCompare,EntranceHalfYearRoiCompare,EntranceYearRoiCompare,entrance_stock_rate_of_return_month,entrance_stock_rate_of_return_month-capitalization_weighted_Index_rate_of_return_month,weekRoiCompareCurrent-prevWeekRoiCompareCurrent,monthRoiCompareCurrent-prevMonthRoiCompareCurrent,halfYearRoiCompareCurrent-prevHalfYearRoiCompareCurrent,(Entrance-Observe)/Observe,(Entrance-PrevYearHighest)/PrevYearHighest,monthKValue,monthDValue,prevDayVolumn,Diff,MacdDiff,WeekMaStd,MonthMaStd,SeasonMaStd,HalfYearMaStd,WeekMa,WeekMaDistance,MonthMa,MonthMaDistance
5701,劍湖山,20050510,15.5,15.5,14.5,0.0689655172413793,0,6.896551724137931,20050510,15.5,0.8129032258064517,-0.064516129032258,15.4,31.4,49.25,0.2674,1.4375,0.4558,0.7855,93.01,86.74,6.27000000000001,74.0,60.28,13.719999999999999,19.786,33.148,31.112,70.308,56.832,31.915,33.144999999999996,9.092,29.437000000000005,79.09400000000001,0.0,0.006451612903225784,75.12,60.3,35925.5,1.258,0.754,0.8411,1.3173,1.003,1.1595,14.26,0.08695652173913045,12.18,0.2725779967159278
5703,亞都,20050104,24.0,24.0,21.6,0.111111111111111,0,11.111111111111104,20050104,24.0,0.0,-0.3541666666666667,23.1,41.29,42.4,0.2037,1.7071,0.4302,0.3384,90.08,90.23,-0.15000000000000568,78.36,65.25,13.11,26.686,47.83,42.426,40.347,42.726,50.667,47.819,22.781,51.574999999999996,41.898,0.0,0.03749999999999994,59.6,40.35,495.75,1.342,0.517,1.5484,2.5429,1.8522,1.3863,21.28,0.1278195488721804,17.5275,0.3692768506632435
5704,老爺知,20050104,26.4,26.4,23.0,0.1478260869565217,0,14.782608695652169,20050104,26.4,0.0738636363636364,-0.3409090909090909,24.7,54.98,51.1,0.2294,0.3368,0.3411,0.2011,92.67,89.46,3.210000000000008,86.19,75.9,10.289999999999992,30.219,55.124,55.288,56.941,64.21,57.961,55.113,6.902000000000001,53.029,48.901,0.0,0.06439393939393936,61.7,43.23,251.95,1.687,0.798,1.7815,3.2689,2.2484,1.8272,22.88,0.15384615384615383,17.66,0.49490373725934306
5905,南仁湖,20050607,22.8,22.8,21.6,0.0555555555555555,0,5.555555555555552,20050607,22.8,0.0087719298245613,-0.3333333333333333,22.2,21.18,19.59,0.1339,0.0889,0.5304,0.477,81.82,81.27,0.5499999999999972,75.78,62.95,12.829999999999998,6.393,24.221,18.512,30.083,11.952,26.531,24.160999999999998,-0.5220000000000002,24.331,38.083999999999996,0.0,0.02631578947368427,58.16,49.84,71630.7,0.619,0.19,0.5413,1.4163,1.3313,1.1138,21.4,0.06542056074766366,19.195,0.18780932534514197
6109,亞元,20050325,14.2,14.2,12.5,0.1359999999999999,0,13.599999999999996,20050325,14.2,0.0,-0.4471830985915493,13.35,76.4,84.68,0.2456,1.4379,1.0256,0.6643,93.91,92.97,0.9399999999999977,92.21,88.64,3.569999999999993,31.676,56.831,135.749,120.002,56.02,54.545,56.831,22.906999999999996,45.806000000000004,144.715,0.0,0.05985915492957744,56.85,33.28,6719.4,1.121,0.294,1.0063,1.5961,1.9606,1.6358,12.38,0.14701130856219696,9.9945,0.4207814297863824
6114,久威,20050104,38.4,38.4,35.7,0.0756302521008402,0,7.563025210084021,20050104,38.4,0.0,-0.77109375,36.9,72.35,153.14,0.4425,-0.9314,0.2318,0.5553,78.8,85.64,-6.840000000000003,90.6,87.08,3.519999999999996,2.738,95.515,134.704,284.604,170.68,98.352,95.504,-10.037,81.568,306.147,0.0,0.0390625,79.91,65.85,35246.2,22.528,1.222,1.0284,5.0333,7.2595,6.9767,35.28,0.08843537414965978,30.265,0.2687923343796464
6120,達運,20050222,44.7,44.7,41.8,0.0693779904306221,0,6.937799043062215,20050222,44.7,0.5704697986577181,-0.0648769574944072,43.8,22.43,41.05,0.3298,1.4567,2.069,1.4983,84.99,81.15,3.839999999999989,91.17,83.7,7.469999999999999,9.539,14.784,40.057,47.498,52.479,19.2,14.782,10.994,14.296000000000001,35.914,0.0,0.02013422818791959,72.26,57.2,289837.6,0.778,0.169,1.2313,2.3865,3.6762,3.9356,42.5,0.05176470588235301,39.545,0.13035782020482997
6122,擎邦,20050316,13.5,13.5,11.8,0.1440677966101694,0,14.40677966101694,20050316,13.5,0.0,-0.3162962962962962,13.1,25.69,35.19,0.1111,-0.4983,0.0134,0.5771,85.42,85.13,0.29000000000000625,69.0,67.08,1.9200000000000017,25.596,28.142,33.949,48.821,15.959,26.984,28.14,18.479,26.912,67.048,0.0,0.029629629629629655,66.31,51.44,1823.0,0.31,0.181,0.7765,1.0975,0.7092,0.9919,11.6,0.16379310344827588,9.839,0.37209065961988
6124,業強,20050218,48.6,48.6,45.6,0.0657894736842105,0,6.578947368421052,20050218,48.6,0.2345679012345678,-0.1769547325102881,47.0,43.63,50.31,0.1808,1.2419,1.1663,0.7009,94.28,91.85,2.430000000000007,86.93,81.81,5.1200000000000045,23.398,41.008,82.631,91.801,33.063,44.073,41.006,12.596,44.385000000000005,112.744,0.0,0.03292181069958851,60.07,45.08,69402.85,1.797,0.793,2.5773,4.9065,3.7173,4.4199,43.56,0.11570247933884295,35.755,0.3592504544818906
6125,廣運,20050720,48.4,48.4,45.45,0.0649064906490648,0,6.490649064906481,20050720,48.4,0.0619834710743801,-0.4214876033057851,46.9,26.57,77.63,0.3105,1.6839,1.4598,0.6046,84.46,71.15,13.309999999999988,74.03,71.17,2.8599999999999994,22.283,23.153,22.732,124.571,123.507,25.168,21.683999999999997,19.921,26.738,130.657,0.0,0.030991735537190084,85.15,71.52,123369.4,0.524,0.342,3.1888,3.1177,2.2851,5.5199,42.48,0.13935969868173262,38.045,0.2721776843211985
6142,友勁,20050225,36.8,36.8,34.6,0.0635838150289016,0,6.35838150289016,20050225,36.8,0.4483695652173913,-0.1032608695652173,36.0,24.21,39.16,0.1255,2.3557,1.5649,0.8888,89.65,88.49,1.1600000000000108,62.87,53.3,9.57,20.867,37.565,24.385,32.33,30.37,41.129,37.562999999999995,17.445,56.33,28.247999999999998,0.0,0.021739130434782532,61.03,46.62,154635.95,0.642,0.42,2.183,3.3167,2.2442,2.3641,32.32,0.13861386138613851,27.635,0.33164465351908795
6143,振曜,20051215,14.9,14.9,13.8,0.0797101449275362,0,7.9710144927536195,20051215,14.9,1.3322147651006713,-0.0838926174496644,14.7,37.27,41.61,0.1048,1.0198,0.5193,0.613,91.34,86.53,4.810000000000002,84.5,69.95,14.549999999999997,16.715,40.884,42.475,43.729,33.26,44.66,40.882999999999996,5.502000000000001,42.803,52.406,0.0,0.01342281879194638,53.95,37.8,5935.75,0.275,0.081,0.4147,1.2799,1.2213,0.9187,14.25,0.04561403508771932,12.1975,0.22156179544988733
6147,頎邦,20051205,58.2,58.2,55.1,0.0562613430127042,0,5.62613430127042,20051205,58.2,0.0017182130584191,-0.3402061855670104,57.0,32.36,57.65,0.2958,0.9542,1.2896,1.6257,86.26,80.66,5.6000000000000085,90.82,81.66,9.159999999999997,9.166,27.807,50.696,48.425,115.704,35.192,27.806,9.057,27.854999999999997,2.7169999999999987,0.0,0.020618556701030976,86.51,77.17,349142.7,1.281,0.217,2.623,3.801,4.9122,4.4058,53.5,0.08785046728971968,49.355,0.17921183264106993
6160,欣技,20050128,76.0,76.0,72.5,0.0482758620689655,0,4.827586206896552,20050128,76.0,0.206578947368421,-0.1513157894736842,74.5,7.97,32.93,0.2359,0.7761,0.6053,0.6197,79.21,70.99,8.219999999999999,59.67,61.29,-1.6199999999999974,12.349,10.77,19.904,42.263,71.695,8.759,10.769,13.152000000000001,16.049,28.625,0.0,0.019736842105263157,78.31,65.59,13946.65,0.1,0.264,3.178,2.0547,2.6786,6.6178,69.5,0.09352517985611511,67.625,0.12384473197781885
6176,瑞儀,20050401,110.0,110.0,103.0,0.0679611650485436,0,6.796116504854369,20050401,110.0,0.0772727272727272,-0.3009090909090908,109.5,25.81,57.64,0.3167,2.0759,1.652,1.6427,86.63,79.59,7.039999999999992,92.49,87.98,4.509999999999991,8.987,23.255,39.307,70.472,44.372,19.565,23.254,-4.183999999999999,22.157999999999998,82.024,0.0,0.004545454545454545,83.67,65.72,781603.55,0.945,0.304,3.2465,6.0671,8.6937,12.9182,103.9,0.0587102983638113,95.365,0.15346301053845757
6182,合晶,20050418,20.15,20.15,18.2,0.1071428571428571,0,10.714285714285712,20050418,20.15,1.1662531017369728,-0.2853598014888336,19.6,41.48,39.79,0.119,-0.4051,0.2133,0.5607,74.18,65.27,8.91000000000001,88.74,77.65,11.08999999999999,16.956,62.186,61.681,48.376,27.34,56.746,62.186,14.838,63.342,58.626,0.0,0.02729528535980135,56.52,35.21,78309.4,0.716,0.069,1.3094,1.9116,2.1191,1.63,17.83,0.1301177790241167,16.5,0.22121212121212114
6194,育富,20050324,67.1,67.1,63.2,0.0617088607594935,0,6.170886075949354,20050324,67.1,0.4172876304023845,-0.1758569299552906,64.5,45.87,70.14,0.2091,1.1784,1.1715,0.6306,67.62,54.06,13.560000000000002,82.76,70.75,12.010000000000005,14.059,24.078,72.358,79.997,49.821,22.0,24.078,14.43,-6.689,94.316,0.0,0.03874813710879277,70.47,53.05,147410.75,1.284,-0.086,3.0358,3.0326,10.3072,8.2294,61.7,0.08752025931928673,59.61,0.1256500587149806
6202,盛群,20051115,45.4,45.4,43.0,0.055813953488372,0,5.581395348837206,20051115,45.4,0.5198237885462555,-0.0528634361233479,43.5,17.37,32.08,0.1677,0.2609,0.6273,0.6998,81.46,69.26,12.199999999999989,88.45,82.27,6.180000000000007,6.66,7.01,26.89,42.811,41.944,8.043,7.007,3.35,-10.967,44.132,0.0,0.04185022026431715,68.91,56.34,33647.85,0.355,0.082,1.5055,1.302,2.625,2.2296,42.38,0.07126002831524295,40.8925,0.11022803692608671
6203,海韻電,20050808,40.6,40.6,38.7,0.049095607235142,0,4.909560723514208,20050808,40.6,0.3423645320197044,-0.0628078817733991,40.1,12.73,54.11,0.2337,0.2,0.2814,0.5103,89.93,83.02,6.910000000000011,82.0,75.16,6.840000000000003,12.256,8.786,16.787,109.25,67.086,11.667,7.052,10.645,4.779999999999999,133.477,0.0,0.01231527093596059,87.28,74.99,2727.35,0.134,0.087,1.9567,1.1747,1.0802,6.4912,37.32,0.08788853161843518,36.255,0.11984553854640735
6215,和椿,20050628,52.3,52.3,49.4,0.0587044534412955,0,5.870445344129552,20050628,52.3,0.2810707456978968,-0.1653919694072657,50.5,11.76,44.31,0.3228,-0.9649,0.0588,0.1799,69.41,53.26,16.15,67.83,62.06,5.769999999999996,9.96,10.024,23.128,48.552,104.075,15.453,9.385,13.202000000000002,18.747,15.836999999999996,0.0,0.034416826003824036,87.47,81.1,13910.75,0.25,0.084,2.2157,1.6389,1.8032,5.5601,48.36,0.08147229114971045,47.23,0.10734702519585011
6231,系微,20050708,30.3,30.3,28.35,0.0687830687830687,0,6.878306878306876,20050708,30.3,1.3300330033003298,-0.1237623762376237,28.5,79.35,162.05,0.4759,1.2937,0.673,0.7664,86.01,75.3,10.710000000000008,82.61,75.76,6.849999999999994,37.073,107.101,193.537,204.429,201.983,107.746,106.033,35.296,90.149,211.599,0.0,0.05940594059405943,73.57,53.04,7965.1,1.817,0.345,2.289,3.5174,4.526,4.5845,26.47,0.14469210426898382,22.0475,0.37430547681142995
6234,高僑,20050217,104.5,104.5,93.5,0.1176470588235294,0,11.76470588235294,20050217,104.5,0.4066985645933014,-0.1052631578947368,99.0,25.82,35.75,0.2157,0.7033,0.5674,0.7105,87.75,86.46,1.2900000000000063,85.37,77.24,8.13000000000001,6.746,26.168,25.987,45.717,49.835,28.302,26.166,-9.374,25.102,41.93,0.0,0.05263157894736842,64.66,51.64,19574.65,1.665,0.666,3.6332,7.5174,5.1869,5.7431,96.0,0.08854166666666667,84.975,0.2297734627831716
6237,驊訊,20050602,72.5,72.5,69.0,0.0507246376811594,0,5.072463768115942,20050602,72.5,0.296551724137931,-0.2924137931034483,71.0,44.53,78.58,0.3269,1.6222,1.3084,0.9508,81.38,75.25,6.1299999999999955,89.35,78.16,11.189999999999998,8.607,45.778,61.134,137.211,68.165,49.583,45.723,3.0829999999999993,27.543,167.394,0.0,0.020689655172413793,83.42,66.93,42644.3,2.98,0.159,2.9641,5.0649,9.5845,9.0284,67.38,0.07598693974473145,62.065,0.1681301860952228
6239,力成,20050217,83.0,83.0,79.5,0.0440251572327044,0,4.40251572327044,20050217,83.0,0.3795180722891566,-0.0421686746987951,81.5,16.21,32.72,0.2636,1.3617,1.1455,1.2447,87.76,82.31,5.450000000000003,73.81,63.16,10.650000000000006,10.262,15.982,14.068,41.581,37.28,18.116,15.98,11.514000000000001,19.083,39.874,0.0,0.018072289156626505,76.83,63.45,393147.6,0.611,0.29,3.0757,4.1307,3.4277,4.2664,77.7,0.06821106821106818,71.75,0.156794425087108
6243,迅杰,20050811,41.4,41.4,39.0,0.0615384615384615,0,6.15384615384615,20050811,41.4,0.4492753623188406,-0.2886473429951691,41.2,35.37,144.43,0.4594,0.8328,0.4214,0.8794,87.27,78.18,9.08999999999999,92.79,89.67,3.1200000000000045,15.556,31.688,78.921,314.595,206.093,32.559,29.511999999999997,14.285,19.954,347.797,0.0,0.004830917874396033,83.26,63.81,48700.2,2.188,0.593,2.2578,1.852,4.6444,8.3822,36.98,0.1195240670632775,34.7525,0.19128120279116614
6244,茂迪,20050117,201.0,201.0,192.0,0.046875,0,4.6875,20050117,201.0,1.3432835820895523,-0.044776119402985,198.0,16.41,103.79,0.5373,1.6027,0.5286,0.5873,62.07,52.37,9.700000000000003,89.75,87.42,2.3299999999999983,6.308,16.583,35.064,194.588,226.047,15.517,16.572,6.619,16.833,177.12199999999999,0.0,0.014925373134328358,88.89,79.08,118648.15,1.067,-0.119,8.5417,8.1233,13.0252,37.8881,186.2,0.07948442534908706,185.25,0.08502024291497975
6247,淇譽電,20051201,24.55,24.55,23.0,0.0673913043478261,0,6.739130434782611,20051201,24.55,0.5193482688391037,-0.0631364562118126,23.6,17.51,46.34,0.1872,0.4788,0.5148,0.4582,88.01,78.78,9.230000000000004,75.38,58.99,16.389999999999993,14.418,14.657,16.174,69.371,56.114,21.235,14.655999999999999,14.01,12.216000000000001,77.619,0.0,0.03869653767820771,85.4,69.71,4943.05,0.404,0.194,1.2435,0.9323,0.792,2.118,22.36,0.09794275491949916,21.2625,0.15461493239271024
6505,台塑化,20050224,62.0,62.0,59.0,0.0508474576271186,0,5.084745762711865,20050224,62.0,0.0887096774193548,-0.1129032258064516,60.0,3.54,12.49,0.1079,0.354,0.0277,0.5215,80.95,82.6,-1.6499999999999915,79.93,78.22,1.710000000000008,1.617,-2.765,1.546,1.744,33.059,3.419,-2.7659999999999996,2.239,-7.746,-22.779,0.0,0.03225806451612903,80.77,71.64,631260.65,0.149,0.034,0.4,0.4265,0.733,1.5697,59.7,0.038525963149078676,59.175,0.047739754964089616
8032,光菱,20050824,48.3,48.3,44.2,0.0927601809954749,0,9.276018099547498,20050824,48.3,0.0227743271221532,-0.5031055900621118,47.9,72.77,102.9,0.3188,1.7747,0.7592,1.1626,95.02,89.35,5.670000000000002,86.81,74.54,12.269999999999996,30.447,78.544,122.31,110.311,123.535,74.572,77.143,19.442,55.583999999999996,108.35300000000001,0.0,0.008281573498964774,63.45,42.07,67896.2,1.713,0.362,3.2437,3.7811,5.9842,4.9949,43.14,0.11961057023643942,37.7775,0.27853881278538795
8070,長華*,20050719,146.0,146.0,132.0,0.106060606060606,0,10.606060606060606,20050719,146.0,0.1438356164383561,-0.3424657534246575,140.0,36.62,44.59,0.0873,2.1085,1.1069,1.0399,94.69,86.81,7.8799999999999955,79.1,60.86,18.239999999999995,28.299,34.498,26.768,47.313,29.108,36.449,33.049,28.531,37.393,61.214,0.0,0.0410958904109589,65.31,49.38,87156.55,0.219,0.106,11.6078,11.2204,7.8538,6.7853,128.9,0.13266097750193945,112.95,0.2926073483842408
8076,伍豐,20050921,130.5,130.5,120.5,0.0829875518672199,0,8.29875518672199,20050921,130.5,2.2950191570881224,-0.0766283524904214,129.0,36.59,83.77,0.3187,0.608,0.5673,0.1982,88.79,88.48,0.3100000000000023,89.61,84.26,5.349999999999994,11.58,31.791,68.398,112.756,110.633,30.303,31.48,8.163,2.1380000000000017,116.525,0.0,0.011494252873563218,78.03,67.43,19985.6,1.024,0.153,3.9749,10.3427,9.638,12.3479,121.5,0.07407407407407407,109.505,0.1917264051869778
8905,裕國,20050104,13.9,13.9,13.2,0.0530303030303031,0,5.303030303030312,20050104,13.9,0.014388489208633,-0.2446043165467626,13.5,25.41,32.97,0.2825,0.5891,0.5629,0.6053,96.42,94.14,2.280000000000001,88.58,72.46,16.120000000000005,7.172,27.678,21.157,20.903,75.635,30.515,27.667,-4.3549999999999995,28.197,-21.678000000000004,0.0,0.028776978417266213,84.65,79.3,407.05,0.348,0.079,0.2112,1.1131,0.9681,0.7328,13.48,0.031157270029673584,12.09,0.14971050454921428
8908,欣雄,20050301,16.8,16.8,15.0,0.12,0,12.000000000000004,20050301,16.8,0.2499999999999999,-0.1398809523809524,15.8,11.5,23.57,0.2628,-0.5179,0.1067,0.1766,99.99,99.96,0.030000000000001137,78.0,63.63,14.369999999999997,9.503,7.35,4.049,12.334,69.492,12.0,7.348,9.254,5.3389999999999995,-37.169,0.0,0.05952380952380952,92.12,85.96,197.15,0.043,0.03,0.6645,0.444,0.3222,0.3999,15.68,0.0714285714285715,15.17,0.10744891232696116
8917,欣泰,20050510,32.25,32.25,28.1,0.1476868327402134,0,14.768683274021347,20050510,32.25,0.1674418604651162,-0.1875968992248062,31.6,0.63,9.51,0.1023,-0.1451,-0.2271,-0.0538,64.41,57.14,7.269999999999996,54.13,62.02,-7.890000000000001,6.865,-4.154,2.485,18.045,19.151,-5.387,-4.157,13.96,-18.647,23.021,0.0,0.020155038759689877,53.63,50.46,33.95,0.013,0.059,0.9781,0.8526,1.3076,1.7032,28.38,0.1363636363636364,27.84,0.15840517241379312
9105,泰金寶-DR,20050221,43.7,43.7,41.1,0.0632603406326034,0,6.3260340632603445,20050221,43.7,0.2311212814645307,-0.9178489702517162,43.5,20.11,18.5,0.0387,0.8981,0.4443,0.5275,87.45,85.05,2.4000000000000057,82.13,73.15,8.97999999999999,6.608,14.521,22.186,7.652,14.069,19.546,14.52,1.412,10.471,3.684,0.0,0.004576659038901667,57.77,48.78,18072.5,0.092,0.038,1.2633,2.2791,1.87,1.4718,40.1,0.08977556109725689,36.76,0.18879216539717097
9914,美利達,20050111,22.5,22.5,21.9,0.0273972602739726,0,2.7397260273972672,20050111,22.5,0.0577777777777778,-0.2911111111111111,22.1,18.59,44.25,0.1963,1.5301,1.0341,0.9908,68.55,55.33,13.219999999999999,86.38,78.7,7.679999999999993,6.051,16.719,23.489,67.538,56.563,17.802,16.708,6.111,4.404000000000002,65.926,0.0,0.017777777777777715,86.72,73.21,108016.4,0.22,-0.027,0.7552,0.4973,1.8272,2.4345,21.26,0.0583254938852304,21.215,0.060570351166627394
9917,中保科,20050223,40.6,40.6,38.8,0.0463917525773197,0,4.63917525773197,20050223,40.6,0.2733990147783251,-0.0443349753694582,40.0,4.69,16.17,0.0668,0.1628,0.3911,0.7315,72.39,69.98,2.4099999999999966,78.64,72.16,6.480000000000004,2.648,-2.11,0.339,16.323,28.212,2.551,-2.112,3.683,-6.779999999999999,7.557,0.0,0.014778325123152743,83.53,74.03,37637.0,0.097,0.007,0.44,0.3482,0.7935,1.3498,39.32,0.03255340793489321,39.165,0.03663985701519219
9918,欣天然,20050622,19.6,19.6,18.5,0.0594594594594595,0,5.945945945945954,20050622,19.6,0.0612244897959183,-0.1020408163265306,19.1,3.69,8.35,0.087,-0.6528,-0.0799,0.0283,56.34,53.17,3.1700000000000017,72.01,68.16,3.8500000000000085,0.742,-4.337,-4.024,2.972,8.355,2.433,-4.936,2.48,-3.0919999999999996,-5.077,0.0,0.02551020408163265,76.0,74.53,498.35,0.04,0.003,0.18,0.1785,0.3711,0.4964,18.59,0.05433028509951595,18.57,0.0554658050619279
9921,巨大,20050106,58.0,58.0,54.5,0.0642201834862385,0,6.422018348623854,20050106,58.0,0.0103448275862069,-0.1775862068965516,55.0,14.69,33.9,0.1437,0.2027,0.47,0.5472,98.13,94.96,3.1700000000000017,87.75,80.56,7.189999999999998,7.401,13.788,17.528,42.873,50.541,14.851,13.777000000000001,8.204,11.563,32.440999999999995,0.0,0.05172413793103448,88.65,76.49,31369.2,0.656,0.091,1.2649,2.091,2.4161,3.7332,55.5,0.04504504504504504,53.305,0.08807804145952537
9924,福興,20050222,37.4,37.4,36.6,0.0218579234972676,0,2.185792349726768,20050222,37.4,0.0374331550802138,-0.176470588235294,36.8,6.7,18.08,0.0628,0.1597,0.2739,0.545,74.82,68.92,5.8999999999999915,78.27,76.14,2.1299999999999955,5.078,0.414,9.639,19.512,23.49,4.829,0.4109999999999996,6.247,-4.531000000000001,14.061,0.0,0.01604278074866314,78.74,64.31,7101.1,0.138,0.038,0.5441,0.5276,0.901,2.1121,36.1,0.03601108033240989,35.44,0.05530474040632057
9925,新保,20050307,20.25,20.25,19.15,0.0574412532637076,0,5.744125326370765,20050307,20.25,0.0098765432098765,-0.1358024691358024,19.9,13.82,21.73,0.0844,1.216,0.9202,0.6767,65.33,61.03,4.299999999999997,86.34,83.2,3.1400000000000006,3.681,5.887,18.024,18.922,24.097,8.968,5.885,-0.27300000000000013,-1.6270000000000007,12.407,0.0,0.017283950617284022,79.44,62.17,31659.35,0.16,0.017,0.4042,0.4991,0.9668,0.9223,19.34,0.047052740434332996,18.725,0.08144192256341781
9926,新海,20050307,15.8,15.8,14.55,0.0859106529209622,0,8.59106529209622,20050307,15.8,0.0,-0.1487341772151899,15.4,11.97,17.67,0.077,0.9108,0.3734,0.442,71.44,65.3,6.140000000000001,82.69,77.75,4.939999999999998,5.238,6.073,11.559,9.281,25.315,9.154,6.071,2.8620000000000005,-0.8789999999999996,-5.847999999999999,0.0,0.025316455696202552,78.28,63.55,461.5,0.101,0.014,0.2561,0.3389,0.6098,0.5114,15.02,0.05193075898801606,14.57,0.08442004118050792
9930,中聯資源,20050215,23.6,23.6,22.9,0.0305676855895197,0,3.056768558951978,20050215,23.6,0.1567796610169491,-0.0296610169491526,23.0,8.92,28.85,0.1703,0.8988,0.5391,0.6068,59.53,42.9,16.630000000000003,46.05,43.48,2.5700000000000003,6.489,0.1,13.607,26.41,49.816,4.054,0.10000000000000009,9.12,-11.798,3.8019999999999996,0.0,0.02542372881355938,86.41,78.85,12574.95,0.058,0.02,0.6911,0.4511,0.9596,1.4636,22.12,0.06690777576853528,21.955,0.07492598496925544
