,股票名稱,進場日期,進場價格,出場日期,出場價格,120天最高價,120天最低價,進場當天成交金額(千),Ma2prev1,Ma2prev2,Ma2prev2-Ma2prev1,oneMonthVolatility,twoMonthVolatility,threeMonthVolatility,twelveMonthVolatility,twelveMonthFluctuation,bias60,bias250,alpha250,Beta21,Beta65,Beta250,dayKValue,dayDValue,weekKValue,weekDValue,weekRoiCompareCurrent,monthRoiCompareCurrent,quoterRoiCompareCurrent,halfYearRoiCompareCurrent,yearRoiCompareCurrent,weekKValue-weekDValue,dayKValue-dayDValue,stock_rate_of_return_month,stock_rate_of_return_month-capitalization_weighted_Index_rate_of_return_month,PrevYearHighest,weekRoiCompareCurrent-prevWeekRoiCompareCurrent,monthRoiCompareCurrent-prevMonthRoiCompareCurrent,halfYearRoiCompareCurrent-prevHalfYearRoiCompareCurrent,quoterRoiCompareCurrent-prevQuoterYearRoiCompareCurrent,yearRoiCompareCurrent-prevYyearRoiCompareCurrent,twelveMonthFluctuation-prevTwelveMonthFluctuation,weekKValue-prevWeekKValue,weekDValue-prevWeekDValue,oneMonthVolatility-prevOneMonthVolatility,twoMonthVolatility-prevTwoMonthVolatility,entrancePrice-PrevYearHighest
2480,敦陽科,20190408,58.2,,,0.027491408934707806,-0.12371134020618561,72786.0,38.425,27.634999999999998,10.79,44.44,33.43,27.62,20.87,0.207,22.8,41.84,0.2135,1.3128,0.3222,0.4752,31.69,44.14,82.14,87.01,-1.31,14.502,31.106,48.155,64.323,-4.8700000000000045,-12.45,19.958,14.501999999999999,43.4,-0.99,0.9110000000000014,41.131,17.427,66.982,0.08399999999999999,-2.780000000000001,-2.1799999999999926,26.459999999999997,23.439999999999998,0.34101382488479276
2633,台灣高鐵,20190304,33.45,,,0.4050822122571,0.0,430075.0,6.005,2.6550000000000002,3.3499999999999996,16.96,15.79,16.77,20.32,0.202,7.81,26.12,0.1779,-0.6269,0.4742,0.6237,83.59,74.62,84.99,72.11,7.653,2.537,3.419,34.471,55.247,12.879999999999995,8.969999999999999,6.742,2.537,33.3,10.235,2.679,19.098999999999997,-26.133,55.717999999999996,0.018000000000000016,10.280000000000001,8.29,8.030000000000001,-3.6300000000000026,0.004504504504504675
2834,臺企銀,20190225,11.5,,,0.2130434782608695,-0.008695652173913012,648904.0,12.309999999999999,9.120000000000001,3.1899999999999977,9.7,13.51,13.21,15.12,0.152,6.69,18.26,0.1516,0.3596,0.5711,0.6006,91.25,89.28,93.32,85.95,-0.644,0.34,2.084,14.302,43.516,7.36999999999999,1.9699999999999989,4.566,0.33999999999999986,11.35,-0.586,-1.844,-13.718,-7.691000000000001,46.187999999999995,0.06999999999999999,2.9399999999999977,4.180000000000007,-3.7300000000000004,-0.9900000000000002,0.013215859030837036
2880,華南金,20190227,18.9,,,0.16137566137566142,-0.005291005291005179,264183.0,7.215,6.84,0.375,6.55,10.25,9.42,9.68,0.097,5.31,9.68,0.0781,0.3705,0.4586,0.4471,93.53,86.84,92.79,84.56,0.699,-2.161,2.624,11.099,21.933,8.230000000000004,6.689999999999998,2.439,-2.1609999999999996,18.8,1.686,-3.856,1.6110000000000007,-6.370999999999999,21.63,0.009000000000000008,3.6000000000000085,4.1200000000000045,-5.170000000000001,2.51,0.005319148936170099
2884,玉山金,20190318,23.15,,,0.22246220302375821,0.0,1085722.0,9.07,3.065,6.005000000000001,12.36,11.44,12.2,13.54,0.135,9.06,12.68,0.1141,0.9947,0.5605,0.5546,89.37,85.62,93.73,87.65,1.965,2.83,7.044,5.425,35.255,6.079999999999998,3.75,6.452,2.83,22.75,1.2280000000000002,3.3360000000000003,-23.628,7.856999999999999,30.844,0.04300000000000001,5.939999999999998,4.320000000000007,0.21999999999999886,-0.33000000000000007,0.01758241758241752
2885,元大金,20190121,16.5,,,0.14848484848484844,0.0,406687.0,-12.11,-11.485,-0.625,15.64,15.35,16.38,18.99,0.191,6.86,15.51,0.1136,0.7768,0.7294,0.8037,97.05,93.72,82.97,69.3,2.564,7.073,11.788,31.76,31.637,13.670000000000002,3.3299999999999983,9.272,7.074,16.4,1.858,8.355,29.758000000000003,-9.655999999999999,31.604,0.049000000000000016,10.569999999999993,7.529999999999994,1.2300000000000004,-9.1,0.006097560975609843
2886,兆豐金,20190318,27.85,,,0.16696588868940748,0.0,576291.0,12.844999999999999,8.959999999999999,3.885,9.67,9.68,11.13,13.31,0.133,5.76,8.32,0.0757,0.7716,0.4684,0.5673,86.03,77.27,93.45,85.58,-0.358,0.686,0.621,6.218,20.223,7.8700000000000045,8.760000000000005,4.307,0.6850000000000005,27.8,-2.246,2.561,-7.404,-4.58,19.619,0.018000000000000002,5.019999999999996,4.519999999999996,0.5800000000000001,-3.030000000000001,0.0017985611510791622
2890,永豐金,20190411,11.7,,,0.11965811965811969,-0.004273504273504183,321404.0,24.64,-9.094999999999999,33.735,11.39,10.02,14.48,16.81,0.169,8.25,10.46,0.0784,0.361,0.7778,0.7964,94.52,93.95,93.33,87.14,0.772,1.432,1.267,3.434,18.728,6.189999999999998,0.5699999999999932,6.881,1.4320000000000004,11.65,0.929,-0.9159999999999999,-9.512,-0.673,8.567000000000002,0.052000000000000005,1.480000000000004,3.0900000000000034,2.700000000000001,-8.82,0.00429184549356214
3004,豐達科,20190304,90.3,,,0.26799557032115173,-0.10077519379844956,302121.0,41.675,45.385000000000005,-3.710000000000008,54.8,56.24,47.68,36.85,0.363,29.64,53.71,0.3047,-0.2897,0.8461,1.0229,74.03,56.75,84.85,79.13,8.669,9.667,48.11,70.574,94.866,5.719999999999999,17.28,13.871,9.666,68.1,3.059,-20.613999999999997,57.101,30.493,107.916,0.183,6.030000000000001,2.339999999999989,-6.670000000000002,32.980000000000004,0.32599118942731287
3005,神基,20190305,49.7,,,0.060362173038229376,-0.17303822937625757,180039.0,3.21,5.26,-2.05,28.84,28.02,26.01,26.75,0.268,15.62,19.38,0.1029,0.3354,0.8406,0.9194,80.44,72.62,90.28,87.83,5.531,3.937,22.046,26.52,26.44,2.450000000000003,7.819999999999993,7.692,3.9370000000000003,49.0,4.577,-7.141,27.316,16.778,37.064,0.018000000000000016,-0.5999999999999943,0.5799999999999983,-5.120000000000001,8.349999999999998,0.014285714285714344
3017,奇鋐,20190409,38.9,,,0.22750642673521856,-0.16966580976863757,1107026.0,6.79,6.164999999999999,0.6250000000000009,45.56,50.92,46.94,36.82,0.366,20.14,34.55,0.1255,-0.3902,0.7333,1.2789,57.35,56.14,80.47,79.8,-0.1,5.157,29.193,37.778,31.255,0.6700000000000017,1.2100000000000009,11.111,5.156000000000001,38.3,-2.056,-21.068,41.342999999999996,21.643,24.820999999999998,0.035999999999999976,-0.5,0.5,-10.469999999999999,9.910000000000004,0.015665796344647556
3023,信邦,20190315,95.5,,,0.450261780104712,0.0,423459.0,11.504999999999999,33.37,-21.865,23.51,21.09,20.33,21.5,0.215,12.5,15.77,0.1166,1.0225,0.6362,0.7032,74.35,74.5,91.77,81.49,1.884,5.443,13.372,16.064,33.025,10.280000000000001,-0.15000000000000568,9.164,5.443,92.4,-1.3090000000000002,2.5989999999999998,0.5589999999999993,10.012,33.946,-0.01100000000000001,3.450000000000003,5.140000000000001,4.59,0.6999999999999993,0.03354978354978349
3029,零壹,20190410,29.2,,,0.23801369863013697,-0.06335616438356158,564289.0,23.380000000000003,23.535,-0.15499999999999758,45.38,37.19,32.37,29.13,0.288,19.9,28.69,0.1249,0.3624,0.6377,0.9613,67.87,60.9,77.12,77.76,7.82,7.626,22.027,36.27,41.195,-0.6400000000000006,6.970000000000006,13.742,7.626000000000001,25.8,7.8020000000000005,-5.761,31.450000000000003,10.211,40.608,-0.03500000000000003,-1.5600000000000023,-0.3199999999999932,17.550000000000004,12.099999999999998,0.13178294573643404
3034,聯詠,20190212,162.5,,,0.37846153846153846,-0.015384615384615385,541213.0,40.335,22.86,17.475,29.56,31.56,36.46,36.91,0.369,14.97,18.96,0.1948,1.3098,1.4727,1.1375,85.11,78.9,85.02,72.58,0.233,8.339,21.135,9.324,43.35,12.439999999999998,6.209999999999994,11.806,8.338999999999999,161.5,-2.407,3.769,-18.503999999999998,27.082,39.6,0.148,5.140000000000001,6.219999999999999,-3.0000000000000036,-13.570000000000004,0.006191950464396285
3037,欣興,20190304,26.25,,,0.6114285714285713,-0.045714285714285686,1512765.0,-3.4850000000000003,16.03,-19.515,45.42,55.97,60.22,46.06,0.46,15.36,41.03,0.1581,-0.5806,0.4387,0.9032,67.91,57.5,77.01,67.24,7.32,12.462,13.767,51.12,41.655,9.77000000000001,10.409999999999997,16.667,12.462000000000002,25.35,6.155,13.671,58.711,-19.328,10.202000000000002,0.08000000000000002,7.829999999999998,3.6699999999999946,-4.859999999999999,-11.570000000000007,0.0355029585798816
3049,和鑫,20190408,14.2,,,0.1830985915492959,-0.09507042253521125,512097.0,-6.674999999999999,40.635,-47.309999999999995,68.86,64.97,56.59,46.87,0.459,54.12,74.64,0.2717,1.2021,1.4059,1.1145,86.23,69.61,90.34,83.69,19.367,22.472,81.055,98.695,77.694,6.650000000000006,16.620000000000005,27.928,22.472,13.9,6.290000000000001,-13.509999999999998,105.692,68.396,117.813,0.09500000000000003,5.25,3.469999999999999,1.7099999999999937,33.269999999999996,0.02158273381294956
3141,晶宏,20190320,46.2,,,0.023809523809523683,-0.36580086580086585,372126.0,30.99,-4.129999999999999,35.12,31.33,28.83,35.62,41.78,0.418,20.99,28.93,0.1954,0.8354,1.6678,1.2287,78.98,71.04,79.64,67.0,6.684,9.538,27.042,29.63,39.844,12.64,7.939999999999998,12.255,9.538,45.8,0.4169999999999998,0.054999999999999716,21.21,23.018,57.444,0.023999999999999966,11.820000000000007,7.479999999999997,4.479999999999997,-17.620000000000005,0.008733624454148596
3217,優群,20190319,56.6,,,0.0671378091872791,-0.19081272084805662,407987.0,14.239999999999998,10.305,3.9349999999999987,53.73,43.4,43.11,39.03,0.385,46.1,52.83,0.2563,-2.7333,0.5973,0.9427,88.12,84.15,93.83,91.19,15.813,27.882,81.588,78.415,61.281,2.6400000000000006,3.969999999999999,31.429,27.881999999999998,51.4,6.880000000000001,17.334000000000003,87.424,78.997,42.593999999999994,0.03400000000000003,7.359999999999999,3.8299999999999983,20.439999999999998,10.009999999999998,0.10116731517509733
3293,鈊象,20190314,230.0,,,0.8369565217391305,-0.11956521739130435,1224618.0,37.8,9.739999999999998,28.06,53.7,41.37,36.61,31.08,0.308,40.25,46.3,0.2273,1.5682,0.9106,0.8425,81.9,79.87,86.34,78.76,12.892,38.548,43.627,60.45,62.593,7.579999999999998,2.030000000000001,41.122,38.549,221.5,10.105,38.381,58.473000000000006,29.437000000000005,85.446,0.04299999999999998,5.920000000000002,4.150000000000006,37.25,21.419999999999998,0.03837471783295711
3324,雙鴻,20190114,127.0,,,0.29133858267716534,-0.10236220472440945,1610604.0,4.33,11.76,-7.43,60.36,57.05,54.13,47.03,0.468,50.86,70.31,0.3098,2.3843,1.2691,1.2955,87.25,85.8,93.68,92.25,19.666,36.885,155.959,81.764,69.747,1.4300000000000068,1.4500000000000028,36.211,36.885999999999996,109.5,15.600999999999999,-2.237000000000002,86.765,181.52100000000002,97.64699999999999,0.10000000000000003,-1.1099999999999994,0.9899999999999949,14.39,-1.6900000000000048,0.1598173515981735
3338,泰碩,20190114,38.5,,,0.7584415584415585,-0.12207792207792215,878274.0,15.355,11.379999999999999,3.9750000000000014,74.5,65.35,58.16,42.39,0.42,45.94,63.14,0.1728,1.5252,1.37,0.8553,83.43,73.18,83.91,74.71,15.594,24.715,81.966,95.07,42.674,9.200000000000003,10.25,24.04,24.715,36.2,12.911,-20.854000000000003,120.94099999999999,71.97,65.59100000000001,0.123,11.11999999999999,6.849999999999994,17.740000000000002,6.409999999999997,0.06353591160220987
3360,尚立,20190318,26.5,,,0.026415094339622615,-0.29811320754716975,162701.0,167.54,348.875,-181.335,51.23,53.01,51.17,50.03,0.493,35.18,41.71,0.3098,2.6267,1.3947,0.9225,86.58,85.97,86.0,78.42,11.036,29.199,34.139,39.337,83.136,7.579999999999998,0.6099999999999994,32.821,29.198999999999998,25.8,8.74,33.178000000000004,6.680000000000007,28.164,129.896,0.139,0.9200000000000017,3.930000000000007,4.919999999999995,3.030000000000001,0.027131782945736406
3363,上詮,20190311,41.8,,,0.31339712918660295,-0.03468899521531091,713348.0,52.795,26.305,26.490000000000002,30.5,39.28,44.13,28.32,0.277,21.79,44.45,0.1595,0.1307,0.8045,0.3541,52.77,51.13,82.6,82.61,7.414,2.441,29.557,58.755,49.057,-0.010000000000005116,1.6400000000000006,4.901,2.4419999999999997,41.5,10.396,-23.755000000000003,64.654,5.827999999999999,61.447,-0.07599999999999996,3.009999999999991,1.4099999999999966,-15.11,-2.240000000000002,0.007228915662650534
3376,新日興,20190219,111.5,,,0.16591928251121077,-0.07623318385650224,1506311.0,21.03,30.200000000000003,-9.170000000000002,37.82,31.04,29.35,31.4,0.313,22.25,24.36,0.1486,0.991,0.4395,0.8477,80.48,77.85,75.32,69.91,10.983,14.103,25.411,23.801,28.77,5.409999999999997,2.6300000000000097,18.539,14.102,104.5,7.362,9.357,23.075999999999997,25.183,33.469,0.093,-2.3500000000000085,1.1700000000000017,15.79,3.7799999999999976,0.06698564593301436
3454,晶睿,20190213,127.0,,,0.07480314960629922,-0.15748031496062992,413586.0,35.205,-11.34,46.545,49.85,45.11,50.04,35.81,0.355,27.25,47.67,0.2045,0.7431,1.0871,0.9607,76.39,60.04,64.1,50.89,22.168,26.815,33.392,75.272,63.244,13.209999999999994,16.35,30.208,26.814999999999998,125.0,21.793,26.195,86.873,2.8160000000000025,60.519,0.057999999999999996,15.329999999999991,6.609999999999999,22.55,-10.549999999999997,0.016
3455,由田,20190318,82.0,,,0.04999999999999993,-0.1865853658536585,849647.0,48.06,-10.119999999999997,58.18,45.73,42.39,49.02,38.86,0.385,19.37,56.44,0.3256,1.2955,1.6506,1.0082,80.01,64.94,81.1,64.18,11.329,18.221,5.248,83.645,94.9,16.919999999999987,15.070000000000007,21.843,18.221,81.3,5.563000000000001,19.351,76.32,-64.323,116.792,0.08100000000000002,15.419999999999987,10.45000000000001,7.839999999999996,-14.32,0.008610086100861045
3483,力致,20190329,53.2,,,0.20488721804511262,-0.40601503759398494,578366.0,7.2749999999999995,4.52,2.755,57.0,57.63,61.24,42.02,0.412,70.03,118.3,0.3752,2.5575,1.514,0.7356,96.34,92.25,90.61,82.83,33.818,73.153,82.666,162.831,102.549,7.780000000000001,4.090000000000003,75.578,73.154,37.15,15.277999999999999,62.75600000000001,186.559,35.924,120.71000000000001,0.07099999999999995,4.689999999999998,3.8900000000000006,3.1499999999999986,4.100000000000001,0.43203230148048466
3511,矽瑪,20190312,30.4,,,0.5082236842105264,0.0,319945.0,31.04,31.669999999999998,-0.629999999999999,65.82,55.4,52.34,60.22,0.592,31.63,53.42,0.3841,1.3251,1.0167,0.8954,89.21,81.97,73.15,51.34,17.047,35.183,23.388,38.066,114.321,21.810000000000002,7.239999999999995,37.615,35.183,27.9,10.856000000000002,45.66,-19.336,10.453000000000001,152.805,0.27599999999999997,15.750000000000007,12.32,31.97999999999999,3.780000000000001,0.08960573476702509
3533,嘉澤,20190320,255.0,,,0.03725490196078431,-0.20392156862745098,722274.0,17.225,18.9,-1.6749999999999972,33.36,33.55,35.49,45.94,0.457,15.38,23.63,0.1626,0.2646,0.9418,1.6136,78.53,68.8,75.33,71.24,9.742,4.18,17.465,26.584,37.195,4.090000000000003,9.730000000000004,6.897,4.18,251.5,11.009,-3.958,17.677,8.784,-38.707,0.01100000000000001,13.909999999999997,4.409999999999997,-1.2000000000000028,-12.290000000000006,0.013916500994035786
3535,晶彩科,20190325,33.6,,,0.21130952380952384,-0.26636904761904767,711985.0,267.69,10.98,256.71,85.47,69.47,67.2,45.4,0.444,82.84,121.92,0.3775,1.0906,1.1187,0.7311,97.6,94.21,87.61,73.58,37.739,96.215,82.553,154.363,136.51,14.030000000000001,3.3900000000000006,97.067,96.21499999999999,21.45,16.186999999999998,90.671,162.397,39.589999999999996,166.81,0.05299999999999999,6.579999999999998,7.140000000000001,52.06,18.11,0.5664335664335666
3548,兆利,20190219,75.8,,,0.0686015831134565,-0.16490765171503957,467819.0,24.99,13.925,11.064999999999998,32.67,40.77,35.11,29.56,0.294,24.93,45.75,0.2188,1.5295,0.9606,0.8011,76.53,77.48,85.88,85.93,4.907,9.064,41.104,48.226,68.411,-0.05000000000001137,-0.9500000000000028,13.501,9.064,70.8,4.618,-9.242,37.832,32.87,101.809,0.07199999999999998,-3.969999999999999,-1.1899999999999977,-16.53,18.030000000000005,0.07062146892655367
3596,智易,20190116,87.1,,,0.16532721010332957,-0.0757749712973593,1671992.0,51.885,47.375,4.509999999999998,46.69,49.27,47.89,47.23,0.467,32.21,44.77,0.3284,0.5691,1.2391,1.4865,81.61,72.24,92.73,88.47,13.893,16.394,82.508,28.244,86.953,4.260000000000005,9.370000000000005,16.288,16.394000000000002,81.0,13.129000000000001,-12.925,-30.831000000000003,115.669,116.357,0.17800000000000005,2.6400000000000006,1.789999999999992,-6.240000000000002,2.6200000000000045,0.07530864197530857
3611,鼎翰,20190411,303.0,,,0.0,-0.19801980198019803,318502.0,39.855000000000004,2.67,37.185,41.39,33.86,45.49,39.27,0.391,20.95,32.55,0.1705,0.2174,1.3588,1.2363,73.31,61.1,81.18,81.53,15.46,11.218,28.584,50.431,29.825,-0.3499999999999943,12.21,16.667,11.218000000000002,290.0,16.45,9.113,58.242,12.807,34.24,0.10100000000000003,2.930000000000007,-0.1799999999999926,16.63,-17.700000000000003,0.04482758620689655
3630,新鉅科,20190114,76.1,,,0.7345597897503287,-0.07752956636005245,421488.0,122.955,165.47,-42.515,50.53,45.11,42.25,53.72,0.536,28.92,46.8,0.3983,2.2492,1.1754,1.4822,81.66,75.72,83.23,75.7,7.366,19.112,55.417,46.974,83.271,7.530000000000001,5.939999999999998,18.438,19.113,73.0,0.03799999999999937,-5.583000000000002,11.588999999999999,58.816,-0.38700000000000045,-0.09399999999999997,3.4000000000000057,3.8599999999999994,10.07,-10.399999999999999,0.04246575342465746
3653,健策,20190213,95.3,,,0.5477439664218259,0.0,600634.0,42.73,25.945,16.784999999999997,39.61,53.39,52.67,48.92,0.485,14.21,27.54,0.2129,1.8723,2.1218,1.6853,66.76,61.26,77.52,77.29,3.657,2.235,32.892,43.937,51.541,0.22999999999998977,5.500000000000007,5.629,2.2359999999999998,91.5,4.694,-0.5670000000000002,39.64,21.464000000000002,48.308,0.06,-3.8700000000000045,0.10999999999999943,-5.520000000000003,-16.08,0.04153005464480871
4119,旭富,20190311,92.5,,,0.17297297297297298,-0.03027027027027024,609983.0,5.125,80.785,-75.66,32.32,30.69,29.84,29.07,0.289,21.18,30.25,0.2059,0.0559,0.0457,0.3118,79.57,63.69,82.93,73.17,16.825,19.6,19.816,8.893,57.155,9.760000000000005,15.879999999999995,22.059,19.6,90.6,16.175,17.038,-37.501,26.99,86.461,0.10799999999999998,11.940000000000012,7.090000000000003,2.75,1.9400000000000013,0.020971302428256136
4536,拓凱,20190129,136.0,,,0.39705882352941174,-0.011029411764705883,340072.0,9.015,12.365,-3.3499999999999996,54.7,42.15,35.72,25.63,0.253,32.51,49.69,0.2009,-0.4377,0.304,0.5154,73.37,75.36,85.4,75.37,2.752,22.429,44.62,67.474,64.093,10.030000000000001,-1.9899999999999949,24.528,22.429,119.0,-7.167000000000001,0.6229999999999976,63.337,33.491,92.38900000000001,0.07600000000000001,2.9000000000000057,4.890000000000001,21.18,17.049999999999997,0.14285714285714285
4728,雙美,20190326,70.1,,,0.6975748930099859,-0.09129814550641929,276743.0,92.225,105.05,-12.825000000000003,51.29,41.27,39.88,42.2,0.416,26.7,67.01,0.3739,-1.3432,-0.4351,0.6292,63.96,70.01,76.41,71.48,4.056,30.099,21.257,106.274,112.976,4.929999999999993,-6.050000000000004,31.712,30.099,53.9,2.367,30.346,103.613,-45.01599999999999,146.341,0.15799999999999997,-1.710000000000008,1.3800000000000097,25.919999999999998,-1.8200000000000003,0.3005565862708719
4736,泰博,20190114,192.0,,,0.0234375,-0.3125,137811.0,36.07,41.290000000000006,-5.220000000000006,36.38,41.76,42.21,46.33,0.463,22.92,37.3,0.3812,0.5337,0.8056,0.9256,71.31,71.99,87.12,82.74,5.195,20.864,52.189,35.618,110.203,4.38000000000001,-0.6799999999999926,20.189,20.864,185.0,2.369,4.138999999999999,-30.392999999999994,59.163,128.397,0.269,6.200000000000003,3.809999999999988,-9.79,-9.21,0.03783783783783784
4927,泰鼎-KY,20190114,38.2,,,0.4869109947643977,0.0,882143.0,16.36,10.48,5.879999999999999,42.44,38.11,38.78,43.25,0.429,13.27,40.91,0.303,0.206,0.8981,1.0714,81.79,75.15,76.94,72.87,7.758,8.28,40.771,41.019,86.032,4.069999999999993,6.640000000000001,7.606,8.281,37.75,4.901,5.940999999999999,9.912999999999997,30.37,125.26599999999999,0.15099999999999997,9.780000000000001,1.4500000000000028,8.129999999999995,-12.21,0.011920529801324579
4942,嘉彰,20190411,42.7,,,0.1288056206088993,-0.16510538641686193,53622.0,48.745,19.7,29.044999999999998,41.87,38.98,36.54,38.69,0.386,9.31,38.73,0.2743,1.2779,0.3173,0.9702,73.05,66.29,63.79,64.76,0.856,-1.199,14.098,41.412,87.943,-0.970000000000006,6.759999999999991,4.25,-1.1989999999999998,40.3,-0.03600000000000003,-4.142,7.567999999999998,-7.833,100.904,0.24000000000000002,1.1899999999999977,-0.4899999999999949,5.1299999999999955,-3.1300000000000026,0.05955334987593067
