,股票名稱,進場日期,進場價格,出場日期,出場價格,120天最高價,120天最低價
3288,點晶,20181228,9.99,,,0.01601601601601603,0.01601601601601603
3290,東浦,20181228,18.4,,,0.027173913043478264,0.027173913043478264
3308,聯德,20180327,9.75,,,0.014358974358974418,-0.3692307692307692
3310,佳穎,20181228,35.1,,,0.33618233618233606,0.33618233618233606
3312,弘憶股,20181228,8.61,,,0.22531939605110354,0.22531939605110354
3313,斐成,20180627,44.3,,,0.004514672686230313,-0.6817155756207675
3317,尼克森,20180717,52.5,,,0.01904761904761905,-0.5104761904761905
3322,建舜電,20181228,12.85,,,0.058365758754863814,0.058365758754863814
3339,泰谷,20180724,9.22,,,0.00759219088937077,-0.3698481561822127
3354,律勝,20180305,37.1,,,0.036388140161725105,-0.5822102425876011
3388,崇越電,20181003,73.6,,,0.00951086956521743,-0.11413043478260859
3402,漢科,20181228,28.25,,,0.03008849557522129,0.03008849557522129
3413,京鼎,20180201,260.0,,,0.009615384615384616,-0.6211538461538462
3432,台端,20181008,16.4,,,0.0030487804878049215,-0.26219512195121947
3434,哲固,20180426,18.2,,,0.027472527472527472,-0.31868131868131866
3443,創意,20180911,323.0,,,0.021671826625386997,-0.4458204334365325
3455,由田,20181228,61.2,,,0.16013071895424832,0.16013071895424832
3465,進泰電子,20181228,19.0,,,0.18421052631578946,0.18421052631578946
3504,揚明光,20181003,86.7,,,0.024221453287197166,-0.2698961937716264
3508,位速,20180813,54.0,,,0.009259259259259259,-0.4962962962962963
3515,華擎,20180326,101.5,,,0.0049261083743842365,-0.5389162561576355
3527,聚積,20181228,87.8,,,0.052391799544419235,0.052391799544419235
3532,台勝科,20181213,139.5,,,0.017921146953405017,-0.17204301075268819
3533,嘉澤,20180911,228.5,,,0.006564551422319475,-0.3347921225382932
3537,堡達,20181228,25.45,,,0.005893909626719141,0.005893909626719141
3540,曜越,20180813,34.8,,,0.020114942528735715,-0.3591954022988505
3550,聯穎,20180625,24.8,,,0.04032258064516129,-0.42338709677419356
3557,嘉威,20181228,13.5,,,0.2777777777777778,0.2777777777777778
3563,牧德,20181228,221.0,,,0.6990950226244343,0.6990950226244343
3567,逸昌,20180717,35.1,,,0.011396011396011355,-0.31908831908831914
3577,泓格,20180808,40.8,,,0.0036764705882354337,-0.18627450980392143
3591,艾笛森,20180621,20.65,,,0.029055690072639296,-0.44067796610169485
3596,智易,20181228,73.7,,,0.01492537313432828,0.01492537313432828
3609,三一東林,20181001,17.8,,,0.014044943820224719,-0.18258426966292135
3622,洋華,20180108,22.4,,,0.004464285714285778,-0.3370535714285714
3624,光頡,20181228,28.85,,,0.09878682842287687,0.09878682842287687
3628,盈正,20180614,53.4,,,0.028089887640449437,-0.38951310861423216
3630,新鉅科,20181003,69.6,,,0.02729885057471273,-0.300287356321839
3645,達邁,20180613,94.7,,,0.013727560718056992,-0.5501583949313622
3653,健策,20180920,88.3,,,0.006795016987542566,-0.40656851642129105
3661,世芯-KY,20180727,131.5,,,0.0076045627376425855,-0.5110266159695818
3663,鑫科,20180608,22.3,,,0.01793721973094164,-0.24663677130044842
3694,海華,20181228,18.65,,,0.1501340482573727,0.1501340482573727
3701,大眾控,20181228,9.67,,,0.344364012409514,0.344364012409514
3703,欣陸,20180122,16.8,,,0.026785714285714243,-0.23809523809523808
3707,漢磊,20180817,29.65,,,0.003372681281618935,-0.4485666104553119
3708,上緯投控,20180625,91.3,,,0.046002190580503866,-0.38444687842278197
4111,濟生,20180605,27.8,,,0.017985611510791366,-0.22661870503597123
4113,聯上,20181214,12.5,,,0.027999999999999973,-0.07599999999999994
4123,晟德,20181205,75.6,,,0.002645502645502683,-0.10582010582010583
4139,馬光-KY,20180709,68.8,,,0.005813953488372176,-0.2950581395348837
4147,中裕,20180803,269.0,,,0.00929368029739777,-0.4591078066914498
4171,瑞基,20181228,39.4,,,0.002538071065989884,0.002538071065989884
4190,佐登-KY,20180719,146.0,,,0.030821917808219176,-0.4575342465753425
4207,環泰,20180515,14.25,,,0.017543859649122806,-0.18596491228070178
4303,信立,20180828,142.0,,,0.21830985915492956,-0.8721830985915493
4305,世坤,20181015,34.8,,,0.004310344827586371,-0.06609195402298843
4306,炎洲,20181224,15.1,,,0.006622516556291367,-0.049668874172185434
4419,元勝,20181211,11.0,,,0.0363636363636364,-0.2618181818181819
4429,聚紡,20180904,25.95,,,0.013487475915221635,-0.23506743737957603
4430,耀億,20180622,30.0,,,0.036666666666666715,-0.18166666666666664
4506,崇友,20180717,60.0,,,0.0016666666666666904,-0.11333333333333329
4513,福裕,20181213,11.6,,,0.004310344827586268,-0.06896551724137923
4543,萬在,20181005,23.85,,,0.014675052410901378,-0.2473794549266248
4549,桓達,20180418,106.5,,,0.014084507042253521,-0.33708920187793434
4555,氣立,20180619,76.9,,,0.019505851755526656,-0.2483745123537062
4609,唐鋒,20180827,14.2,,,0.014084507042253596,-0.21830985915492956
4707,磐亞,20180830,11.2,,,0.008928571428571556,-0.1741071428571428
4736,泰博,20181228,163.0,,,0.09815950920245399,0.09815950920245399
4739,康普,20180321,148.5,,,0.006734006734006734,-0.465993265993266
4743,合一,20180507,42.8,,,0.009345794392523497,-0.3995327102803738
4803,VHQ-KY,20180521,219.0,,,0.0593607305936073,-0.5803652968036529
4908,前鼎,20180110,28.8,,,0.029513888888888815,-0.4097222222222222
4915,致伸,20180105,90.0,,,0.032222222222222284,-0.5761111111111111
4939,亞電,20180925,23.3,,,0.04077253218884117,-0.34120171673819744
4942,嘉彰,20181228,28.6,,,0.20804195804195788,0.20804195804195788
4944,兆遠,20180710,21.2,,,0.014150943396226448,-0.5141509433962264
4953,緯軟,20181228,28.9,,,1.3737024221453287,1.3737024221453287
4958,臻鼎-KY,20181214,83.9,,,0.009535160905840251,-0.05244338498212164
4966,譜瑞-KY,20180129,622.0,,,0.006430868167202572,-0.3987138263665595
4972,湯石照明,20180327,46.0,,,0.09782608695652174,-0.3728260869565217
4976,佳凌,20180810,54.5,,,0.027522935779816515,-0.4807339449541284
4995,晶達,20180409,45.0,,,0.011111111111111112,-0.3011111111111111
5015,華祺,20181228,32.9,,,0.22796352583586627,0.22796352583586627
5016,松和,20180627,37.55,,,0.017310252996005478,-0.10785619174434082
5102,富強,20180703,16.95,,,0.00884955752212402,-0.13274336283185842
5203,訊連,20180906,78.0,,,0.024358974358974432,-0.20384615384615382
5206,坤悅,20181228,11.75,,,0.14042553191489365,0.14042553191489365
5210,寶碩,20180612,7.5,,,0.010666666666666677,-0.16000000000000003
5211,蒙恬,20180307,26.4,,,0.0018939393939394209,-0.47537878787878785
5213,亞昕,20181008,17.8,,,0.0028089887640449836,-0.15168539325842703
