,股票名稱,進場日期,進場價格,出場日期,出場價格,120天最高價,120天最低價
5234,達興材料,20181228,73.7,,,0.27679782903663486,0.27679782903663486
5269,祥碩,20181228,437.0,,,0.18993135011441648,0.18993135011441648
5274,信驊,20180911,779.0,,,0.005134788189987163,-0.5564826700898587
5278,尚凡,20181228,58.9,,,1.6740237691001698,1.6740237691001698
5281,大峽谷-KY,20181228,38.8,,,0.024484536082474303,0.024484536082474303
5285,界霖,20180313,99.5,,,0.020100502512562814,-0.32160804020100503
5288,豐祥-KY,20181224,124.5,,,0.008032128514056224,-0.07630522088353414
5289,宜鼎,20180830,143.5,,,0.006968641114982578,-0.3059233449477352
5301,寶得利,20180103,44.7,,,0.008948545861297506,-0.5190156599552573
5302,太欣,20180810,9.2,,,0.02500000000000005,-0.45652173913043476
5310,天剛,20181228,32.95,,,0.7389984825493169,0.7389984825493169
5321,美而快,20181227,43.05,,,0.0034843205574914215,0.0
5324,士開,20181009,14.75,,,0.03050847457627114,-0.3152542372881356
5328,華容,20181009,11.7,,,0.012820512820512851,-0.23162393162393155
5340,建榮,20181228,13.35,,,0.018726591760299626,0.018726591760299626
5344,立衛,20180827,8.91,,,0.016835016835016876,-0.3434343434343435
5345,天揚,20180831,11.4,,,0.008771929824561372,-0.3517543859649123
5347,世界,20180905,73.3,,,0.016371077762619413,-0.2933151432469304
5348,系通,20181228,8.55,,,0.015204678362572981,0.015204678362572981
5353,台林,20181227,14.65,,,0.010238907849829375,-0.006825938566552877
5355,佳總,20180625,8.86,,,0.003386004514672815,-0.5056433408577878
5371,中光電,20181029,46.85,,,0.0032017075773745694,-0.18996798292422623
5381,合正,20181025,6.22,,,0.022508038585209094,-0.22508038585208995
5386,青雲,20180409,84.0,,,0.32142857142857145,-0.6148809523809524
5388,中磊,20180105,89.3,,,0.003359462486002208,-0.4938409854423292
5403,中菲,20180716,38.85,,,0.021879021879021916,-0.13642213642213652
5410,國眾,20181228,14.85,,,0.030303030303030377,0.030303030303030377
5425,台半,20180809,80.0,,,0.0125,-0.495
5426,振發,20180131,18.8,,,0.02393617021276592,-0.3377659574468086
5432,新門,20181228,29.0,,,0.15344827586206905,0.15344827586206905
5438,東友,20180705,17.85,,,0.008403361344537735,-0.2717086834733894
5439,高技,20181228,35.25,,,0.09361702127659566,0.09361702127659566
5443,均豪,20180807,30.5,,,0.009836065573770515,-0.2737704918032787
5450,南良,20180614,11.2,,,0.02678571428571435,-0.28571428571428564
5455,昇益,20181228,12.4,,,0.7741935483870968,0.7741935483870968
5457,宣德,20180110,66.0,,,0.0030303030303030732,-0.4265151515151515
5464,霖宏,20181219,17.75,,,0.0028169014084507443,-0.053521126760563344
5469,瀚宇博,20181220,23.75,,,0.0021052631578947667,-0.027368421052631518
5478,智冠,20180521,96.8,,,0.0020661157024793684,-0.3181818181818182
5481,新華,20180424,27.25,,,0.025688073394495387,-0.48807339449541287
5483,中美晶,20180817,90.7,,,0.03528114663726574,-0.42888643880926136
5487,通泰,20181228,27.8,,,0.003597122302158197,0.003597122302158197
5512,力麒,20180625,10.8,,,0.009259259259259226,-0.21296296296296302
5514,三豐,20181228,11.85,,,0.189873417721519,0.189873417721519
5516,雙喜,20180611,13.15,,,0.015209125475285117,-0.17870722433460073
5519,隆大,20180410,14.25,,,0.04561403508771932,-0.287719298245614
5521,工信,20180227,16.95,,,0.029498525073746312,-0.5799410029498524
5525,順天,20181228,17.0,,,0.24411764705882344,0.24411764705882344
5531,鄉林,20180613,13.65,,,0.003663003663003585,-0.3084249084249085
5534,長虹,20181204,79.9,,,0.006257822277847309,-0.053817271589486994
5536,聖暉,20180810,221.5,,,0.033860045146726865,-0.291196388261851
5538,東明-KY,20181217,37.2,,,0.0013440860215053,-0.020161290322580645
5607,遠雄港,20181218,18.6,,,0.013440860215053762,-0.021505376344086134
5820,日盛金,20181122,9.1,,,0.002197802197802151,-0.05054945054945045
5871,中租-KY,20181228,90.0,,,0.08111111111111108,0.08111111111111108
5880,合庫金,20181228,16.9,,,0.05029585798816577,0.05029585798816577
5906,台南-KY,20181228,9.09,,,0.17711771177117705,0.17711771177117705
5907,大洋-KY,20181228,28.0,,,0.16964285714285715,0.16964285714285715
6005,群益證,20180130,12.2,,,0.008196721311475526,-0.27049180327868844
6016,康和證,20180130,9.91,,,0.0030272452068616914,-0.3138244197780021
6021,大慶證,20181022,12.2,,,0.004098360655737763,-0.10655737704918025
6023,元大期,20181228,41.85,,,0.032258064516129066,0.032258064516129066
6024,群益期,20181008,48.5,,,0.007216494845360854,-0.15773195876288656
6026,福邦證,20180613,14.65,,,0.0034129692832763777,-0.4566552901023891
6101,寬魚國際,20180619,59.8,,,0.013377926421404755,-0.520066889632107
6112,聚碩,20181228,31.85,,,0.007849293563579277,0.007849293563579277
6113,亞矽,20180628,12.0,,,0.016666666666666607,-0.48333333333333334
6117,迎廣,20180307,22.65,,,0.015452538631346642,-0.532008830022075
6118,建達,20181228,9.9,,,0.09090909090909094,0.09090909090909094
6120,達運,20180118,40.75,,,0.018404907975460124,-0.652760736196319
6121,新普,20181228,191.5,,,0.08616187989556136,0.08616187989556136
6123,上奇,20180730,47.8,,,0.016736401673640256,-0.29497907949790786
6127,九豪,20181003,22.75,,,0.026373626373626436,-0.3956043956043956
6129,普誠,20180625,10.65,,,0.004694835680751073,-0.39061032863849765
6138,茂達,20181228,53.4,,,0.17602996254681647,0.17602996254681647
6141,柏承,20180810,21.35,,,0.02810304449648702,-0.30210772833723654
6144,得利影,20180607,12.6,,,0.007936507936507908,-0.4603174603174603
6147,頎邦,20181224,63.5,,,0.006299212598425174,-0.031496062992125984
6148,驊宏資,20181228,8.99,,,0.07452725250278086,0.07452725250278086
6150,撼訊,20180905,89.5,,,0.021229050279329673,-0.5324022346368715
6153,嘉聯益,20180905,50.1,,,0.003992015968063787,-0.4740518962075848
6154,順發,20180614,18.05,,,0.0027700831024931143,-0.1745152354570637
6155,鈞寶,20181005,25.7,,,0.11089494163424131,-0.23151750972762644
6161,捷波,20181009,16.9,,,0.020710059171597718,-0.11538461538461535
6163,華電網,20180123,14.95,,,0.020066889632107072,-0.21070234113712366
6168,宏齊,20180625,23.65,,,0.014799154334038117,-0.5095137420718816
6171,大城地產,20180809,13.85,,,0.025270758122743656,-0.24548736462093865
6172,互億,20181222,14.8,,,0.03378378378378378,-0.07770270270270273
6173,信昌電,20181228,43.0,,,0.42558139534883715,0.42558139534883715
6174,安碁,20181204,16.7,,,0.01796407185628747,-0.1437125748502993
6175,立敦,20180814,44.8,,,0.022321428571428572,-0.48660714285714285
6176,瑞儀,20181228,82.5,,,0.027878787878787843,0.027878787878787843
6177,達麗,20180809,36.3,,,0.012396694214876111,-0.2865013774104683
6182,合晶,20180830,48.6,,,0.01131687242798348,-0.43518518518518523
6183,關貿,20181228,32.0,,,0.02187500000000009,0.02187500000000009
6190,萬泰科,20181228,16.55,,,0.1329305135951661,0.1329305135951661
6191,精成科,20180831,14.95,,,0.003344481605351218,-0.24080267558528426
6192,巨路,20181224,64.9,,,0.006163328197226371,-0.03235747303543927
6196,帆宣,20181228,45.8,,,0.044759825327511014,0.044759825327511014
6202,盛群,20180907,84.5,,,0.003550295857988132,-0.3301775147928994
6203,海韻電,20180907,36.1,,,0.012465373961218718,-0.24792243767313027
6204,艾華,20180808,25.55,,,0.001956947162426642,-0.31898238747553825
6207,雷科,20180926,39.15,,,0.0025542784163474185,-0.2681992337164751
6208,日揚,20180312,32.05,,,0.0046801872074884775,-0.4414976599063963
6212,理銘,20181228,33.2,,,0.3132530120481927,0.3132530120481927
6213,聯茂,20180806,75.5,,,0.03046357615894036,-0.504635761589404
6215,和椿,20180620,23.95,,,0.016701461377870652,-0.4989561586638831
6219,富旺,20181228,12.4,,,0.04435483870967733,0.04435483870967733
6221,晉泰,20181228,28.0,,,0.04642857142857145,0.04642857142857145
6224,聚鼎,20180903,66.8,,,0.00898203592814384,-0.22904191616766464
6225,天瀚,20180810,4.78,,,0.012552301255230044,-0.37238493723849375
6240,松崗,20180802,50.1,,,0.01996007984031936,-0.7115768463073853
6242,立康,20180430,78.6,,,0.0101781170483462,-0.45801526717557245
6247,淇譽電,20180619,14.6,,,0.07876712328767126,-0.3157534246575342
6257,矽格,20180906,35.2,,,0.009943181818181657,-0.23579545454545464
6263,普萊德,20180806,64.0,,,0.004687499999999956,-0.171875
6265,方土昶,20180309,8.19,,,0.028083028083028136,-0.39316239316239315
6266,泰詠,20181228,19.45,,,0.1593830334190232,0.1593830334190232
6270,倍微,20180614,14.85,,,0.003367003367003415,-0.2895622895622895
6274,台燿,20181228,88.2,,,0.023809523809523746,0.023809523809523746
6276,安鈦克,20180416,16.8,,,0.005952380952380825,-0.49226190476190484
6277,宏正,20181228,88.5,,,0.0011299435028247946,0.0011299435028247946
6278,台表科,20181228,37.1,,,0.06199460916442041,0.06199460916442041
6281,全國電,20180619,66.9,,,0.010463378176382489,-0.0732436472346787
6283,淳安,20180718,66.3,,,0.0935143288084465,-0.5052790346907994
6284,佳邦,20181206,32.0,,,0.014062500000000089,-0.11406249999999996
6290,良維,20180208,75.5,,,0.003973509933774797,-0.6768211920529802
6291,沛亨,20181026,5.56,,,0.014388489208633108,-0.2571942446043165
6411,晶焱,20180817,106.5,,,0.014084507042253521,-0.39718309859154927
6415,矽力-KY,20180720,713.0,,,0.002805049088359046,-0.4593267882187938
6432,今展科,20180731,35.9,,,0.011142061281337007,-0.4289693593314763
6435,大中,20180808,141.5,,,0.0035335689045936395,-0.4452296819787986
6446,藥華藥,20181224,176.5,,,0.0056657223796034,-0.0084985835694051
6449,鈺邦,20180730,61.4,,,0.024429967426710098,-0.530944625407166
6451,訊芯-KY,20180524,173.5,,,0.01440922190201729,-0.6847262247838617
6488,環球晶,20180810,448.0,,,0.020089285714285716,-0.5089285714285714
6499,益安,20180718,147.0,,,0.006802721088435374,-0.40816326530612246
6504,南六,20180621,176.0,,,0.011363636363636364,-0.13068181818181818
6505,台塑化,20181109,119.0,,,0.004201680672268907,-0.13025210084033614
6509,聚和,20180703,22.2,,,0.03603603603603607,-0.18918918918918917
6525,捷敏-KY,20180105,95.4,,,0.0073375262054506145,-0.46855345911949686
6531,愛普*,20180322,109.0,,,0.0963302752293578,-0.6229357798165138
6532,瑞耘,20181005,32.65,,,0.007656967840735069,-0.2649310872894334
6548,長科*,20180201,453.0,,,0.011037527593818985,-0.4988962472406181
6609,瀧澤科,20181204,30.0,,,0.008333333333333333,-0.08999999999999998
8016,矽創,20180706,119.0,,,0.029411764705882353,-0.38235294117647056
8024,佑華,20180409,14.0,,,0.017857142857142856,-0.30428571428571427
8027,鈦昇,20180801,43.4,,,0.0011520737327189922,-0.37442396313364057
8032,光菱,20180613,31.7,,,0.09463722397476353,-0.27444794952681384
8033,雷虎,20180807,13.25,,,0.003773584905660431,-0.4015094339622642
8034,榮群,20180409,14.75,,,0.027118644067796634,-0.5003389830508475
8040,九暘,20180810,9.54,,,0.016771488469601692,-0.31551362683438144
8042,金山電,20180706,70.0,,,0.002857142857142898,-0.5128571428571428
8043,蜜望實,20181228,27.4,,,0.3996350364963505,0.3996350364963505
8046,南電,20181226,35.45,,,0.007052186177715091,-0.04090267983074761
8047,星雲,20180409,13.4,,,0.018656716417910446,-0.3022388059701493
8084,巨虹,20181228,40.0,,,0.036250000000000074,0.036250000000000074
8091,翔名,20180119,137.0,,,0.0072992700729927005,-0.5058394160583941
8092,建暐,20181228,9.69,,,0.014447884416924723,0.014447884416924723
8093,保銳,20180917,8.6,,,0.03023255813953486,-0.2813953488372093
8097,常珵,20180802,16.4,,,0.015243902439024392,-0.39512195121951216
8099,大世科,20180710,24.1,,,0.05809128630705388,-0.29668049792531126
8107,大億金茂,20180413,52.5,,,0.032380952380952434,-0.6638095238095238
8109,博大,20181218,76.0,,,0.005263157894736917,-0.007894736842105189
8111,立碁,20180808,14.0,,,0.003571428571428622,-0.40857142857142864
8112,至上,20180807,35.3,,,0.00283286118980174,-0.2861189801699716
8131,福懋科,20180706,37.5,,,0.006666666666666667,-0.18399999999999997
8155,博智,20180910,86.9,,,0.0333716915995396,-0.4234752589182969
8163,達方,20181228,33.0,,,0.20151515151515148,0.20151515151515148
8176,智捷,20180116,20.3,,,0.019704433497536877,-0.5546798029556651
8215,明基材,20180613,22.0,,,0.022727272727272728,-0.3590909090909091
8261,富鼎,20181003,39.5,,,0.005063291139240578,-0.310126582278481
8289,泰藝,20180828,13.25,,,0.0867924528301887,-0.20377358490566033
8291,尚茂,20181123,6.48,,,0.015432098765432042,-0.27777777777777785
8354,冠好,20180822,19.7,,,0.09137055837563456,-0.09644670050761414
8390,金益鼎,20180115,21.45,,,0.009324009324009291,-0.3706293706293706
8401,白紗科,20180320,19.2,,,0.002604166666666704,-0.40624999999999994
8410,森田,20180116,41.25,,,0.009696969696969662,-0.47878787878787876
8415,大國鋼,20181228,27.0,,,0.25185185185185177,0.25185185185185177
8416,實威,20181228,120.0,,,0.05416666666666667,0.05416666666666667
8422,可寧衛,20180725,188.0,,,0.0026595744680851063,-0.11436170212765957
8423,保綠-KY,20180920,23.65,,,0.014799154334038117,-0.18604651162790692
8424,惠普,20181228,48.35,,,0.05687693898655636,0.05687693898655636
8436,大江,20181228,296.5,,,0.7875210792580101,0.7875210792580101
8437,大地-KY,20180801,253.5,,,0.0039447731755424065,-0.20512820512820512
8446,華研,20180709,151.5,,,0.09570957095709572,-0.5069306930693069
8454,富邦媒,20180601,236.5,,,0.014799154334038054,-0.2727272727272727
8462,柏文,20180906,176.5,,,0.0028328611898017,-0.1813031161473088
8463,潤泰材,20181228,24.3,,,0.10699588477366247,0.10699588477366247
8473,山林水,20180723,70.5,,,0.02127659574468085,-0.20567375886524822
8906,花王,20181228,8.6,,,0.23255813953488372,0.23255813953488372
8908,欣雄,20181228,35.25,,,0.05248226950354614,0.05248226950354614
8924,大田,20180524,40.05,,,0.002496878901373319,-0.6179775280898876
8926,台汽電,20181107,27.5,,,0.020000000000000025,-0.0854545454545455
8927,北基,20181228,12.4,,,0.40725806451612895,0.40725806451612895
8930,青鋼,20180820,16.85,,,0.0682492581602373,-0.33234421364985167
8931,大汽電,20180703,25.15,,,0.001988071570576569,-0.13320079522862815
8932,宏大,20181228,12.8,,,0.390625,0.390625
8937,合騏,20180108,16.25,,,0.0061538461538462414,-0.1630769230769231
8938,明安,20180410,48.5,,,0.02886597938144327,-0.35154639175257735
910322,康師傅-DR,20180828,31.45,,,0.033386327503974585,-0.37996820349761523
912398,友佳-DR,20180115,8.72,,,0.0045871559633026545,-0.2419724770642202
9908,大台北,20181228,27.0,,,0.07407407407407407,0.07407407407407407
9910,豐泰,20181207,189.0,,,0.026455026455026454,-0.08994708994708994
9912,偉聯,20180613,10.5,,,0.00476190476190483,-0.25238095238095243
9918,欣天然,20180820,34.2,,,0.043859649122807015,-0.07602339181286553
9919,康那香,20180227,13.05,,,0.019157088122605363,-0.22605363984674337
9927,泰銘,20180607,40.6,,,0.001231527093595989,-0.26108374384236455
9931,欣高,20180629,33.9,,,0.0029498525073746733,-0.0870206489675516
9933,中鼎,20180410,54.5,,,0.007339449541284377,-0.20642201834862386
9937,全國,20181225,40.95,,,0.0012210012210011516,-0.014652014652014685
9940,信義,20180615,39.6,,,0.08333333333333326,-0.2777777777777778
9941,裕融,20180511,128.0,,,0.01171875,-0.34843749999999996
9945,潤泰新,20181214,47.75,,,0.001047120418848108,-0.06806282722513089
9958,世紀鋼,20181228,23.3,,,1.8755364806866954,1.8755364806866954
9962,有益,20181017,11.8,,,0.00423728813559313,-0.02542372881355938
