,股票名稱,進場日期,進場價格,出場日期,出場價格,120天最高價,120天最低價,進場當天成交金額(千),Ma2prev1,Ma2prev2,Ma2prev2-Ma2prev1,oneMonthVolatility,twoMonthVolatility,threeMonthVolatility,twelveMonthVolatility,twelveMonthFluctuation,bias60,bias250,alpha250,Beta21,Beta65,Beta250,dayKValue,dayDValue,weekKValue,weekDValue,weekRoiCompareCurrent,monthRoiCompareCurrent,quoterRoiCompareCurrent,halfYearRoiCompareCurrent,yearRoiCompareCurrent,weekKValue-weekDValue,dayKValue-dayDValue,stock_rate_of_return_month,stock_rate_of_return_month-capitalization_weighted_Index_rate_of_return_month,PrevYearHighest,weekRoiCompareCurrent-prevWeekRoiCompareCurrent,monthRoiCompareCurrent-prevMonthRoiCompareCurrent,halfYearRoiCompareCurrent-prevHalfYearRoiCompareCurrent,quoterRoiCompareCurrent-prevQuoterYearRoiCompareCurrent,yearRoiCompareCurrent-prevYyearRoiCompareCurrent,twelveMonthFluctuation-prevTwelveMonthFluctuation,weekKValue-prevWeekKValue,weekDValue-prevWeekDValue,oneMonthVolatility-prevOneMonthVolatility,twoMonthVolatility-prevTwoMonthVolatility,entrancePrice-PrevYearHighest
1444,力麗,20201224,13.8,,,0.1702898550724636,-0.22101449275362323,994934.0,-12.22,-34.185,21.965000000000003,49.23,41.13,52.7,52.73,0.521,2.63,40.66,0.1285,0.7171,0.6263,0.9635,46.08,38.6,37.5,36.89,6.25,2.549,2.313,50.487,20.763,0.6099999999999994,7.479999999999997,5.976,2.392,13.7,10.896,23.381,66.904,-52.727999999999994,48.044,0.381,9.36,-0.14999999999999858,18.209999999999997,-32.04,0.007299270072992805
1466,聚隆,20201214,16.6,,,0.3463855421686747,-0.06927710843373507,8052.0,19.43,1.1799999999999988,18.25,36.94,60.19,71.81,66.45,0.66,-23.0,20.93,0.3551,0.4786,-0.4074,0.393,21.89,24.05,9.03,21.53,-2.062,-20.749,-21.756,-23.718,96.647,-12.500000000000002,-2.16,-13.684,-20.750999999999998,12.8,7.710000000000001,0.05000000000000071,-185.19799999999998,-12.051,141.633,0.491,-4.390000000000001,-6.579999999999998,-40.86,-10.269999999999996,0.29687500000000006
1467,南緯,20201214,19.65,,,0.21882951653944024,-0.13231552162849863,66280.0,47.345,97.255,-49.91,45.38,38.03,43.48,64.1,0.635,2.02,23.48,0.3436,-0.6734,0.0821,0.7311,63.96,46.79,44.71,39.88,7.947,-7.587,-20.845,-46.735,107.643,4.829999999999998,17.17,-0.522,-7.589,13.95,17.687,-9.712,-302.634,17.956000000000003,139.74,0.448,20.66,8.690000000000001,15.330000000000002,-11.920000000000002,0.4086021505376344
1513,中興電,20201214,57.2,,,0.01923076923076913,-0.1923076923076923,1968410.0,15.455,27.605,-12.15,59.72,55.54,56.6,44.49,0.441,9.92,68.43,0.3614,-0.4021,1.0753,0.789,41.18,61.13,60.55,64.84,-4.148,7.456,-3.168,83.59,143.395,-4.290000000000006,-19.950000000000003,14.521,7.454000000000001,25.55,0.25400000000000045,11.696000000000002,52.06,-84.012,150.70000000000002,0.351,-18.070000000000007,-6.289999999999992,7.899999999999999,-9.880000000000003,1.238747553816047
1514,亞力,20201214,26.9,,,0.06133828996282536,-0.1858736059479554,35691.0,6.859999999999999,11.385000000000002,-4.525000000000002,18.32,21.66,28.14,37.21,0.37,-2.55,22.36,0.1468,0.0723,0.5159,0.9239,30.34,40.94,27.39,37.17,-1.703,-7.994,-13.867,5.554,47.368,-9.780000000000001,-10.599999999999998,-0.929,-7.996,20.1,3.636,-3.115,-27.391999999999996,-34.768,27.933000000000003,0.148,-8.149999999999999,-5.780000000000001,-6.370000000000001,-15.889999999999997,0.33830845771144263
1517,利奇,20201214,14.05,,,1.5266903914590746,-0.10320284697508904,19948.0,51.575,38.435,13.14,27.46,43.94,43.58,43.2,0.43,4.94,41.77,0.1559,-0.3008,0.6866,0.7111,19.3,18.57,53.89,59.15,2.131,-9.155,11.044,35.509,38.582,-5.259999999999998,0.7300000000000004,-2.091,-9.158000000000001,12.45,14.931000000000001,-27.223999999999997,28.829,-0.15199999999999925,66.163,0.33099999999999996,-2.780000000000001,-2.740000000000002,-27.93,-2.039999999999999,0.12851405622489973
1519,華城,20201214,53.0,,,0.0,-0.24716981132075475,94910.0,-13.115,80.72,-93.835,23.52,27.25,37.96,43.08,0.429,5.21,52.86,0.2175,0.0385,0.5,0.9718,30.79,40.93,59.0,66.13,-2.463,-0.235,5.704,79.648,68.845,-7.1299999999999955,-10.14,6.83,-0.2370000000000001,32.35,0.3009999999999997,2.892,76.747,-45.125,35.506,0.172,-10.769999999999996,-5.109999999999999,-6.969999999999999,-25.75,0.6383307573415764
1590,亞德客-KY,20201214,900.0,,,0.37777777777777777,-0.03,561928.0,31.325000000000003,28.925,2.400000000000002,32.49,41.98,42.74,52.55,0.522,16.9,51.07,0.2079,0.1218,0.5749,1.3575,65.87,69.63,82.99,82.44,3.511,1.114,19.755,52.91,76.652,0.5499999999999972,-3.759999999999991,8.178,1.1110000000000007,621.0,5.473,-15.922,31.328999999999997,-0.7639999999999993,68.375,0.01100000000000001,-0.8599999999999994,0.5499999999999972,-17.79,-2.200000000000003,0.4492753623188406
1598,岱宇,20201214,114.5,,,0.14410480349344978,-0.27598253275109164,110510.0,216.22,170.29000000000002,45.92999999999998,44.16,60.24,59.46,50.92,0.507,-9.21,57.86,0.4268,0.5528,0.8137,0.5464,28.02,29.21,14.99,29.27,-0.117,-21.35,-19.93,110.016,173.496,-14.28,-1.1900000000000013,-14.286,-21.353,47.65,9.92,-18.830000000000002,81.43,-171.76600000000002,162.95100000000002,0.33799999999999997,-5.869999999999999,-7.580000000000002,-29.049999999999997,-15.079999999999991,1.402938090241343
1608,華榮,20201221,14.6,,,1.4726027397260275,-0.23630136986301364,652519.0,15.665,-1.125,16.79,61.59,48.43,42.62,40.08,0.396,30.94,54.68,0.1333,1.0962,0.9762,0.9538,78.81,63.76,84.62,75.4,18.039,27.399,24.839,37.242,36.302,9.219999999999999,15.050000000000004,32.273,27.240000000000002,14.15,15.627000000000002,28.776,37.443999999999996,19.377,51.41,0.228,14.300000000000011,7.010000000000005,33.08,7.670000000000002,0.031802120141342705
1609,大亞,20201214,20.45,,,0.7995110024449877,-0.11491442542787277,249955.0,13.239999999999998,4.09,9.149999999999999,28.88,32.66,41.2,42.93,0.426,4.16,56.43,0.2193,-1.0654,0.4451,1.0202,31.47,39.29,56.82,61.77,-2.318,-2.155,11.16,79.199,79.542,-4.950000000000003,-7.82,4.91,-2.157,18.25,3.913,3.6149999999999998,76.566,-45.67,94.119,0.204,-6.969999999999999,-4.649999999999999,-6.73,-20.060000000000002,0.12054794520547941
1612,宏泰,20201214,18.1,,,0.8895027624309393,-0.14640883977900562,34593.0,37.754999999999995,34.0,3.7549999999999955,40.01,34.35,38.71,34.18,0.341,15.28,53.19,0.1703,0.369,1.1501,0.8785,36.28,50.73,74.56,73.56,0.599,9.873,7.745,57.477,54.287,1.0,-14.449999999999996,16.938,9.870999999999999,14.3,4.208,9.024999999999999,58.395999999999994,-29.115,59.197,0.17200000000000001,-7.780000000000001,-1.5999999999999943,12.119999999999997,-17.32,0.2657342657342658
1714,和桐,20201230,10.95,,,0.2328767123287672,-0.15616438356164375,119022.0,-15.11,-20.79,5.68,28.56,27.1,28.02,40.98,0.407,3.75,25.58,0.1461,0.9139,0.6608,0.5836,74.86,69.84,48.04,37.06,1.167,-2.597,-11.143,18.819,27.862,10.979999999999997,5.019999999999996,4.434,-2.7589999999999995,10.9,-1.6169999999999998,10.690000000000001,11.469,-40.159,39.233,0.24599999999999997,16.55,6.540000000000003,1.2699999999999996,-13.509999999999998,0.0045871559633026545
1717,長興,20201214,36.0,,,0.30833333333333335,-0.06388888888888881,123716.0,16.3,-3.205,19.505000000000003,18.51,19.25,23.44,36.19,0.359,4.43,20.15,0.0985,0.1694,0.7795,0.7485,53.23,56.66,70.55,63.78,-1.606,-2.519,-9.418,-3.266,22.446,6.769999999999996,-3.4299999999999997,4.546,-2.521,31.85,-2.1710000000000003,-3.333,-25.016,-12.343,29.283,0.23199999999999998,-6.070000000000007,1.1200000000000045,-1.889999999999997,-15.850000000000001,0.13029827315541595
1722,台肥,20201214,53.1,,,0.18267419962335207,-0.048964218455743905,71600.0,-36.705,-17.88,-18.825,15.37,15.3,17.05,21.26,0.214,2.28,8.32,0.0091,0.3656,0.5126,0.5787,18.21,23.59,59.3,59.49,-0.431,-7.441,-10.75,-10.99,-5.801,-0.19000000000000483,-5.379999999999999,-0.377,-7.444,51.7,4.937,-10.91,-17.669,-8.548,4.083,0.062,-14.040000000000006,-3.719999999999999,0.15999999999999837,-4.66,0.027079303675048325
1734,杏輝,20201214,30.4,,,0.1858552631578947,-0.1069078947368421,34973.0,-12.25,17.845,-30.095,37.81,38.19,38.76,65.1,0.646,-12.66,1.8,0.2209,0.4214,0.7019,0.498,24.64,18.29,12.96,11.41,2.367,-16.183,-37.302,0.119,39.041,1.5500000000000007,6.350000000000001,-9.119,-16.186,25.4,15.120999999999999,-5.563000000000001,-37.94,-90.428,65.256,0.544,6.3100000000000005,1.9499999999999993,-1.6799999999999997,-10.880000000000003,0.1968503937007874
1762,中化生,20201214,61.7,,,0.16855753646677457,-0.12965964343598055,26389.0,143.66,90.73500000000001,52.92499999999998,19.8,42.33,47.61,61.58,0.614,-6.35,18.27,0.2789,-0.1899,-0.1206,0.247,34.96,35.53,15.45,24.69,-0.334,-13.382,-15.532,-8.35,54.178,-9.240000000000002,-0.5700000000000003,-6.317,-13.384,40.9,6.566000000000001,-7.872999999999999,-78.88499999999999,-15.544,13.847999999999999,0.296,-2.5600000000000023,-4.289999999999999,-37.349999999999994,-21.35,0.5085574572127141
1785,光洋科,20201214,45.35,,,0.37596471885336263,-0.06504961411245871,252593.0,29.299999999999997,18.305,10.994999999999997,28.72,28.11,31.23,53.62,0.531,0.21,39.78,0.228,0.1909,1.1979,1.3682,23.92,32.04,54.55,58.87,-5.154,-7.618,-12.122,1.704,89.963,-4.32,-8.119999999999997,-0.554,-7.621,26.4,-1.2650000000000001,-7.479,-67.485,-29.01,100.118,0.30900000000000005,-14.870000000000005,-4.740000000000002,0.5399999999999991,-21.17,0.7178030303030305
1904,正隆,20201214,30.85,,,0.6239870340356564,-0.06158833063209083,86994.0,-2.0250000000000004,4.3549999999999995,-6.38,13.55,23.2,32.29,34.59,0.344,-4.88,27.0,0.1984,0.0192,0.5257,0.5365,17.22,14.09,16.79,32.18,0.482,-12.433,-4.75,18.74,51.79,-15.39,3.129999999999999,-5.368,-12.435,25.7,7.516,-4.406000000000001,-11.371000000000002,-29.049,74.38499999999999,0.18999999999999997,-3.59,-7.700000000000003,-16.7,-25.81,0.20038910505836585
1905,華紙,20201229,13.35,,,1.3220973782771535,-0.247191011235955,705059.0,-0.18500000000000005,-5.734999999999999,5.549999999999999,60.55,44.43,39.08,37.04,0.367,28.25,44.16,0.0993,2.3483,1.1208,0.7529,75.43,69.9,75.28,69.19,13.447,20.885,27.186,16.756,21.025,6.090000000000003,5.530000000000001,25.248,20.727,12.6,8.424,23.927,13.639,36.554,48.769999999999996,0.221,6.260000000000005,3.780000000000001,41.94,7.869999999999997,0.05952380952380953
1907,永豐餘,20201214,24.85,,,1.0845070422535208,-0.03420523138833004,164558.0,7.845,0.7650000000000001,7.08,26.29,38.29,35.7,31.89,0.317,19.24,63.45,0.2409,0.4548,1.1001,0.6136,62.21,52.16,91.93,89.4,5.481,2.331,25.845,69.694,77.105,2.530000000000001,10.050000000000004,9.396,2.3290000000000006,14.7,11.681000000000001,-17.615000000000002,61.258,-0.48100000000000165,81.501,0.189,6.710000000000008,3.1200000000000045,-21.28,-2.8599999999999994,0.6904761904761907
2002,中鋼,20201222,25.6,,,0.8261718749999999,-0.08593750000000011,3088697.0,3.015,-13.175,16.19,18.07,18.79,17.66,19.99,0.2,12.08,16.84,-0.0224,0.4488,0.629,0.6859,66.61,69.9,86.13,84.38,-0.158,8.003,6.817,-0.333,-12.392,1.75,-3.2900000000000063,11.364,7.846000000000001,25.55,-6.473000000000001,8.363,9.61,13.696,8.722999999999999,0.10300000000000001,-2.4000000000000057,1.0899999999999892,0.17999999999999972,1.9399999999999977,0.001956947162426642
2006,東和鋼鐵,20201214,34.2,,,0.891812865497076,-0.06432748538011704,215103.0,8.25,-2.3999999999999995,10.649999999999999,31.65,26.75,25.96,23.19,0.233,10.85,38.36,0.1417,0.4611,0.5605,0.5987,49.82,49.35,78.93,76.55,2.579,3.883,2.037,27.57,38.866,2.3800000000000097,0.46999999999999886,10.948,3.8810000000000002,27.9,7.215999999999999,0.52,22.485,-21.334,44.074,0.08400000000000002,4.700000000000003,2.1700000000000017,10.239999999999998,-0.08999999999999986,0.22580645161290339
2009,第一銅,20201214,18.0,,,3.255555555555555,0.0,212642.0,-8.51,-13.315000000000001,4.8050000000000015,77.62,62.8,65.47,46.68,0.461,59.32,101.08,0.2101,-0.1985,1.378,1.0936,79.79,79.26,89.02,77.07,7.895,78.994,61.201,117.494,70.089,11.950000000000003,0.5300000000000011,86.059,78.99199999999999,14.95,8.658999999999999,82.448,135.71699999999998,24.816000000000003,94.374,0.253,7.75,7.209999999999994,50.35000000000001,4.599999999999994,0.20401337792642146
2010,春源,20201221,15.3,,,0.8137254901960783,-0.2320261437908497,514895.0,15.525,25.924999999999997,-10.399999999999997,52.69,41.77,35.93,25.09,0.249,25.5,48.82,0.133,-0.0909,0.9027,0.5895,73.21,62.02,84.0,77.71,9.725,13.876,22.686,32.287,33.32,6.290000000000006,11.18999999999999,18.75,13.716999999999999,12.6,2.7909999999999995,3.6209999999999987,30.75,18.108,49.356,0.173,8.340000000000003,3.6199999999999903,24.429999999999996,17.950000000000003,0.21428571428571438
2014,中鴻,20201222,17.25,,,2.5942028985507246,-0.19710144927536233,3963766.0,33.82,12.93,20.89,57.03,46.82,42.36,43.14,0.431,38.28,67.25,0.1163,0.0294,0.8747,1.2219,75.48,76.65,82.09,82.38,6.646,42.093,44.586,57.164,32.694,-0.28999999999999204,-1.1700000000000017,45.455,41.937,16.15,-14.294,42.318000000000005,73.747,39.316,63.261,0.19999999999999998,-3.3499999999999943,0.22999999999998977,30.69,5.060000000000002,0.06811145510835923
2023,燁輝,20201214,12.9,,,1.2170542635658914,-0.08914728682170545,186298.0,22.775,-5.2,27.974999999999998,43.61,39.82,42.34,33.55,0.331,18.33,35.83,0.1021,-0.3336,0.8755,0.5069,65.13,61.34,82.38,74.6,7.071,13.412,9.347,23.621,19.715,7.780000000000001,3.789999999999992,20.476,13.408999999999999,12.8,14.225999999999999,8.898,25.802,-0.7190000000000012,52.476,0.191,7.060000000000002,4.969999999999999,9.219999999999999,-13.259999999999998,0.007812499999999972
2034,允強,20201229,28.5,,,0.6035087719298247,-0.12280701754385964,233785.0,-21.965,-27.61,5.645,32.65,24.93,21.26,21.35,0.216,14.51,20.16,0.0199,0.8555,0.4484,0.6437,65.26,61.55,82.23,75.52,5.146,8.664,6.267,-4.319,-4.447,6.710000000000008,3.710000000000008,13.026,8.504999999999999,28.0,7.968999999999999,8.126,-2.729,16.247,5.325,0.11499999999999999,11.049999999999997,6.22999999999999,20.599999999999998,13.2,0.017857142857142856
2038,海光,20201215,17.5,,,1.9085714285714286,-0.12571428571428567,898640.0,-10.58,-6.454999999999999,-4.125000000000001,77.98,60.24,54.27,44.81,0.442,46.17,101.32,0.2929,-2.6407,0.0633,0.8321,65.81,57.96,72.25,62.92,23.706,56.446,40.715,94.747,106.142,9.329999999999998,7.850000000000001,62.437,56.443999999999996,16.2,33.862,58.147,89.405,10.585000000000004,141.316,0.305,11.759999999999998,7.060000000000002,52.68000000000001,6.969999999999999,0.08024691358024696
2102,泰豐,20201214,20.75,,,0.7036144578313254,-0.19999999999999993,21705.0,44.46,50.74,-6.280000000000001,29.97,30.46,32.54,45.25,0.447,2.5,20.69,0.1709,-0.8716,0.6993,0.5219,37.68,46.23,48.62,41.71,-0.16,-4.848,-14.618,3.361,36.872,6.909999999999997,-8.549999999999997,2.217,-4.85,14.9,-0.261,-3.828,-27.063,-34.738,40.159,0.199,-0.7600000000000051,1.5200000000000031,-1.7100000000000009,-7.880000000000003,0.3926174496644295
2107,厚生,20201214,24.5,,,0.20612244897959187,-0.07959183673469385,33152.0,-19.025,88.84,-107.86500000000001,39.85,33.64,31.98,28.75,0.286,11.73,31.25,0.0635,0.4551,0.8875,0.7628,25.72,30.29,74.22,71.86,-2.481,3.39,3.493,20.142,17.196,2.3599999999999994,-4.57,10.455,3.388,20.45,1.408,-4.642999999999999,20.005,-7.334999999999999,12.310000000000002,0.11899999999999997,-7.3799999999999955,-0.9699999999999989,12.8,-2.3399999999999963,0.19804400977995115
2108,南帝,20201214,60.6,,,1.8052805280528053,-0.042904290429042924,565238.0,66.305,8.585,57.720000000000006,25.4,54.21,51.7,43.45,0.434,-4.46,46.24,0.2877,-0.1674,-0.057,0.4777,31.79,41.42,29.41,46.96,-4.796,-15.065,8.165,47.955,87.017,-17.55,-9.630000000000003,-8.0,-15.067,37.7,0.3959999999999999,-25.360999999999997,17.929,-21.650000000000002,100.28999999999999,0.225,-13.540000000000003,-8.89,-47.36000000000001,8.170000000000002,0.6074270557029177
2206,三陽工業,20201214,34.5,,,0.1289855072463769,-0.2246376811594203,157534.0,51.435,32.2,19.235,73.73,54.01,45.6,27.68,0.274,29.24,55.56,0.1867,0.7546,0.9264,0.4418,31.16,40.09,66.26,66.43,2.434,33.476,34.247,40.955,48.488,-0.1700000000000017,-8.930000000000003,40.541,33.474,23.65,16.985,32.332,33.104,31.887999999999998,61.516,0.12400000000000003,-0.5300000000000011,0.4300000000000068,57.910000000000004,30.749999999999996,0.4587737843551798
2303,聯電,20201214,46.85,,,0.3383137673425827,-0.016008537886873,10680176.0,5.385,23.41,-18.025,58.75,55.09,55.09,42.8,0.421,36.56,122.26,0.3947,1.8365,1.9714,0.7928,62.61,74.9,81.96,83.93,-7.381,40.379,81.967,184.393,172.842,-1.970000000000013,-12.290000000000006,47.444,40.377,18.65,-26.949,43.690999999999995,187.714,23.039,143.53,0.16099999999999998,-9.39,-2.969999999999999,10.950000000000003,-1.4199999999999946,1.5120643431635392
2308,台達電,20201214,248.0,,,0.31048387096774194,0.0,2339339.0,12.8,8.84,3.960000000000001,26.46,29.09,26.99,29.92,0.299,20.48,49.13,0.1637,0.5304,0.8896,1.0005,66.87,75.44,84.26,81.21,-1.281,15.629,19.029,39.202,55.068,3.0500000000000114,-8.569999999999993,22.693,15.626000000000001,167.5,-8.75,15.064,29.891999999999996,5.696999999999999,61.414,0.04099999999999998,-2.4299999999999926,1.5899999999999892,-4.27,2.75,0.48059701492537316
2314,台揚,20201214,34.85,,,0.6499282639885222,-0.16068866571018656,597598.0,-34.61,-25.02,-9.59,56.37,46.26,41.56,49.73,0.495,41.18,55.73,0.0929,0.4334,0.8746,1.4048,67.81,60.75,81.0,65.51,13.103,40.293,35.917,44.433,31.397,15.489999999999995,7.060000000000002,47.357,40.29,33.9,14.164,34.574,48.653,37.091,38.009,0.139,11.680000000000007,8.480000000000004,26.549999999999997,10.21,0.028023598820059083
2330,台積電,20201214,513.0,,,0.3235867446393762,-0.005847953216374269,15703027.0,14.125,20.33,-6.204999999999998,26.82,22.69,22.02,30.29,0.3,9.43,39.3,0.114,1.9507,1.5105,1.233,69.26,76.76,84.4,80.59,-0.848,2.892,4.695,38.603,35.333,3.8100000000000023,-7.5,9.957,2.8900000000000006,345.0,-3.931,5.412,39.665,-26.62,0.1599999999999966,0.07999999999999999,-3.6699999999999875,0.9900000000000091,8.98,-0.29999999999999716,0.48695652173913045
2331,精英,20201217,21.3,,,0.699530516431925,0.0,741304.0,-12.934999999999999,0.2749999999999999,-13.209999999999999,53.22,53.78,53.23,47.22,0.47,24.57,63.21,0.1375,0.8486,0.8009,1.1878,74.37,67.62,80.04,75.57,8.056,4.895,56.948,67.413,41.084,4.470000000000013,6.75,9.794,4.735,20.55,0.5599999999999987,4.210999999999999,78.868,58.834,56.579,0.19299999999999995,0.10000000000000853,-1.0600000000000023,16.0,4.780000000000001,0.0364963503649635
2332,友訊,20201214,29.1,,,0.053264604810996465,-0.37800687285223367,528314.0,-8.15,0.43999999999999995,-8.59,44.94,44.81,39.94,49.38,0.489,36.05,75.73,0.2735,-0.4053,0.8934,1.0336,72.98,81.41,82.18,78.4,0.855,32.638,42.276,75.314,102.511,3.780000000000001,-8.429999999999993,39.702,32.635,16.0,-11.68,29.659999999999997,58.55,24.820000000000004,113.20599999999999,0.16699999999999998,-6.72999999999999,0.10000000000000853,1.2999999999999972,9.82,0.8187500000000001
2338,光罩,20201214,44.0,,,1.125,-0.13749999999999993,1144445.0,25.9,17.02,8.879999999999999,57.28,45.54,41.66,49.57,0.495,38.33,50.46,0.0664,0.8414,1.3395,1.472,75.0,78.93,79.35,73.5,17.497,40.835,39.298,50.293,9.424,5.849999999999994,-3.930000000000007,47.899,40.832,38.4,19.625,43.017,73.383,35.131,-51.537,0.062,-4.400000000000006,1.0900000000000034,34.900000000000006,9.399999999999999,0.14583333333333337
