,120天最高價,120天最低價,120天最高價預測
1103_20191115,0.1311881188118813,-0.3787128712871286,0.1957610137575163
1476_20190319,0.0588914549653579,-0.1524249422632794,0.1658536527252773
1507_20190430,0.0914728682170543,-0.0542635658914728,0.03432878431715531
1513_20191231,0.204,-0.212,0.09305216643531226
1626_20190829,0.0,-0.2675070028011205,0.19803520575396827
1712_20190603,0.0235294117647058,-0.1435294117647059,0.05959477196371762
1722_20190520,0.0551020408163265,-0.0877551020408162,0.10111711584852293
1808_20190311,0.0462686567164178,-0.0970149253731343,0.0796436870785637
1809_20190614,0.0119760479041915,-0.3173652694610778,0.2941067716856097
2207_20190409,0.2883435582822086,-0.0331288343558282,0.4119530961477465
2312_20191217,0.0797101449275362,-0.3673913043478261,0.1325881194943033
2316_20190415,1.0259740259740258,-0.1341991341991342,0.3870285872292175
2330_20190419,0.0630797773654916,-0.1576994434137291,0.06015145357981049
2368_20191122,1.0463768115942027,-0.217391304347826,0.24911886524569077
2419_20191218,0.0369718309859155,-0.4823943661971831,0.5415822647333579
2467_20190403,0.125,-0.1734375,0.11957192096715068
2501_20190328,0.2672233820459291,-0.173277661795407,0.1306125775624035
2537_20191230,0.0,-0.5268085106382979,-0.2073072056468696
2612_20190722,0.008610086100861,-0.2890528905289053,0.3640623734961158
2617_20190722,0.0,-0.2651356993736951,0.216910750741827
2707_20190610,0.1492957746478873,-0.1549295774647887,0.2933394785790791
2801_20190524,0.2467532467532467,-0.0129870129870129,0.28228367614203537
2885_20190121,0.1484848484848484,-0.0151515151515151,0.030541186589147118
2903_20190625,0.3449131513647644,-0.0322580645161289,0.12083500527990965
3037_20190304,0.6114285714285713,-0.0780952380952381,0.08692764199723389
3047_20190513,0.0,-0.2117647058823528,0.13060588058057968
3049_20190408,0.1830985915492959,-0.1690140845070421,0.5997635285470946
3176_20190412,0.0,-0.3423423423423423,0.6553994549824483
3191_20190918,0.3839080459770115,-0.2379310344827586,0.8973071674810099
3390_20190410,0.0035971223021581,-0.2607913669064748,0.4493425236866489
4908_20191018,0.9583333333333331,-0.3348214285714285,0.3610709869479692
4958_20190212,0.3957597173144875,-0.0459363957597173,0.1608926530565886
4973_20191218,0.3046728971962616,-0.2728971962616823,0.3424837926836977
5203_20190904,0.2619047619047619,-0.1228571428571429,0.1253275388341886
5340_20190227,0.8955512572533848,-0.1818181818181819,0.6583322355847023
5439_20190401,0.0739371534195933,-0.2634011090573013,0.16073833036421734
5469_20190725,0.3267605633802817,-0.047887323943662,0.21385710343704484
5488_20190415,0.0759493670886076,-0.3485232067510548,0.015535199230903268
5820_20190508,0.0970873786407767,-0.1048543689320388,0.07345643902500654
5880_20190227,0.1125654450261779,-0.0157068062827225,0.3466498164947827
5905_20191031,0.183150183150183,-0.5106227106227107,0.1810582363945479
6125_20190412,0.1929824561403508,-0.0947368421052631,0.3553026501738697
6138_20191025,0.1159029649595686,-0.3787061994609164,0.07727687733009146
6213_20190314,0.8820577164366373,-0.0715181932245922,0.2203041454944929
6219_20191025,0.1339285714285714,-0.25,0.08051595929175165
6274_20190701,0.149812734082397,-0.1647940074906367,0.10776779001997339
6472_20190717,0.3552238805970149,-0.1820895522388059,0.2888174132051058
8070_20190411,0.0569800569800569,-0.2364672364672364,0.26059632575689057
8086_20190909,0.4963942307692307,-0.0528846153846154,0.3019176323385807
8088_20191217,0.1730769230769229,-0.3339160839160839,0.38027126250939686
8182_20190730,0.5096359743040685,-0.1691648822269808,0.34029039552216817
8213_20190322,0.1246684350132624,-0.0954907161803713,0.341861329872964
8341_20190514,0.0237226277372262,-0.0748175182481751,0.17477845091454958
9943_20190902,0.0208623087621696,-0.094575799721836,0.12783196442058806
9955_20190614,0.2275132275132275,-0.111111111111111,0.09923769058501597
