,120天最高價,120天最低價,120天最高價預測
1201_20090519,0.5798045602605864,-0.0570032573289902,0.19311353417832552
1218_20090605,0.007017543859649,-0.2526315789473684,0.2862773067951578
1227_20091102,0.8506666666666668,-0.052,0.2943964523710979
1307_20090514,0.3022508038585208,-0.1832797427652734,0.26502078365469894
1309_20091117,0.0342465753424657,-0.2602739726027396,0.3459812292249183
1312_20091026,0.1732522796352584,-0.1671732522796352,0.259869696952721
1319_20090831,0.4137931034482758,-0.0689655172413793,0.3389243014059788
1325_20090512,0.820580474934037,-0.0870712401055408,0.3270505020600309
1419_20090702,0.1586121437422552,-0.2887236679058241,0.5649993477946228
1455_20091015,0.3080168776371308,-0.1181434599156118,0.28617794230045496
1457_20091229,0.1929824561403507,-0.2105263157894737,0.6248609995644929
1514_20091202,0.0855263157894737,-0.3486842105263157,0.3125200453672351
1521_20091112,0.6191646191646192,-0.1007371007371007,0.6316468733883045
1525_20091113,0.4688172043010752,-0.1806451612903225,0.48703624675753815
1558_20090817,0.334841628959276,-0.1161387631975866,0.5568469888883432
1565_20091013,0.3258426966292135,-0.0758426966292134,0.29846011634943254
1580_20090825,0.3051146384479717,-0.1340388007054674,0.436023298797633
1603_20091231,0.013840830449827,-0.3577854671280276,0.38059268363541277
1611_20091012,0.3080000000000001,-0.282,0.3884484030555649
1618_20090511,1.0751633986928104,0.0,0.2395088016475609
1702_20091005,1.25,-0.0384615384615384,0.33573386005946904
1707_20091130,0.4213197969543147,-0.1370558375634517,0.2597245892476211
1714_20091014,0.1903323262839878,-0.1601208459214501,0.1758708200826014
1730_20090827,0.0,-0.4093023255813954,0.36175533366400775
1732_20090824,0.2256410256410255,-0.3307692307692307,0.322537526845677
1784_20090416,0.0,-0.3360406091370558,0.4626326259847149
1806_20091210,0.1479820627802691,-0.2533632286995516,0.4048423117110704
1809_20091125,0.4295774647887323,-0.295774647887324,0.6506475519496604
1903_20090526,0.5479674796747968,-0.08130081300813,0.4235913663568255
2033_20090206,0.0695517774343122,-0.7442040185471407,0.27963554101578786
2102_20091019,0.0241379310344827,-0.289655172413793,0.43310565405253487
2105_20091117,0.0132450331125827,-0.2357615894039734,0.25319383998216893
2106_20090707,0.2241379310344828,-0.1157635467980296,0.44012926355689586
2107_20091028,0.2290909090909089,-0.1781818181818181,0.28988314338252513
2109_20090923,0.397003745318352,-0.0561797752808988,0.21064771280056824
2324_20091111,0.1242873432155073,-0.1026225769669327,0.3892257264173518
2353_20090904,0.3105590062111801,-0.0633540372670806,0.24285612965911624
2363_20091119,0.0,-0.3608058608058608,0.18198532153182226
2382_20090716,0.1990445859872611,-0.0987261146496814,0.4257173711864887
2383_20090519,0.343358395989975,-0.3684210526315789,0.42952821784334977
2385_20090901,0.1044957472660997,-0.1676792223572296,0.4520068264805084
2405_20090601,0.3229398663697105,-0.3496659242761692,0.3454436218523989
2414_20091230,0.0367170626349892,-0.2958963282937364,0.1852399368308482
2419_20090910,0.3026315789473684,-0.1368421052631579,0.4511439989385183
2421_20091210,0.0465489566613163,-0.2166934189406099,0.340837007306563
2427_20091214,0.0,-0.3702127659574468,0.5300985218753096
2428_20091016,0.1869158878504672,-0.105607476635514,0.3589152521116425
2431_20090803,0.6000000000000001,-0.2238805970149253,0.5075012593923139
2442_20091217,0.0,-0.5557986870897156,0.07589942068552209
2455_20091201,0.0846063454759107,-0.226792009400705,0.39034155793857683
2462_20090521,1.043261231281198,-0.08153078202995,0.4378947163112032
2471_20091211,1.076142131979695,-0.1802030456852792,0.2807031179466481
2480_20091120,0.5147928994082839,-0.067061143984221,0.18853722300604647
2493_20091209,0.1781737193763919,-0.3407572383073496,0.30818950394174965
2520_20091014,0.1237288135593219,-0.3101694915254236,0.4050382775907002
2546_20091106,0.1494252873563217,-0.2318007662835249,0.5440316961012821
2816_20090416,0.0738461538461538,-0.3707692307692308,0.3159905907399848
2820_20090505,0.0880829015544041,-0.0756476683937824,0.747335978924776
2881_20091001,0.0554123711340207,-0.1958762886597937,0.38457681007550887
2911_20091116,0.053050397877984,-0.2811671087533157,0.29674289205883336
2915_20090522,0.753265602322206,-0.1509433962264151,0.18808555687382433
3029_20091106,1.5411764705882354,-0.0764705882352941,0.5814772387760151
3045_20090928,0.0379537953795379,-0.0643564356435643,0.29403953229198093
3049_20090522,0.0456852791878173,-0.2639593908629441,0.40556462442396896
3050_20090730,0.297872340425532,-0.2056737588652482,0.45024238031181
3052_20090519,0.2450592885375493,-0.1818181818181818,0.31385277607962664
3083_20090313,2.392156862745098,-0.0620915032679738,0.4089503821245646
3259_20090806,0.13314447592068,-0.2379603399433427,0.39568654560721195
3312_20090903,0.1033834586466165,-0.2086466165413533,0.5641403223044024
3390_20090917,0.0815217391304347,-0.2527173913043478,0.3733697568038523
3484_20091217,0.0433962264150942,-0.2830188679245283,0.4524793863893046
3494_20091113,1.0560747663551402,-0.0903426791277259,0.35387449425376777
3501_20091204,0.1058451816745656,-0.1785150078988941,0.44333128263387933
3504_20090414,2.0945121951219514,-0.0701219512195121,0.11695861023234656
3526_20090722,0.3376623376623376,-0.0649350649350649,0.37577413046166847
3533_20090730,2.3904761904761904,-0.0666666666666666,0.41686587729311025
4102_20090715,0.1627906976744186,-0.127906976744186,0.28705990888513827
4105_20090427,0.5146396396396397,-0.1914414414414414,0.3106640761801558
4120_20090720,0.0,-0.314214463840399,0.2888232594539004
4126_20090626,0.5811320754716981,-0.0528301886792452,0.3402106189054214
4523_20091126,0.0921501706484641,-0.2901023890784983,0.30164294401436786
5205_20090811,0.697674418604651,-0.193798449612403,0.37247868897553027
5213_20090721,0.0375,-0.45,0.31882504234948633
5312_20090721,0.0843373493975902,-0.2605421686746988,0.39962863461695697
5403_20091116,0.6402877697841727,-0.0719424460431654,0.32583033535163275
5410_20091224,1.0622568093385214,-0.1945525291828793,0.35008841274380625
5478_20090414,0.7755905511811023,-0.1299212598425196,0.37551710345331274
6108_20090904,0.2616279069767442,0.0,0.3683021877122378
6112_20091231,0.0066666666666666,-0.3583333333333333,0.2699258519571677
6115_20090903,0.0254491017964072,-0.2440119760479041,0.4556221888265196
6122_20090813,0.0,-0.3004115226337449,0.1872443744214089
6128_20090904,0.3556085918854415,-0.1121718377088304,0.34145517485404653
6134_20090901,0.2283870967741935,-0.1961290322580645,0.30741812409871755
6136_20091229,0.3459119496855344,-0.0849056603773584,0.21068128409542144
6143_20091225,0.0,-0.5085106382978724,0.3385899411028934
6150_20091228,0.8252656434474614,-0.0602125147579694,0.4224567558866228
6151_20091026,0.6680497925311204,-0.0539419087136929,0.5901915963362433
6163_20090525,0.0,-0.4018126888217522,0.08626366971594818
6169_20090406,2.5104166666666665,-0.1145833333333333,0.21528571180724598
6180_20090522,0.3927125506072874,-0.1194331983805667,0.4177682477555204
6188_20090724,0.0028571428571428,-0.2257142857142856,0.3593988366587492
6214_20091215,0.1120162932790224,-0.2535641547861507,0.6148639939575044
6225_20090925,0.7550274223034734,-0.1956124314442413,0.28552143839540095
6231_20090522,0.337620578778135,-0.1511254019292604,0.3516945787428847
6269_20090515,0.8681541582150102,-0.1460446247464502,0.24200836874791634
6271_20091229,0.2824074074074074,-0.1240740740740741,0.441094016621129
6279_20090921,0.1342657342657341,-0.2405594405594406,0.536439498451262
6282_20091211,0.1,-0.2928571428571428,0.3974905156696148
6290_20090731,0.5730337078651685,-0.0716292134831461,0.3626747999511157
8042_20090806,0.2847826086956522,-0.0630434782608695,0.30448979589055286
8044_20090522,0.4192982456140351,-0.4017543859649122,0.41329649843211325
8069_20091202,0.052890528905289,-0.4680196801968019,0.33845237837168735
8112_20091230,0.1267123287671232,-0.2808219178082191,0.28838553241504156
8996_20090527,0.1191489361702128,-0.2808510638297873,0.3965179141503152
9905_20090514,0.295774647887324,-0.1455399061032864,0.16037207985654023
9911_20090526,0.0,-0.2857142857142857,0.37300443574465864
9933_20090730,0.0682492581602373,-0.1587537091988131,0.17485858690558095
9937_20091230,0.0,-0.2584009269988412,0.6456684768723648
9939_20090401,0.3940149625935161,-0.0598503740648378,0.17930079832258908
9941_20090525,0.1186736474694589,-0.0890052356020941,0.10007599765082809
9943_20091119,0.2476190476190476,-0.1123809523809523,0.2237567414450505
9945_20091023,0.2651605231866826,-0.1771700356718192,0.20117439770042425
