股票編號,股票名稱,觀察日期,觀察價格,觀察期間最高價,觀察期間最低價,觀察期間高低差除以最低,觀察期間高低價時間差(天),高低差除以高低價時間差,進場日期,進場價格,120天最高價,120天最低價,prevYearHighest,EntranceBias60,EntranceBias250,EntranceAlpha250,EntranceBeta21,EntranceBeta65,EntranceBeta250,EntranceDayKValue,EntranceDayDValue,EntranceDayKValue-EntranceDayDValue,EntranceWeekKValue,EntranceWeekDValue,EntranceWeekKValue-EntranceWeekDValue,EntranceWeekRoiCompare,EntranceMonthRoiCompare,EntranceQuoterRoiCompare,EntranceHalfYearRoiCompare,EntranceYearRoiCompare,entrance_stock_rate_of_return_month,entrance_stock_rate_of_return_month-capitalization_weighted_Index_rate_of_return_month,weekRoiCompareCurrent-prevWeekRoiCompareCurrent,monthRoiCompareCurrent-prevMonthRoiCompareCurrent,halfYearRoiCompareCurrent-prevHalfYearRoiCompareCurrent,(Entrance-Observe)/Observe,(Entrance-PrevYearHighest)/PrevYearHighest,monthKValue,monthDValue,prevDayVolumn,Diff,MacdDiff,WeekMaStd,MonthMaStd,SeasonMaStd,HalfYearMaStd,WeekMa,WeekMaDistance,MonthMa,MonthMaDistance,MonthYoyRevenue
1414,東和,20110104,16.2,16.2,14.7,0.1020408163265306,0,10.20408163265306,20110104,16.2,0.1419753086419753,-0.287037037037037,15.2,18.79,104.53,0.3494,3.6367,2.4279,1.5396,67.05,68.18,-1.1300000000000097,82.99,85.68,-2.690000000000012,5.409,0.62,92.931,164.503,133.426,4.947,0.6180000000000003,8.009,-27.643,168.61499999999998,0.0,0.0617283950617284,86.13,77.88,81314.95,0.35,0.031,0.5144,0.5236,1.5984,3.3334,14.43,0.12266112266112264,13.89,0.16630669546436275,-60.59
1437,勤益控,20110104,28.8,28.8,27.65,0.0415913200723328,0,4.159132007233281,20110104,28.8,0.0,-0.3784722222222222,28.45,15.28,28.52,0.0442,1.8279,1.4831,1.2827,68.69,64.66,4.030000000000001,75.85,68.21,7.640000000000001,2.327,9.694,14.883,14.83,10.6,14.021,9.692,-2.107,3.9460000000000006,20.054000000000002,0.0,0.012152777777777827,77.81,65.57,119030.25,0.708,0.128,0.4273,0.9391,1.8361,1.9649,27.18,0.05960264900662255,25.9225,0.11100395409393389,-7.005
1442,名軒,20110113,29.15,29.15,28.2,0.0336879432624113,0,3.368794326241132,20110113,29.15,0.065180102915952,-0.2521440823327615,26.4,23.56,44.65,0.1772,0.5684,0.5461,0.6509,85.69,81.68,4.009999999999991,84.05,71.14,12.909999999999997,4.252,26.927,18.654,43.8,48.305,29.663,26.927,-3.899,31.984,38.577,0.0,0.09433962264150944,86.47,78.42,38647.65,0.544,0.106,0.6733,1.7343,1.9628,1.8998,28.04,0.03958630527817402,25.715,0.13357962278825583,-36.57
1533,車王電,20110524,32.75,32.75,30.55,0.072013093289689,0,7.201309328968901,20110524,32.75,0.0122137404580152,-0.5358778625954199,32.1,27.34,32.95,0.0982,-1.1733,0.489,0.6931,86.28,82.59,3.6899999999999977,80.19,70.34,9.849999999999994,23.506,27.373,38.567,34.911,17.463,25.0,27.36,24.067,23.387,50.641000000000005,0.0,0.019847328244274764,50.11,35.54,46924.4,1.273,0.547,1.7571,2.4141,1.9693,1.6659,29.39,0.11432460020415106,25.87,0.26594511016621564,-1.0499999999999998
1535,中宇,20110418,62.7,62.7,61.0,0.0278688524590164,0,2.786885245901644,20110418,62.7,0.1722488038277511,-0.175438596491228,53.5,20.3,27.77,0.1146,0.2182,0.5279,0.563,86.6,86.5,0.09999999999999432,74.86,62.35,12.509999999999998,17.978,22.348,28.443,18.044,28.758,26.157,22.348,19.055,22.782999999999998,13.412,0.0,0.14673046251993624,75.05,66.42,38408.7,1.471,0.651,3.1532,3.9821,2.942,2.45,59.96,0.04569713142094733,54.135,0.15821557218065957,-14.66
1538,正峰,20110318,48.85,48.85,45.7,0.0689277899343544,0,6.892778993435444,20110318,48.85,0.187308085977482,-0.5005117707267145,47.3,25.07,26.41,0.0566,0.9746,0.7178,0.8914,85.13,85.08,0.04999999999999716,72.25,65.68,6.569999999999993,14.156,31.308,30.342,14.809,8.479,26.23,31.308,-5.188999999999998,32.046,19.649,0.0,0.03172978505629487,65.61,54.61,136504.65,17.765,8.025,1.9886,3.8256,2.5053,3.267,43.79,0.11555149577529121,38.275,0.27629000653167873,-11.19
1710,東聯,20110117,40.0,40.0,38.9,0.0282776349614396,0,2.8277634961439624,20110117,40.0,0.2275,-0.09,39.3,10.45,43.07,0.1279,1.5561,1.391,1.0808,56.66,47.31,9.349999999999994,80.13,76.32,3.8100000000000023,2.784,4.19,8.345,46.734,40.958,5.405,4.189,3.0829999999999997,-3.7269999999999994,53.29,0.0,0.01750000000000007,79.28,66.57,434691.55,0.384,-0.031,0.5879,0.6096,2.1936,4.8212,37.98,0.05318588730911014,37.76,0.05932203389830514,-0.8200000000000012
1736,喬山,20110429,57.7,57.7,54.2,0.0645756457564575,0,6.4575645756457565,20110429,57.7,0.2876949740034661,-0.0814558058925477,56.3,23.27,27.52,0.0138,-0.4709,0.5323,1.0398,71.07,56.99,14.079999999999991,76.0,66.66,9.340000000000003,13.714,12.384,36.338,19.024,4.344,16.122,12.384,16.897,-4.378,31.044,0.0,0.024263431542461102,64.66,52.84,57594.45,0.895,0.23,2.8292,2.1336,3.5266,2.8816,52.39,0.10135522046192026,49.8025,0.1585763766879173,-0.4849999999999999
2207,和泰車,20110627,103.0,103.0,97.4,0.057494866529774,0,5.749486652977407,20110627,103.0,0.6844660194174758,-0.0543689320388348,96.2,10.49,14.6,0.0871,1.0647,0.6078,0.5626,73.76,68.27,5.490000000000009,86.5,82.63,3.8700000000000045,7.123,12.824,18.996,17.259,18.092,9.307,12.796,4.178000000000001,2.7379999999999995,19.531,0.0,0.06601941747572813,76.86,69.51,44943.8,1.188,0.136,1.5799,1.8795,4.2847,3.8484,98.1,0.049949031600407805,96.05,0.07235814679854245,-55.345
2337,旺宏,20110121,23.75,23.75,22.65,0.0485651214128036,0,4.85651214128036,20110121,23.75,0.0,-0.288421052631579,23.1,17.54,21.09,0.0861,0.435,0.5268,1.0544,74.28,74.17,0.10999999999999943,83.8,75.91,7.890000000000001,4.266,11.28,14.471,0.65,29.413,12.714,11.280000000000001,4.117,3.9499999999999993,-17.411,0.0,0.027368421052631518,60.34,53.89,1067402.55,1.139,0.119,0.4771,1.0218,1.5161,1.2731,22.42,0.059322033898305,21.3475,0.11254245227778428,-26.745
