,股票名稱,進場日期,進場價格,出場日期,出場價格,120天最高價,120天最低價,進場當天成交金額(千),Ma2prev1,Ma2prev2,Ma2prev2-Ma2prev1,oneMonthVolatility,twoMonthVolatility,threeMonthVolatility,twelveMonthVolatility,twelveMonthFluctuation,bias60,bias250,alpha250,Beta21,Beta65,Beta250,dayKValue,dayDValue,weekKValue,weekDValue,weekRoiCompareCurrent,monthRoiCompareCurrent,quoterRoiCompareCurrent,halfYearRoiCompareCurrent,yearRoiCompareCurrent,weekKValue-weekDValue,dayKValue-dayDValue,stock_rate_of_return_month,stock_rate_of_return_month-capitalization_weighted_Index_rate_of_return_month,PrevYearHighest,weekRoiCompareCurrent-prevWeekRoiCompareCurrent,monthRoiCompareCurrent-prevMonthRoiCompareCurrent,halfYearRoiCompareCurrent-prevHalfYearRoiCompareCurrent,quoterRoiCompareCurrent-prevQuoterYearRoiCompareCurrent,yearRoiCompareCurrent-prevYyearRoiCompareCurrent,twelveMonthFluctuation-prevTwelveMonthFluctuation,weekKValue-prevWeekKValue,weekDValue-prevWeekDValue,oneMonthVolatility-prevOneMonthVolatility,twoMonthVolatility-prevTwoMonthVolatility,entrancePrice-PrevYearHighest
2059,川湖,20141212,382.5,,,0.34901960784313724,-0.03398692810457516,164476.0,20.03,9.805,10.225000000000001,24.82,27.82,35.61,33.99,0.339,-2.02,-0.8,0.0978,1.2348,0.5677,0.4539,23.26,22.27,57.02,67.33,-3.243,-7.12,8.064,-7.291,8.242,-10.309999999999995,0.990000000000002,-5.905,-7.12,351.5,-1.7819999999999998,-13.032,-28.025000000000002,22.573999999999998,-75.002,-0.00599999999999995,-19.199999999999996,-5.159999999999997,-4.149999999999999,-11.93,0.08819345661450925
2107,厚生,20141212,33.3,,,0.016516516516516647,-0.1516516516516516,28461.0,25.380000000000003,22.115,3.265000000000004,12.28,14.2,17.23,17.42,0.173,0.87,13.5,0.0787,0.1108,0.3555,0.5008,73.23,71.48,64.91,68.1,2.25,-2.559,3.816,22.634,16.342,-3.1899999999999977,1.75,-1.343,-2.558,29.25,0.921,-2.257,29.106,-14.682000000000002,-26.657000000000004,0.0069999999999999785,0.5799999999999983,-1.6000000000000085,-4.140000000000002,-7.34,0.13846153846153836
2207,和泰車,20141212,483.0,,,0.12215320910973085,-0.08074534161490683,139747.0,2.065,11.13,-9.065000000000001,42.2,43.9,38.08,29.68,0.296,5.66,22.27,0.1015,2.0093,1.724,1.5749,21.92,35.26,71.82,70.93,-1.256,1.189,13.937,34.675,29.511,0.8899999999999864,-13.339999999999996,2.404,1.1889999999999998,415.0,-0.736,-13.366999999999999,41.739,-4.584999999999999,-27.189000000000004,-0.09200000000000003,-3.2900000000000063,0.44000000000001194,-0.7299999999999969,16.58,0.163855421686747
2231,為升,20141212,314.0,,,0.37898089171974525,-0.06847133757961783,132969.0,65.705,35.46,30.244999999999997,37.09,46.69,46.63,50.16,0.498,-4.03,23.47,0.4562,1.6302,1.9995,1.3538,46.21,54.12,35.22,34.13,-0.589,4.455,-1.933,10.845,163.918,1.0899999999999963,-7.909999999999997,5.67,4.455,141.0,-3.9899999999999998,20.224,-125.93799999999999,-15.254999999999999,74.13600000000001,0.177,4.199999999999999,0.5399999999999991,-17.339999999999996,2.1999999999999957,1.2269503546099292
2308,台達電,20141212,183.5,,,0.16621253405994552,-0.12534059945504086,679381.0,2.755,7.985,-5.23,30.76,30.41,30.71,27.81,0.277,-1.4,-1.44,0.045,0.9911,0.862,1.2127,34.7,47.81,48.04,35.35,-0.486,1.342,-4.353,-2.44,6.913,12.689999999999998,-13.11,2.557,1.3419999999999999,171.5,0.7949999999999999,9.221,-14.042,-6.4079999999999995,-40.89,-0.006999999999999951,5.979999999999997,6.34,-1.2699999999999996,3.960000000000001,0.06997084548104957
2312,金寶,20141212,15.1,,,0.046357615894039805,-0.2516556291390728,156491.0,97.34,58.475,38.865,24.43,34.34,35.03,34.62,0.344,6.83,15.01,0.1231,0.874,1.6752,1.2664,77.52,76.13,75.61,62.59,2.63,0.509,-1.471,9.591,43.162,13.019999999999996,1.3900000000000006,1.724,0.5089999999999999,14.6,-2.9350000000000005,0.539,-15.602000000000002,-12.949,-2.686,-0.014000000000000012,5.679999999999993,6.510000000000005,-18.85,-2.8699999999999974,0.03424657534246575
2313,華通,20141212,18.4,,,0.12500000000000006,-0.05434782608695653,191784.0,15.684999999999999,5.734999999999999,9.95,30.5,37.9,37.63,33.25,0.331,6.51,3.06,0.0156,1.4712,1.7617,1.6527,73.83,73.04,71.23,54.18,1.676,9.295,-0.004,-6.882,2.103,17.050000000000004,0.789999999999992,10.511,9.296,18.2,-1.474,14.004999999999999,-18.153,7.023000000000001,-32.543,0.028000000000000025,11.450000000000003,8.520000000000003,-17.729999999999997,5.43,0.01098901098901095
2329,華泰,20141212,13.8,,,0.19927536231884058,-0.05072463768115949,173166.0,60.035,45.97,14.064999999999998,41.43,45.9,41.78,44.22,0.437,9.16,35.27,0.3868,1.2756,1.8945,1.285,78.74,77.39,71.94,59.69,7.899,8.211,3.26,54.324,155.869,12.25,1.3499999999999943,9.426,8.211,6.5,7.3100000000000005,11.733,-5.853999999999999,-47.224000000000004,137.779,0.08000000000000002,7.319999999999993,6.119999999999997,-12.979999999999997,12.969999999999999,1.123076923076923
2330,台積電,20141212,136.0,,,0.13970588235294118,-0.022058823529411766,4253680.0,59.46,30.445,29.015,20.07,20.83,21.69,20.96,0.21,3.8,13.41,0.078,1.3937,1.1468,1.3879,12.5,22.84,82.36,83.29,0.129,1.058,11.88,13.695,26.048,-0.9300000000000068,-10.34,2.273,1.058,116.5,3.167,-5.3870000000000005,3.4770000000000003,10.248000000000001,27.165999999999997,-0.035,-5.760000000000005,-0.45999999999999375,0.07000000000000028,0.9499999999999993,0.16738197424892703
2344,華邦電,20141229,10.6,,,0.07547169811320761,-0.23679245283018865,854452.0,14.275,21.020000000000003,-6.745000000000003,34.54,38.74,42.78,37.08,0.368,16.51,12.36,0.1193,0.6253,1.5986,1.2599,80.01,67.05,84.38,72.89,8.892,10.972,13.624,-8.004,34.248,11.489999999999995,12.960000000000008,12.051,10.972,10.1,9.793999999999999,16.113,-46.486,33.004,0.5459999999999994,-0.08100000000000002,12.739999999999995,7.400000000000006,-11.329999999999998,0.12000000000000455,0.04950495049504951
2352,佳世達,20141212,14.2,,,0.11619718309859157,-0.14084507042253522,103740.0,9.46,12.98,-3.5199999999999996,32.27,36.2,36.24,40.05,0.396,2.8,20.31,0.2931,1.4616,1.787,1.5563,39.06,49.01,67.65,57.31,-1.49,0.229,-4.521,34.474,112.254,10.340000000000003,-9.949999999999996,1.444,0.22899999999999987,9.25,-5.58,0.249,-17.759,-46.301,127.843,0.126,1.4200000000000017,5.170000000000002,-9.389999999999993,8.930000000000003,0.5351351351351351
2360,致茂,20141212,82.1,,,0.02923264311814867,-0.18757612667478676,87155.0,3.9799999999999995,20.805,-16.825,14.75,33.33,33.84,33.5,0.332,-0.74,6.6,0.1183,0.6991,1.2317,0.9067,16.01,27.23,63.99,58.17,-0.235,-4.453,-5.224,7.833,30.596,5.82,-11.219999999999999,-3.237,-4.452,78.3,1.2919999999999998,-4.174,-23.393,-19.328,42.062,0.04300000000000004,-0.3399999999999963,2.9100000000000037,-35.88,8.149999999999999,0.04853128991060022
2368,金像電,20141212,18.5,,,0.254054054054054,-0.2648648648648649,286560.0,24.700000000000003,12.64,12.060000000000002,55.5,46.41,42.77,35.51,0.351,34.64,81.79,0.3742,1.1412,1.353,1.1597,70.35,79.33,86.42,82.17,2.783,36.427,59.515,97.602,159.391,4.25,-8.980000000000004,37.643,36.428,9.65,-10.613000000000001,28.985,71.9,35.391999999999996,152.392,0.07099999999999995,0.20000000000000284,2.1299999999999955,19.18,12.29,0.9170984455958548
2377,微星,20141212,35.15,,,0.12802275960170698,-0.10099573257467986,141014.0,9.245000000000001,18.3,-9.055,35.25,34.29,38.88,39.0,0.388,-5.49,-0.75,0.1825,1.8576,1.3042,0.9365,54.28,55.39,28.24,27.35,-0.722,-9.305,-12.321,-15.019,43.927,0.889999999999997,-1.1099999999999994,-8.09,-9.305,25.0,-5.991999999999999,-12.443,-84.28200000000001,-9.197,-32.362,0.18400000000000002,1.139999999999997,0.4400000000000013,2.229999999999997,-6.950000000000003,0.4059999999999999
2379,瑞昱,20141212,110.0,,,0.0,-0.26727272727272733,526080.0,7.135,15.535,-8.4,28.75,36.91,38.92,33.11,0.331,3.42,16.92,0.1514,0.9236,1.6855,1.4009,62.05,58.54,55.72,41.9,2.412,6.248,2.124,16.212,44.724,13.82,3.509999999999998,7.463,6.248,90.9,-1.7460000000000004,15.111,-4.349,-11.959999999999999,27.708999999999996,0.04600000000000004,13.21,6.909999999999997,-15.009999999999998,-5.920000000000002,0.21012101210121004
2383,台光電,20141212,40.75,,,0.41840490797546004,-0.025766871165644103,100184.0,29.884999999999998,11.809999999999999,18.075,28.62,31.36,30.22,22.66,0.226,11.0,34.12,0.1975,1.1039,1.2949,0.9192,63.63,68.32,86.28,83.17,-1.193,6.871,24.754,42.512,62.381,3.1099999999999994,-4.689999999999991,8.086,6.871,31.7,-10.216,0.7100000000000009,31.486,10.313,78.744,0.07400000000000001,-3.039999999999992,1.5499999999999972,-8.779999999999998,13.64,0.2854889589905363
2385,群光,20141212,89.3,,,0.0167973124300112,-0.08062709966405379,455637.0,13.75,8.815000000000001,4.934999999999999,23.47,28.35,30.83,24.66,0.247,0.94,9.4,0.0816,0.256,1.0092,0.864,52.37,34.52,31.94,26.41,8.89,2.69,-6.608,11.39,17.726,5.530000000000001,17.849999999999994,3.905,2.6899999999999995,87.2,11.596,7.048,6.925000000000001,-26.342000000000002,6.950999999999999,-0.006000000000000005,18.55,2.7699999999999996,-6.280000000000001,-6.960000000000001,0.024082568807339385
2390,云辰,20141212,38.1,,,0.06955380577427818,-0.49343832020997375,851925.0,67.2,50.365,16.835,52.83,52.78,52.59,60.81,0.606,19.9,13.38,0.3702,1.6417,1.3072,1.3364,88.21,85.76,64.53,43.2,6.617,27.719,11.293,-24.1,128.024,21.33,2.4499999999999886,28.934,27.719,25.6,-17.829,34.783,-255.421,43.734,116.01,0.177,17.730000000000004,10.660000000000004,-2.6400000000000006,-12.289999999999992,0.48828125
2395,研華,20141212,217.0,,,0.28110599078341014,-0.020737327188940093,227421.0,10.01,11.76,-1.75,38.3,44.66,41.45,32.38,0.324,2.24,7.36,0.0577,2.3608,1.7837,1.5444,51.93,62.4,56.16,42.45,-1.908,3.996,-6.889,4.136,17.707,13.709999999999994,-10.469999999999999,5.211,3.9960000000000004,209.5,-5.7059999999999995,10.039,-10.684999999999999,-19.022,-42.175,-0.014000000000000012,3.9199999999999946,6.859999999999999,-12.530000000000001,6.969999999999999,0.03579952267303103
2402,毅嘉,20141212,30.6,,,0.14705882352941177,-0.28594771241830064,130806.0,-5.9,2.11,-8.01,41.41,55.25,50.8,49.4,0.491,-9.02,-4.37,0.2859,1.3502,1.7418,1.4041,23.32,20.72,30.35,30.5,0.161,-6.831,-21.002,-14.322,91.729,-0.14999999999999858,2.6000000000000014,-5.616,-6.8309999999999995,25.0,5.603,8.344999999999999,-131.66899999999998,-29.746,83.789,0.20500000000000002,-2.809999999999995,-0.07000000000000028,-29.02000000000001,14.119999999999997,0.22400000000000006
2431,聯昌,20141212,23.45,,,0.3219616204690832,-0.2345415778251599,26726.0,67.89,48.254999999999995,19.635000000000005,47.15,48.52,46.32,45.96,0.456,9.56,-1.23,0.1832,1.2903,1.5415,1.0022,39.3,52.05,77.11,65.22,-1.788,3.289,2.124,-11.506,44.166,11.89,-12.75,4.505,3.29,18.9,-5.68,-8.989,-75.917,15.758000000000001,-77.122,0.10700000000000004,0.3299999999999983,5.939999999999998,-5.590000000000003,23.390000000000004,0.24074074074074078
2436,偉詮電,20141212,30.9,,,0.17152103559870566,-0.1893203883495145,300222.0,-13.295,6.685,-19.98,41.37,45.15,42.83,42.55,0.425,4.15,-0.7,0.077,1.5444,1.4963,1.388,70.2,69.25,49.76,32.37,3.592,11.559,-6.994,-3.897,17.603,17.39,0.9500000000000028,12.774,11.559,29.5,-5.157,28.369,-27.247,-10.417,-76.94200000000001,0.0010000000000000009,19.729999999999997,8.689999999999998,-6.600000000000001,13.2,0.04745762711864402
2441,超豐,20141212,38.0,,,0.13815789473684212,-0.03157894736842113,28402.0,1.1900000000000002,16.19,-15.000000000000002,16.51,19.18,24.59,23.35,0.233,0.0,7.8,0.1478,0.4869,1.1527,0.9586,77.87,74.38,47.64,39.71,3.844,-0.004,-2.08,-0.929,42.86,7.93,3.490000000000009,1.211,-0.0040000000000000036,27.7,2.402,4.508,-50.004000000000005,-3.287,28.896,0.099,14.009999999999998,3.960000000000001,-9.619999999999997,-1.1099999999999994,0.37184115523465705
2449,京元電子,20141212,25.85,,,0.16634429400386835,-0.029013539651837523,123092.0,14.34,14.1,0.2400000000000002,30.81,31.46,31.05,31.98,0.319,2.45,6.17,0.1222,1.0179,1.0134,1.1782,55.55,66.85,60.13,48.2,0.024,5.035,0.2,1.478,31.72,11.93,-11.299999999999997,6.25,5.035,23.95,-3.765,11.280000000000001,-31.370999999999995,-1.102,28.381,0.028000000000000025,6.600000000000001,5.970000000000006,-1.8300000000000018,11.720000000000002,0.07933194154488526
2454,聯發科,20141219,457.5,,,0.10382513661202186,-0.18797814207650274,3491360.0,43.19,48.195,-5.005000000000003,27.22,29.86,33.56,29.05,0.291,3.75,-0.47,0.025,1.3699,1.1482,1.1657,59.96,40.03,66.76,56.96,4.054,3.459,-5.441,-5.826,2.557,9.800000000000004,19.93,3.864,3.4589999999999996,448.5,5.928000000000001,3.359,-13.224,-4.974,-22.511000000000003,0.035999999999999976,5.060000000000002,4.899999999999999,-5.960000000000001,-1.4200000000000017,0.020066889632107024
2472,立隆電,20141212,37.55,,,0.1850865512649801,-0.13315579227696406,23898.0,2.19,7.91,-5.720000000000001,30.03,29.11,30.16,36.58,0.364,-2.71,7.68,0.1728,1.812,0.9619,1.0358,29.48,44.25,47.25,41.56,-4.224,-0.675,-1.249,4.787,47.965,5.689999999999998,-14.77,0.54,-0.675,26.25,-9.178,3.157,-49.544000000000004,-7.497999999999999,-65.8,0.057999999999999996,-0.9600000000000009,2.8400000000000034,-3.5799999999999983,-10.04,0.43047619047619035
2474,可成,20141212,256.5,,,0.5243664717348928,-0.07992202729044834,1291413.0,19.075,41.605,-22.529999999999998,26.32,36.86,38.29,35.54,0.355,-3.77,1.83,0.0934,0.414,1.7046,1.6521,21.65,34.31,46.75,40.34,-3.119,4.643,-9.135,-9.025,26.071,6.409999999999997,-12.660000000000004,5.858,4.643,237.0,-4.625,15.29,-51.888,-9.28,-2.446999999999999,0.034999999999999976,2.530000000000001,3.200000000000003,-19.869999999999997,2.780000000000001,0.08227848101265822
2482,連宇,20141212,21.8,,,0.06880733944954129,-0.3417431192660551,27504.0,-4.555,8.825,-13.379999999999999,35.76,49.87,57.65,39.6,0.392,3.99,31.95,0.1434,0.9186,-0.5768,0.1239,26.38,28.1,64.38,70.49,0.112,-8.775,59.476,58.131,20.563,-6.109999999999999,-1.7200000000000024,-7.559,-8.774000000000001,17.85,0.093,-36.031,87.19,60.407,-29.281000000000002,0.07800000000000001,-4.829999999999998,-3.0500000000000114,-30.270000000000003,-0.9100000000000037,0.2212885154061624
2484,希華,20141212,20.9,,,0.20574162679425842,-0.10526315789473681,15384.0,17.175,11.479999999999999,5.695000000000002,29.08,28.71,30.98,32.76,0.327,-2.33,8.79,0.1559,1.0734,1.2652,1.2836,44.73,52.94,32.23,33.46,-0.89,-3.822,1.881,15.556,49.012,-1.230000000000004,-8.21,-2.607,-3.822,16.7,-4.61,2.29,-8.948000000000002,-11.824,9.551000000000002,-0.010000000000000009,1.6799999999999962,-0.6199999999999974,-0.18000000000000327,-3.3699999999999974,0.25149700598802394
2603,長榮,20141222,22.4,,,0.11830357142857154,-0.3303571428571428,737999.0,10.66,3.045,7.615,44.15,38.49,34.84,22.04,0.219,17.62,22.66,0.0655,2.3304,1.0863,0.8927,78.91,71.1,78.78,69.47,9.497,19.193,23.38,31.868,15.483,9.310000000000002,7.810000000000002,19.231,19.193,21.9,6.531,19.943,50.349999999999994,16.119999999999997,24.743000000000002,-0.0010000000000000009,9.060000000000002,6.539999999999999,12.869999999999997,15.750000000000004,0.022831050228310504
2615,萬海,20141212,28.45,,,0.3637961335676625,-0.024604569420035124,162247.0,19.79,13.705,6.084999999999999,45.76,50.59,47.73,30.28,0.301,15.35,59.28,0.2392,1.4377,1.4652,1.0036,44.2,52.88,82.82,83.01,0.854,19.452,36.863,86.849,82.561,-0.19000000000001194,-8.68,20.667,19.452,17.65,0.516,18.648000000000003,95.631,-0.18099999999999739,96.489,0.065,-2.1100000000000136,-0.0899999999999892,-11.450000000000003,11.040000000000006,0.6118980169971673
2618,長榮航,20141212,23.0,,,0.09782608695652174,-0.13913043478260867,541739.0,8.309999999999999,7.0,1.3099999999999987,46.8,40.88,35.98,22.25,0.22,23.23,39.09,0.107,0.7758,0.7869,0.6652,64.26,71.68,86.92,85.56,-0.879,18.304,45.393,50.431,27.08,1.3599999999999994,-7.420000000000002,19.519,18.304,22.5,-15.668,2.3919999999999977,70.755,41.94,38.454,0.010000000000000009,-2.269999999999996,0.6800000000000068,9.18,24.720000000000002,0.022222222222222223
2636,台驊投控,20141224,36.3,,,0.15564738292011035,-0.2011019283746556,203097.0,25.325000000000003,25.975,-0.6499999999999986,50.79,43.19,36.67,30.05,0.298,26.56,36.96,0.0746,1.4219,0.8028,0.821,78.94,80.2,83.81,79.08,1.627,28.551,30.694,49.355,18.398,4.730000000000004,-1.2600000000000051,29.251,28.551000000000002,31.65,-21.825000000000003,24.561999999999998,75.142,15.671,-41.92,0.007000000000000006,1.2199999999999989,1.9899999999999949,16.939999999999998,25.819999999999997,0.14691943127962082
2809,京城銀,20141212,33.25,,,0.03759398496240601,-0.1518796992481203,42851.0,7.125,-13.215,20.34,12.52,16.3,18.55,17.01,0.17,1.1,13.33,0.1079,0.6707,0.8477,0.5782,69.12,65.73,77.54,70.55,2.098,-0.609,0.64,21.738,25.565,6.990000000000009,3.3900000000000006,0.606,-0.6090000000000001,29.1,1.396,-1.518,20.894,-20.775,3.5770000000000017,-0.04099999999999998,6.1000000000000085,3.5,-9.080000000000002,-1.7100000000000009,0.1426116838487972
2881,富邦金,20141212,49.95,,,0.3813813813813813,-0.034034034034034086,471284.0,-0.21999999999999997,32.730000000000004,-32.95,21.72,23.91,22.94,20.2,0.202,0.84,12.6,0.0524,1.5131,1.2674,1.2786,67.51,69.85,71.17,72.32,0.462,-1.914,3.654,20.946,14.884,-1.1499999999999915,-2.339999999999989,-0.699,-1.9140000000000001,44.25,1.068,-5.11,27.98,-13.370000000000001,-3.9929999999999986,-0.01899999999999999,-4.780000000000001,-0.5800000000000125,-3.650000000000002,2.6900000000000013,0.12881355932203395
2912,統一超,20141212,233.5,,,0.10920770877944326,-0.07494646680942184,200998.0,3.7199999999999998,3.7600000000000002,-0.04000000000000048,26.02,24.55,25.29,21.73,0.217,1.25,5.92,0.0371,1.443,0.7518,0.7508,20.93,32.18,67.76,70.31,-1.827,1.24,4.579,4.323,4.721,-2.549999999999997,-11.25,2.455,1.24,229.0,-0.5779999999999998,2.665,3.3140000000000005,4.837,-22.38,-0.017999999999999988,-9.269999999999996,-1.269999999999996,-0.6400000000000006,2.4800000000000004,0.019650655021834062
3006,晶豪科,20141212,49.6,,,0.07258064516129036,-0.18850806451612906,150149.0,36.675,57.365,-20.690000000000005,37.48,38.48,36.72,39.54,0.393,4.39,3.53,0.1477,0.9109,1.6827,1.5423,43.16,53.49,67.78,55.91,0.732,7.592,-2.19,-17.173,42.055,11.870000000000005,-10.330000000000005,8.807,7.5920000000000005,48.0,-0.3900000000000001,12.602,-95.306,13.464,0.10300000000000153,-0.044999999999999984,4.710000000000001,5.939999999999998,-3.5,14.579999999999998,0.03333333333333336
3008,大立光,20141212,2345.0,,,0.5245202558635395,-0.023454157782515993,2396978.0,81.59,69.505,12.085000000000008,38.62,48.25,48.84,42.22,0.42,4.4,22.75,0.2963,1.3814,1.5915,1.4502,34.2,36.29,68.77,58.52,0.048,10.564,5.457,16.124,97.491,10.249999999999993,-2.0899999999999963,11.779,10.564,1250.0,0.888,18.131999999999998,-56.316,-4.856000000000001,70.792,0.019999999999999962,1.7199999999999989,5.130000000000003,-18.07,5.93,0.876
3014,聯陽,20141212,36.0,,,0.1583333333333334,-0.125,45151.0,-20.88,-9.295,-11.584999999999999,40.45,41.3,40.32,37.5,0.373,8.19,8.99,0.1413,1.6593,1.4761,1.4666,53.89,60.94,72.73,56.97,-0.624,11.461,3.247,-6.146,40.774,15.760000000000005,-7.049999999999997,12.676,11.461,35.5,-8.296,13.146,-53.844,12.542,52.0,0.069,6.260000000000005,7.8799999999999955,-2.789999999999999,10.949999999999996,0.014084507042253521
3017,奇鋐,20141227,25.2,,,0.21230158730158735,-0.055555555555555504,282645.0,6.984999999999999,18.445,-11.46,28.07,28.44,37.68,36.19,0.361,17.61,15.07,0.0803,0.9649,1.6023,1.66,89.64,84.07,85.28,72.67,5.292,16.709,16.132,12.678,26.008,12.61,5.570000000000007,17.29,16.71,25.0,1.1979999999999995,10.591,1.7730000000000015,20.053,5.529999999999998,0.066,6.599999999999994,6.299999999999997,-4.93,-9.359999999999996,0.007999999999999972
