,股票名稱,進場日期,進場價格,出場日期,出場價格,120天最高價,120天最低價,進場當天成交金額(千),Ma2prev1,Ma2prev2,Ma2prev2-Ma2prev1,oneMonthVolatility,twoMonthVolatility,threeMonthVolatility,twelveMonthVolatility,twelveMonthFluctuation,bias60,bias250,alpha250,Beta21,Beta65,Beta250,dayKValue,dayDValue,weekKValue,weekDValue,weekRoiCompareCurrent,monthRoiCompareCurrent,quoterRoiCompareCurrent,halfYearRoiCompareCurrent,yearRoiCompareCurrent,weekKValue-weekDValue,dayKValue-dayDValue,stock_rate_of_return_month,stock_rate_of_return_month-capitalization_weighted_Index_rate_of_return_month,PrevYearHighest,weekRoiCompareCurrent-prevWeekRoiCompareCurrent,monthRoiCompareCurrent-prevMonthRoiCompareCurrent,halfYearRoiCompareCurrent-prevHalfYearRoiCompareCurrent,quoterRoiCompareCurrent-prevQuoterYearRoiCompareCurrent,yearRoiCompareCurrent-prevYyearRoiCompareCurrent,twelveMonthFluctuation-prevTwelveMonthFluctuation,weekKValue-prevWeekKValue,weekDValue-prevWeekDValue,oneMonthVolatility-prevOneMonthVolatility,twoMonthVolatility-prevTwoMonthVolatility,entrancePrice-PrevYearHighest
1101,台泥,20061114,27.0,,,0.20555555555555546,-0.05925925925925931,85370.0,-3.8299999999999996,2.0650000000000004,-5.895,22.15,24.68,24.08,29.0,0.289,9.6,18.63,0.0867,1.2139,1.0386,0.9053,73.07,68.14,88.91,87.47,-0.455,2.458,10.131,10.491,22.926,1.4399999999999977,4.929999999999993,4.255,2.455,24.2,-0.986,-8.877,3.5069999999999997,5.857,7.788999999999998,0.05299999999999999,-1.460000000000008,0.35999999999999943,-4.540000000000003,3.969999999999999,0.115702479338843
1102,亞泥,20061114,28.5,,,0.33684210526315794,-0.01052631578947371,144562.0,10.705,6.21,4.495,30.48,30.78,28.17,26.77,0.266,13.01,34.97,0.1636,1.2826,1.2106,0.9882,62.55,65.32,88.18,89.01,-0.091,4.857,15.712,23.759,57.88,-0.8299999999999983,-2.769999999999996,6.654,4.854,27.3,-0.895,-7.175,3.4559999999999995,8.049,61.101,0.101,-1.6999999999999886,-0.29999999999999716,-0.620000000000001,8.810000000000002,0.04395604395604393
1201,味全,20061114,19.6,,,0.5561224489795917,-0.08673469387755116,679287.0,7.234999999999999,3.5200000000000005,3.714999999999999,41.16,49.37,46.87,44.34,0.441,35.86,64.48,0.2383,0.591,1.3937,1.2334,83.85,83.28,86.33,81.57,12.0,24.846,47.455,41.258,84.241,4.760000000000005,0.5699999999999932,26.643,24.843,18.3,2.2989999999999995,0.7259999999999991,22.292,45.349,105.33500000000001,0.15700000000000003,1.0999999999999943,3.1499999999999915,-14.930000000000007,12.849999999999994,0.07103825136612026
1210,大成,20061114,19.15,,,0.5926892950391646,-0.10443864229765014,134268.0,-4.305,-12.425,8.120000000000001,43.26,41.05,35.36,29.79,0.295,26.71,56.26,0.2104,0.3818,0.8081,0.7531,82.79,82.3,85.56,81.71,0.277,24.23,33.129,48.048,84.779,3.8500000000000085,0.4900000000000091,26.028,24.227999999999998,12.05,-11.772,16.963,27.388,23.942,61.44499999999999,0.044999999999999984,-0.6799999999999926,1.269999999999996,9.659999999999997,18.539999999999996,0.5892116182572612
1216,統一,20061114,30.9,,,0.12459546925566348,-0.05825242718446593,497091.0,1.8150000000000002,4.895,-3.079999999999999,32.86,37.83,39.53,39.83,0.395,6.72,35.69,0.2657,1.6544,1.6702,1.2566,57.83,57.61,66.37,69.03,0.727,-4.361,15.89,21.904,106.75,-2.6599999999999966,0.21999999999999886,-2.564,-4.364,22.2,1.3639999999999999,-17.349,-42.077,-3.129999999999999,121.82900000000001,0.165,-2.3499999999999943,-1.7800000000000011,-8.61,-3.8700000000000045,0.3918918918918919
1229,聯華,20061114,19.45,,,0.007712082262210907,-0.21336760925449866,359502.0,-21.605,-2.035,-19.57,43.79,40.83,39.17,39.5,0.394,19.15,39.33,0.17,0.886,1.5711,1.2623,74.4,72.54,80.01,77.75,1.147,11.494,16.219,19.678,61.237,2.260000000000005,1.8599999999999994,13.291,11.491,15.8,-10.398,-2.3360000000000003,-6.881999999999998,13.419,67.743,0.14600000000000002,-3.7099999999999937,0.8299999999999983,5.390000000000001,7.159999999999997,0.231012658227848
1234,黑松,20061114,16.15,,,0.15170278637770918,-0.10835913312693489,195239.0,-21.105,-3.204999999999999,-17.900000000000002,34.76,42.13,41.95,44.99,0.449,18.48,37.11,0.1904,1.7486,2.0614,1.2758,75.45,71.75,84.21,75.94,4.815,9.713,6.716,9.097,64.407,8.269999999999996,3.700000000000003,11.511,9.710999999999999,15.2,-2.1179999999999994,-8.836,-32.113,5.241,79.584,0.28400000000000003,1.9099999999999966,5.039999999999992,-13.57,1.8599999999999994,0.06249999999999996
1303,南亞,20061127,51.9,,,0.2678227360308285,-0.005780346820809194,631706.0,2.7649999999999997,21.6,-18.835,15.74,14.06,12.0,17.45,0.174,8.22,19.99,0.0996,1.214,0.5889,0.6115,88.94,89.35,95.77,94.81,-0.67,-0.596,1.887,16.245,22.211,0.9599999999999937,-0.4099999999999966,5.209,-0.5970000000000004,51.5,-0.020000000000000018,-3.729,13.607000000000001,-11.52,28.301,0.017999999999999988,2.2099999999999937,1.6500000000000057,3.200000000000001,1.9299999999999997,0.007766990291262109
1313,聯成,20061229,17.7,,,0.11864406779661026,-0.09604519774011296,476572.0,3.2299999999999986,-7.135,10.364999999999998,34.64,34.5,35.34,32.99,0.328,22.46,52.3,0.1431,1.2044,1.2497,0.9353,83.83,79.17,87.39,84.04,10.101,16.757,38.088,56.061,36.372,3.3499999999999943,4.659999999999997,20.14,16.756,17.1,6.847000000000001,11.043000000000001,68.232,26.913,54.349000000000004,0.05199999999999999,2.0900000000000034,1.6700000000000017,-1.7100000000000009,2.0600000000000023,0.03508771929824549
1402,遠東新,20061114,27.65,,,0.21338155515370702,-0.08860759493670883,831827.0,4.42,12.14,-7.720000000000001,36.22,36.85,35.02,38.88,0.386,6.28,18.5,0.0706,1.5695,1.4731,1.3996,55.79,56.88,68.7,71.19,-4.406,-4.178,9.62,8.55,25.031,-2.489999999999995,-1.0900000000000034,-2.381,-4.181,27.2,-12.398,-13.850999999999999,-3.2489999999999988,3.7459999999999996,34.125,0.08700000000000002,-9.319999999999993,-3.3599999999999994,-0.4100000000000037,9.05,0.0165441176470588
